propertyid,tenantid,service_category,charge_amount_gbp,quarter,year,period_start,period_end,payment_status,payment_date,property_type,estateid,blockid
78,46.0,Electricity (Communal Areas),109,1,2025,2025-01-01,2025-05-30,Paid,2025-06-07,Flat,10.0,17.0
78,46.0,Water (Communal Areas),62,1,2025,2025-01-01,2025-05-30,Paid,2025-06-11,Flat,10.0,17.0
78,46.0,Sinking Fund,190,1,2025,2025-01-01,2025-05-30,Paid,2025-06-15,Flat,10.0,17.0
79,60.0,Building Insurance,177,2,2023,2023-04-01,2023-08-30,Paid,2023-09-24,Flat,9.0,16.0
79,60.0,Grounds Maintenance,97,2,2023,2023-04-01,2023-08-30,Pending,,Flat,9.0,16.0
79,60.0,Cleaning (Communal Areas),181,2,2023,2023-04-01,2023-08-30,Paid,2023-09-10,Flat,9.0,16.0
79,60.0,Lift Maintenance,128,2,2023,2023-04-01,2023-08-30,Paid,2023-09-21,Flat,9.0,16.0
79,60.0,Building Repairs,248,2,2023,2023-04-01,2023-08-30,Paid,2023-09-21,Flat,9.0,16.0
79,60.0,Management Fee,101,2,2023,2023-04-01,2023-08-30,Paid,2023-09-20,Flat,9.0,16.0
79,60.0,Security Systems,63,2,2023,2023-04-01,2023-08-30,Paid,2023-09-19,Flat,9.0,16.0
79,60.0,Electricity (Communal Areas),114,2,2023,2023-04-01,2023-08-30,Paid,2023-09-16,Flat,9.0,16.0
79,60.0,Water (Communal Areas),50,2,2023,2023-04-01,2023-08-30,Pending,,Flat,9.0,16.0
79,60.0,Sinking Fund,167,2,2023,2023-04-01,2023-08-30,Paid,2023-09-16,Flat,9.0,16.0
79,60.0,Building Insurance,182,3,2023,2023-07-01,2023-11-30,Paid,2023-12-03,Flat,9.0,16.0
79,60.0,Grounds Maintenance,102,3,2023,2023-07-01,2023-11-30,Paid,2023-12-16,Flat,9.0,16.0
79,60.0,Cleaning (Communal Areas),184,3,2023,2023-07-01,2023-11-30,Paid,2023-12-23,Flat,9.0,16.0
79,60.0,Lift Maintenance,119,3,2023,2023-07-01,2023-11-30,Paid,2023-12-08,Flat,9.0,16.0
79,60.0,Building Repairs,257,3,2023,2023-07-01,2023-11-30,Paid,2023-12-28,Flat,9.0,16.0
79,60.0,Management Fee,78,3,2023,2023-07-01,2023-11-30,Paid,2023-12-15,Flat,9.0,16.0
79,60.0,Security Systems,64,3,2023,2023-07-01,2023-11-30,Paid,2023-12-13,Flat,9.0,16.0
79,60.0,Electricity (Communal Areas),118,3,2023,2023-07-01,2023-11-30,Paid,2023-12-20,Flat,9.0,16.0
79,60.0,Water (Communal Areas),47,3,2023,2023-07-01,2023-11-30,Paid,2023-12-21,Flat,9.0,16.0
79,60.0,Sinking Fund,177,3,2023,2023-07-01,2023-11-30,Pending,,Flat,9.0,16.0
79,60.0,Building Insurance,186,4,2023,2023-10-01,2023-12-31,Paid,2024-01-28,Flat,9.0,16.0
79,60.0,Grounds Maintenance,120,4,2023,2023-10-01,2023-12-31,Paid,2024-01-10,Flat,9.0,16.0
79,60.0,Cleaning (Communal Areas),177,4,2023,2023-10-01,2023-12-31,Paid,2024-01-12,Flat,9.0,16.0
79,60.0,Lift Maintenance,132,4,2023,2023-10-01,2023-12-31,Paid,2024-01-14,Flat,9.0,16.0
79,60.0,Building Repairs,257,4,2023,2023-10-01,2023-12-31,Paid,2024-01-10,Flat,9.0,16.0
79,60.0,Management Fee,77,4,2023,2023-10-01,2023-12-31,Paid,2024-01-08,Flat,9.0,16.0
79,60.0,Security Systems,79,4,2023,2023-10-01,2023-12-31,Paid,2024-01-28,Flat,9.0,16.0
79,60.0,Electricity (Communal Areas),106,4,2023,2023-10-01,2023-12-31,Paid,2024-01-01,Flat,9.0,16.0
79,60.0,Water (Communal Areas),47,4,2023,2023-10-01,2023-12-31,Paid,2024-01-05,Flat,9.0,16.0
79,60.0,Sinking Fund,186,4,2023,2023-10-01,2023-12-31,Paid,2024-01-25,Flat,9.0,16.0
79,60.0,Building Insurance,180,1,2024,2024-01-01,2024-05-30,Paid,2024-06-27,Flat,9.0,16.0
79,60.0,Grounds Maintenance,96,1,2024,2024-01-01,2024-05-30,Paid,2024-06-15,Flat,9.0,16.0
79,60.0,Cleaning (Communal Areas),155,1,2024,2024-01-01,2024-05-30,Paid,2024-06-05,Flat,9.0,16.0
79,60.0,Lift Maintenance,139,1,2024,2024-01-01,2024-05-30,Paid,2024-06-04,Flat,9.0,16.0
79,60.0,Building Repairs,236,1,2024,2024-01-01,2024-05-30,Paid,2024-06-16,Flat,9.0,16.0
79,60.0,Management Fee,87,1,2024,2024-01-01,2024-05-30,Paid,2024-06-23,Flat,9.0,16.0
79,60.0,Security Systems,66,1,2024,2024-01-01,2024-05-30,Paid,2024-06-18,Flat,9.0,16.0
79,60.0,Electricity (Communal Areas),119,1,2024,2024-01-01,2024-05-30,Paid,2024-06-11,Flat,9.0,16.0
79,60.0,Water (Communal Areas),61,1,2024,2024-01-01,2024-05-30,Paid,2024-06-20,Flat,9.0,16.0
79,60.0,Sinking Fund,162,1,2024,2024-01-01,2024-05-30,Pending,,Flat,9.0,16.0
79,60.0,Building Insurance,165,2,2024,2024-04-01,2024-08-30,Paid,2024-09-12,Flat,9.0,16.0
79,60.0,Grounds Maintenance,119,2,2024,2024-04-01,2024-08-30,Paid,2024-09-02,Flat,9.0,16.0
79,60.0,Cleaning (Communal Areas),164,2,2024,2024-04-01,2024-08-30,Paid,2024-09-08,Flat,9.0,16.0
79,60.0,Lift Maintenance,137,2,2024,2024-04-01,2024-08-30,Paid,2024-09-25,Flat,9.0,16.0
79,60.0,Building Repairs,218,2,2024,2024-04-01,2024-08-30,Overdue,,Flat,9.0,16.0
79,60.0,Management Fee,101,2,2024,2024-04-01,2024-08-30,Paid,2024-09-25,Flat,9.0,16.0
79,60.0,Security Systems,70,2,2024,2024-04-01,2024-08-30,Paid,2024-09-08,Flat,9.0,16.0
79,60.0,Electricity (Communal Areas),104,2,2024,2024-04-01,2024-08-30,Paid,2024-09-11,Flat,9.0,16.0
79,60.0,Water (Communal Areas),58,2,2024,2024-04-01,2024-08-30,Paid,2024-09-17,Flat,9.0,16.0
79,60.0,Sinking Fund,168,2,2024,2024-04-01,2024-08-30,Paid,2024-09-20,Flat,9.0,16.0
79,60.0,Building Insurance,179,3,2024,2024-07-01,2024-11-30,Paid,2024-12-30,Flat,9.0,16.0
79,60.0,Grounds Maintenance,122,3,2024,2024-07-01,2024-11-30,Paid,2024-12-03,Flat,9.0,16.0
79,60.0,Cleaning (Communal Areas),159,3,2024,2024-07-01,2024-11-30,Paid,2024-12-06,Flat,9.0,16.0
79,60.0,Lift Maintenance,151,3,2024,2024-07-01,2024-11-30,Paid,2024-12-22,Flat,9.0,16.0
79,60.0,Building Repairs,198,3,2024,2024-07-01,2024-11-30,Paid,2024-12-03,Flat,9.0,16.0
79,60.0,Management Fee,94,3,2024,2024-07-01,2024-11-30,Overdue,,Flat,9.0,16.0
79,60.0,Security Systems,80,3,2024,2024-07-01,2024-11-30,Paid,2024-12-26,Flat,9.0,16.0
79,60.0,Electricity (Communal Areas),117,3,2024,2024-07-01,2024-11-30,Pending,,Flat,9.0,16.0
79,60.0,Water (Communal Areas),57,3,2024,2024-07-01,2024-11-30,Paid,2024-12-29,Flat,9.0,16.0
79,60.0,Sinking Fund,156,3,2024,2024-07-01,2024-11-30,Paid,2024-12-27,Flat,9.0,16.0
79,60.0,Building Insurance,183,4,2024,2024-10-01,2024-12-31,Paid,2025-01-26,Flat,9.0,16.0
79,60.0,Grounds Maintenance,106,4,2024,2024-10-01,2024-12-31,Paid,2025-01-05,Flat,9.0,16.0
79,60.0,Cleaning (Communal Areas),166,4,2024,2024-10-01,2024-12-31,Paid,2025-01-05,Flat,9.0,16.0
79,60.0,Lift Maintenance,136,4,2024,2024-10-01,2024-12-31,Paid,2025-01-21,Flat,9.0,16.0
79,60.0,Building Repairs,259,4,2024,2024-10-01,2024-12-31,Disputed,,Flat,9.0,16.0
79,60.0,Management Fee,97,4,2024,2024-10-01,2024-12-31,Paid,2025-01-05,Flat,9.0,16.0
79,60.0,Security Systems,70,4,2024,2024-10-01,2024-12-31,Pending,,Flat,9.0,16.0
79,60.0,Electricity (Communal Areas),103,4,2024,2024-10-01,2024-12-31,Overdue,,Flat,9.0,16.0
79,60.0,Water (Communal Areas),46,4,2024,2024-10-01,2024-12-31,Paid,2025-01-19,Flat,9.0,16.0
79,60.0,Sinking Fund,174,4,2024,2024-10-01,2024-12-31,Pending,,Flat,9.0,16.0
79,60.0,Building Insurance,159,1,2025,2025-01-01,2025-05-30,Pending,,Flat,9.0,16.0
79,60.0,Grounds Maintenance,105,1,2025,2025-01-01,2025-05-30,Paid,2025-06-03,Flat,9.0,16.0
79,60.0,Cleaning (Communal Areas),167,1,2025,2025-01-01,2025-05-30,Paid,2025-06-13,Flat,9.0,16.0
79,60.0,Lift Maintenance,132,1,2025,2025-01-01,2025-05-30,Overdue,,Flat,9.0,16.0
79,60.0,Building Repairs,191,1,2025,2025-01-01,2025-05-30,Disputed,,Flat,9.0,16.0
79,60.0,Management Fee,97,1,2025,2025-01-01,2025-05-30,Overdue,,Flat,9.0,16.0
79,60.0,Security Systems,67,1,2025,2025-01-01,2025-05-30,Pending,,Flat,9.0,16.0
79,60.0,Electricity (Communal Areas),122,1,2025,2025-01-01,2025-05-30,Paid,2025-06-27,Flat,9.0,16.0
79,60.0,Water (Communal Areas),59,1,2025,2025-01-01,2025-05-30,Paid,2025-06-22,Flat,9.0,16.0
79,60.0,Sinking Fund,206,1,2025,2025-01-01,2025-05-30,Paid,2025-06-18,Flat,9.0,16.0
80,65.0,Building Insurance,203,2,2023,2023-04-01,2023-08-30,Paid,2023-09-06,Flat,5.0,9.0
80,65.0,Grounds Maintenance,128,2,2023,2023-04-01,2023-08-30,Disputed,,Flat,5.0,9.0
80,65.0,Cleaning (Communal Areas),183,2,2023,2023-04-01,2023-08-30,Pending,,Flat,5.0,9.0
80,65.0,Lift Maintenance,149,2,2023,2023-04-01,2023-08-30,Paid,2023-08-31,Flat,5.0,9.0
80,65.0,Building Repairs,220,2,2023,2023-04-01,2023-08-30,Pending,,Flat,5.0,9.0
80,65.0,Management Fee,103,2,2023,2023-04-01,2023-08-30,Paid,2023-09-20,Flat,5.0,9.0
80,65.0,Security Systems,75,2,2023,2023-04-01,2023-08-30,Pending,,Flat,5.0,9.0
80,65.0,Electricity (Communal Areas),106,2,2023,2023-04-01,2023-08-30,Paid,2023-09-19,Flat,5.0,9.0
80,65.0,Water (Communal Areas),54,2,2023,2023-04-01,2023-08-30,Paid,2023-09-27,Flat,5.0,9.0
80,65.0,Sinking Fund,191,2,2023,2023-04-01,2023-08-30,Paid,2023-09-27,Flat,5.0,9.0
80,65.0,Building Insurance,194,3,2023,2023-07-01,2023-11-30,Paid,2023-12-29,Flat,5.0,9.0
80,65.0,Grounds Maintenance,113,3,2023,2023-07-01,2023-11-30,Pending,,Flat,5.0,9.0
80,65.0,Cleaning (Communal Areas),173,3,2023,2023-07-01,2023-11-30,Paid,2023-12-18,Flat,5.0,9.0
80,65.0,Lift Maintenance,145,3,2023,2023-07-01,2023-11-30,Paid,2023-12-05,Flat,5.0,9.0
80,65.0,Building Repairs,241,3,2023,2023-07-01,2023-11-30,Paid,2023-12-19,Flat,5.0,9.0
80,65.0,Management Fee,108,3,2023,2023-07-01,2023-11-30,Paid,2023-12-29,Flat,5.0,9.0
80,65.0,Security Systems,83,3,2023,2023-07-01,2023-11-30,Pending,,Flat,5.0,9.0
80,65.0,Electricity (Communal Areas),125,3,2023,2023-07-01,2023-11-30,Paid,2023-12-25,Flat,5.0,9.0
80,65.0,Water (Communal Areas),54,3,2023,2023-07-01,2023-11-30,Paid,2023-12-22,Flat,5.0,9.0
80,65.0,Sinking Fund,196,3,2023,2023-07-01,2023-11-30,Pending,,Flat,5.0,9.0
80,65.0,Building Insurance,186,4,2023,2023-10-01,2023-12-31,Paid,2024-01-20,Flat,5.0,9.0
80,65.0,Grounds Maintenance,104,4,2023,2023-10-01,2023-12-31,Paid,2024-01-28,Flat,5.0,9.0
80,65.0,Cleaning (Communal Areas),205,4,2023,2023-10-01,2023-12-31,Overdue,,Flat,5.0,9.0
80,65.0,Lift Maintenance,152,4,2023,2023-10-01,2023-12-31,Paid,2024-01-06,Flat,5.0,9.0
80,65.0,Building Repairs,268,4,2023,2023-10-01,2023-12-31,Paid,2024-01-03,Flat,5.0,9.0
80,65.0,Management Fee,107,4,2023,2023-10-01,2023-12-31,Disputed,,Flat,5.0,9.0
80,65.0,Security Systems,88,4,2023,2023-10-01,2023-12-31,Paid,2024-01-09,Flat,5.0,9.0
80,65.0,Electricity (Communal Areas),130,4,2023,2023-10-01,2023-12-31,Overdue,,Flat,5.0,9.0
80,65.0,Water (Communal Areas),56,4,2023,2023-10-01,2023-12-31,Paid,2024-01-16,Flat,5.0,9.0
80,65.0,Sinking Fund,178,4,2023,2023-10-01,2023-12-31,Paid,2024-01-18,Flat,5.0,9.0
80,65.0,Building Insurance,184,1,2024,2024-01-01,2024-05-30,Paid,2024-06-15,Flat,5.0,9.0
80,65.0,Grounds Maintenance,129,1,2024,2024-01-01,2024-05-30,Overdue,,Flat,5.0,9.0
80,65.0,Cleaning (Communal Areas),157,1,2024,2024-01-01,2024-05-30,Overdue,,Flat,5.0,9.0
80,65.0,Lift Maintenance,140,1,2024,2024-01-01,2024-05-30,Paid,2024-06-22,Flat,5.0,9.0
80,65.0,Building Repairs,219,1,2024,2024-01-01,2024-05-30,Paid,2024-06-09,Flat,5.0,9.0
80,65.0,Management Fee,102,1,2024,2024-01-01,2024-05-30,Paid,2024-06-11,Flat,5.0,9.0
80,65.0,Security Systems,70,1,2024,2024-01-01,2024-05-30,Paid,2024-06-25,Flat,5.0,9.0
80,65.0,Electricity (Communal Areas),123,1,2024,2024-01-01,2024-05-30,Paid,2024-06-14,Flat,5.0,9.0
80,65.0,Water (Communal Areas),62,1,2024,2024-01-01,2024-05-30,Paid,2024-06-02,Flat,5.0,9.0
80,65.0,Sinking Fund,178,1,2024,2024-01-01,2024-05-30,Paid,2024-06-09,Flat,5.0,9.0
80,65.0,Building Insurance,171,2,2024,2024-04-01,2024-08-30,Paid,2024-09-07,Flat,5.0,9.0
80,65.0,Grounds Maintenance,118,2,2024,2024-04-01,2024-08-30,Paid,2024-09-13,Flat,5.0,9.0
80,65.0,Cleaning (Communal Areas),158,2,2024,2024-04-01,2024-08-30,Paid,2024-09-22,Flat,5.0,9.0
80,65.0,Lift Maintenance,151,2,2024,2024-04-01,2024-08-30,Paid,2024-09-01,Flat,5.0,9.0
80,65.0,Building Repairs,217,2,2024,2024-04-01,2024-08-30,Paid,2024-09-17,Flat,5.0,9.0
80,65.0,Management Fee,99,2,2024,2024-04-01,2024-08-30,Paid,2024-09-09,Flat,5.0,9.0
80,65.0,Security Systems,73,2,2024,2024-04-01,2024-08-30,Paid,2024-09-02,Flat,5.0,9.0
80,65.0,Electricity (Communal Areas),136,2,2024,2024-04-01,2024-08-30,Paid,2024-09-13,Flat,5.0,9.0
80,65.0,Water (Communal Areas),60,2,2024,2024-04-01,2024-08-30,Paid,2024-09-20,Flat,5.0,9.0
80,65.0,Sinking Fund,176,2,2024,2024-04-01,2024-08-30,Pending,,Flat,5.0,9.0
80,65.0,Building Insurance,199,3,2024,2024-07-01,2024-11-30,Paid,2024-12-18,Flat,5.0,9.0
80,65.0,Grounds Maintenance,118,3,2024,2024-07-01,2024-11-30,Paid,2024-12-22,Flat,5.0,9.0
80,65.0,Cleaning (Communal Areas),175,3,2024,2024-07-01,2024-11-30,Paid,2024-12-14,Flat,5.0,9.0
80,65.0,Lift Maintenance,141,3,2024,2024-07-01,2024-11-30,Paid,2024-12-15,Flat,5.0,9.0
80,65.0,Building Repairs,275,3,2024,2024-07-01,2024-11-30,Paid,2024-12-18,Flat,5.0,9.0
80,65.0,Management Fee,105,3,2024,2024-07-01,2024-11-30,Paid,2024-12-28,Flat,5.0,9.0
80,65.0,Security Systems,78,3,2024,2024-07-01,2024-11-30,Paid,2024-12-07,Flat,5.0,9.0
80,65.0,Electricity (Communal Areas),111,3,2024,2024-07-01,2024-11-30,Pending,,Flat,5.0,9.0
80,65.0,Water (Communal Areas),52,3,2024,2024-07-01,2024-11-30,Overdue,,Flat,5.0,9.0
80,65.0,Sinking Fund,181,3,2024,2024-07-01,2024-11-30,Paid,2024-12-01,Flat,5.0,9.0
80,65.0,Building Insurance,194,4,2024,2024-10-01,2024-12-31,Paid,2025-01-07,Flat,5.0,9.0
80,65.0,Grounds Maintenance,104,4,2024,2024-10-01,2024-12-31,Overdue,,Flat,5.0,9.0
80,65.0,Cleaning (Communal Areas),176,4,2024,2024-10-01,2024-12-31,Paid,2025-01-21,Flat,5.0,9.0
80,65.0,Lift Maintenance,159,4,2024,2024-10-01,2024-12-31,Paid,2025-01-23,Flat,5.0,9.0
80,65.0,Building Repairs,214,4,2024,2024-10-01,2024-12-31,Paid,2025-01-27,Flat,5.0,9.0
80,65.0,Management Fee,89,4,2024,2024-10-01,2024-12-31,Paid,2025-01-04,Flat,5.0,9.0
80,65.0,Security Systems,70,4,2024,2024-10-01,2024-12-31,Paid,2025-01-01,Flat,5.0,9.0
80,65.0,Electricity (Communal Areas),117,4,2024,2024-10-01,2024-12-31,Paid,2025-01-04,Flat,5.0,9.0
80,65.0,Water (Communal Areas),57,4,2024,2024-10-01,2024-12-31,Paid,2025-01-24,Flat,5.0,9.0
80,65.0,Sinking Fund,205,4,2024,2024-10-01,2024-12-31,Paid,2025-01-04,Flat,5.0,9.0
80,65.0,Building Insurance,229,1,2025,2025-01-01,2025-05-30,Paid,2025-06-28,Flat,5.0,9.0
80,65.0,Grounds Maintenance,111,1,2025,2025-01-01,2025-05-30,Pending,,Flat,5.0,9.0
80,65.0,Cleaning (Communal Areas),181,1,2025,2025-01-01,2025-05-30,Paid,2025-06-27,Flat,5.0,9.0
80,65.0,Lift Maintenance,134,1,2025,2025-01-01,2025-05-30,Paid,2025-06-10,Flat,5.0,9.0
80,65.0,Building Repairs,230,1,2025,2025-01-01,2025-05-30,Disputed,,Flat,5.0,9.0
80,65.0,Management Fee,89,1,2025,2025-01-01,2025-05-30,Paid,2025-06-01,Flat,5.0,9.0
80,65.0,Security Systems,77,1,2025,2025-01-01,2025-05-30,Paid,2025-05-31,Flat,5.0,9.0
80,65.0,Electricity (Communal Areas),105,1,2025,2025-01-01,2025-05-30,Paid,2025-06-19,Flat,5.0,9.0
80,65.0,Water (Communal Areas),65,1,2025,2025-01-01,2025-05-30,Pending,,Flat,5.0,9.0
80,65.0,Sinking Fund,177,1,2025,2025-01-01,2025-05-30,Paid,2025-06-17,Flat,5.0,9.0
81,426.0,Building Insurance,170,2,2023,2023-04-01,2023-08-30,Paid,2023-09-03,Flat,10.0,17.0
81,426.0,Grounds Maintenance,98,2,2023,2023-04-01,2023-08-30,Paid,2023-09-11,Flat,10.0,17.0
81,426.0,Cleaning (Communal Areas),147,2,2023,2023-04-01,2023-08-30,Paid,2023-09-03,Flat,10.0,17.0
81,426.0,Lift Maintenance,147,2,2023,2023-04-01,2023-08-30,Paid,2023-09-23,Flat,10.0,17.0
81,426.0,Building Repairs,232,2,2023,2023-04-01,2023-08-30,Paid,2023-09-27,Flat,10.0,17.0
81,426.0,Management Fee,88,2,2023,2023-04-01,2023-08-30,Paid,2023-09-04,Flat,10.0,17.0
81,426.0,Security Systems,66,2,2023,2023-04-01,2023-08-30,Paid,2023-09-12,Flat,10.0,17.0
81,426.0,Electricity (Communal Areas),101,2,2023,2023-04-01,2023-08-30,Pending,,Flat,10.0,17.0
81,426.0,Water (Communal Areas),56,2,2023,2023-04-01,2023-08-30,Paid,2023-08-31,Flat,10.0,17.0
81,426.0,Sinking Fund,162,2,2023,2023-04-01,2023-08-30,Paid,2023-09-13,Flat,10.0,17.0
81,426.0,Building Insurance,176,3,2023,2023-07-01,2023-11-30,Paid,2023-12-24,Flat,10.0,17.0
81,426.0,Grounds Maintenance,94,3,2023,2023-07-01,2023-11-30,Pending,,Flat,10.0,17.0
81,426.0,Cleaning (Communal Areas),184,3,2023,2023-07-01,2023-11-30,Paid,2023-12-25,Flat,10.0,17.0
81,426.0,Lift Maintenance,133,3,2023,2023-07-01,2023-11-30,Paid,2023-12-21,Flat,10.0,17.0
81,426.0,Building Repairs,252,3,2023,2023-07-01,2023-11-30,Pending,,Flat,10.0,17.0
81,426.0,Management Fee,84,3,2023,2023-07-01,2023-11-30,Paid,2023-12-21,Flat,10.0,17.0
81,426.0,Security Systems,75,3,2023,2023-07-01,2023-11-30,Paid,2023-12-16,Flat,10.0,17.0
81,426.0,Electricity (Communal Areas),119,3,2023,2023-07-01,2023-11-30,Paid,2023-12-27,Flat,10.0,17.0
81,426.0,Water (Communal Areas),58,3,2023,2023-07-01,2023-11-30,Paid,2023-12-06,Flat,10.0,17.0
81,426.0,Sinking Fund,207,3,2023,2023-07-01,2023-11-30,Disputed,,Flat,10.0,17.0
81,426.0,Building Insurance,175,4,2023,2023-10-01,2023-12-31,Pending,,Flat,10.0,17.0
81,426.0,Grounds Maintenance,110,4,2023,2023-10-01,2023-12-31,Paid,2024-01-16,Flat,10.0,17.0
81,426.0,Cleaning (Communal Areas),175,4,2023,2023-10-01,2023-12-31,Paid,2024-01-06,Flat,10.0,17.0
81,426.0,Lift Maintenance,130,4,2023,2023-10-01,2023-12-31,Paid,2024-01-21,Flat,10.0,17.0
81,426.0,Building Repairs,226,4,2023,2023-10-01,2023-12-31,Paid,2024-01-14,Flat,10.0,17.0
81,426.0,Management Fee,88,4,2023,2023-10-01,2023-12-31,Paid,2024-01-16,Flat,10.0,17.0
81,426.0,Security Systems,78,4,2023,2023-10-01,2023-12-31,Paid,2024-01-08,Flat,10.0,17.0
81,426.0,Electricity (Communal Areas),105,4,2023,2023-10-01,2023-12-31,Paid,2024-01-12,Flat,10.0,17.0
81,426.0,Water (Communal Areas),48,4,2023,2023-10-01,2023-12-31,Pending,,Flat,10.0,17.0
81,426.0,Sinking Fund,195,4,2023,2023-10-01,2023-12-31,Overdue,,Flat,10.0,17.0
81,426.0,Building Insurance,203,1,2024,2024-01-01,2024-05-30,Paid,2024-06-23,Flat,10.0,17.0
81,426.0,Grounds Maintenance,102,1,2024,2024-01-01,2024-05-30,Paid,2024-06-06,Flat,10.0,17.0
81,426.0,Cleaning (Communal Areas),165,1,2024,2024-01-01,2024-05-30,Paid,2024-06-22,Flat,10.0,17.0
81,426.0,Lift Maintenance,152,1,2024,2024-01-01,2024-05-30,Paid,2024-06-20,Flat,10.0,17.0
81,426.0,Building Repairs,251,1,2024,2024-01-01,2024-05-30,Paid,2024-06-28,Flat,10.0,17.0
81,426.0,Management Fee,86,1,2024,2024-01-01,2024-05-30,Paid,2024-06-09,Flat,10.0,17.0
81,426.0,Security Systems,66,1,2024,2024-01-01,2024-05-30,Overdue,,Flat,10.0,17.0
81,426.0,Electricity (Communal Areas),116,1,2024,2024-01-01,2024-05-30,Paid,2024-06-29,Flat,10.0,17.0
81,426.0,Water (Communal Areas),55,1,2024,2024-01-01,2024-05-30,Paid,2024-06-10,Flat,10.0,17.0
81,426.0,Sinking Fund,179,1,2024,2024-01-01,2024-05-30,Paid,2024-06-14,Flat,10.0,17.0
81,426.0,Building Insurance,200,2,2024,2024-04-01,2024-08-30,Paid,2024-09-13,Flat,10.0,17.0
81,426.0,Grounds Maintenance,123,2,2024,2024-04-01,2024-08-30,Paid,2024-09-17,Flat,10.0,17.0
81,426.0,Cleaning (Communal Areas),183,2,2024,2024-04-01,2024-08-30,Paid,2024-09-06,Flat,10.0,17.0
81,426.0,Lift Maintenance,153,2,2024,2024-04-01,2024-08-30,Paid,2024-09-17,Flat,10.0,17.0
81,426.0,Building Repairs,213,2,2024,2024-04-01,2024-08-30,Paid,2024-09-07,Flat,10.0,17.0
81,426.0,Management Fee,95,2,2024,2024-04-01,2024-08-30,Paid,2024-09-25,Flat,10.0,17.0
81,426.0,Security Systems,63,2,2024,2024-04-01,2024-08-30,Paid,2024-09-04,Flat,10.0,17.0
81,426.0,Electricity (Communal Areas),101,2,2024,2024-04-01,2024-08-30,Paid,2024-09-20,Flat,10.0,17.0
81,426.0,Water (Communal Areas),50,2,2024,2024-04-01,2024-08-30,Paid,2024-09-28,Flat,10.0,17.0
81,426.0,Sinking Fund,194,2,2024,2024-04-01,2024-08-30,Paid,2024-09-02,Flat,10.0,17.0
81,426.0,Building Insurance,175,3,2024,2024-07-01,2024-11-30,Paid,2024-12-08,Flat,10.0,17.0
81,426.0,Grounds Maintenance,114,3,2024,2024-07-01,2024-11-30,Paid,2024-12-04,Flat,10.0,17.0
81,426.0,Cleaning (Communal Areas),157,3,2024,2024-07-01,2024-11-30,Paid,2024-12-21,Flat,10.0,17.0
81,426.0,Lift Maintenance,123,3,2024,2024-07-01,2024-11-30,Paid,2024-12-01,Flat,10.0,17.0
81,426.0,Building Repairs,208,3,2024,2024-07-01,2024-11-30,Paid,2024-12-07,Flat,10.0,17.0
81,426.0,Management Fee,89,3,2024,2024-07-01,2024-11-30,Paid,2024-12-16,Flat,10.0,17.0
81,426.0,Security Systems,76,3,2024,2024-07-01,2024-11-30,Paid,2024-12-25,Flat,10.0,17.0
81,426.0,Electricity (Communal Areas),92,3,2024,2024-07-01,2024-11-30,Paid,2024-12-18,Flat,10.0,17.0
81,426.0,Water (Communal Areas),56,3,2024,2024-07-01,2024-11-30,Pending,,Flat,10.0,17.0
81,426.0,Sinking Fund,205,3,2024,2024-07-01,2024-11-30,Overdue,,Flat,10.0,17.0
81,426.0,Building Insurance,154,4,2024,2024-10-01,2024-12-31,Pending,,Flat,10.0,17.0
81,426.0,Grounds Maintenance,104,4,2024,2024-10-01,2024-12-31,Paid,2025-01-07,Flat,10.0,17.0
81,426.0,Cleaning (Communal Areas),143,4,2024,2024-10-01,2024-12-31,Disputed,,Flat,10.0,17.0
81,426.0,Lift Maintenance,154,4,2024,2024-10-01,2024-12-31,Paid,2025-01-07,Flat,10.0,17.0
81,426.0,Building Repairs,231,4,2024,2024-10-01,2024-12-31,Paid,2025-01-25,Flat,10.0,17.0
81,426.0,Management Fee,88,4,2024,2024-10-01,2024-12-31,Paid,2025-01-21,Flat,10.0,17.0
81,426.0,Security Systems,67,4,2024,2024-10-01,2024-12-31,Paid,2025-01-19,Flat,10.0,17.0
81,426.0,Electricity (Communal Areas),124,4,2024,2024-10-01,2024-12-31,Paid,2025-01-13,Flat,10.0,17.0
81,426.0,Water (Communal Areas),60,4,2024,2024-10-01,2024-12-31,Paid,2025-01-25,Flat,10.0,17.0
81,426.0,Sinking Fund,175,4,2024,2024-10-01,2024-12-31,Overdue,,Flat,10.0,17.0
81,426.0,Building Insurance,163,1,2025,2025-01-01,2025-05-30,Paid,2025-06-04,Flat,10.0,17.0
81,426.0,Grounds Maintenance,116,1,2025,2025-01-01,2025-05-30,Paid,2025-06-25,Flat,10.0,17.0
81,426.0,Cleaning (Communal Areas),166,1,2025,2025-01-01,2025-05-30,Pending,,Flat,10.0,17.0
81,426.0,Lift Maintenance,115,1,2025,2025-01-01,2025-05-30,Paid,2025-06-18,Flat,10.0,17.0
81,426.0,Building Repairs,209,1,2025,2025-01-01,2025-05-30,Pending,,Flat,10.0,17.0
81,426.0,Management Fee,79,1,2025,2025-01-01,2025-05-30,Paid,2025-06-05,Flat,10.0,17.0
81,426.0,Security Systems,75,1,2025,2025-01-01,2025-05-30,Paid,2025-06-12,Flat,10.0,17.0
81,426.0,Electricity (Communal Areas),115,1,2025,2025-01-01,2025-05-30,Paid,2025-06-02,Flat,10.0,17.0
