propertyid,period_start,energy_kwh,property_age_years,propertytype,blockid,simulated_energy_kwh
77,2024-12-01 11:52:28.455679,313,49,Flat,11.0,2816.32
77,2025-01-01 11:52:28.455679,276,49,Flat,11.0,2813.2
77,2025-02-01 11:52:28.455679,302,49,Flat,11.0,2952.14
77,2025-03-01 11:52:28.455679,265,49,Flat,11.0,2856.95
77,2025-04-01 11:52:28.455679,288,49,Flat,11.0,2651.75
78,2024-05-01 11:52:28.455679,391,25,Flat,17.0,2300.68
78,2024-06-01 11:52:28.455679,353,25,Flat,17.0,2253.54
78,2024-07-01 11:52:28.455679,343,25,Flat,17.0,2741.69
78,2024-08-01 11:52:28.455679,278,25,Flat,17.0,2840.57
78,2024-09-01 11:52:28.455679,254,25,Flat,17.0,2280.91
78,2024-10-01 11:52:28.455679,386,25,Flat,17.0,2609.21
78,2024-11-01 11:52:28.455679,289,25,Flat,17.0,2674.7
78,2024-12-01 11:52:28.455679,342,25,Flat,17.0,2201.55
78,2025-01-01 11:52:28.455679,298,25,Flat,17.0,2532.2
78,2025-02-01 11:52:28.455679,209,25,Flat,17.0,3006.7
78,2025-03-01 11:52:28.455679,252,25,Flat,17.0,2635.43
78,2025-04-01 11:52:28.455679,339,25,Flat,17.0,2450.94
79,2024-05-01 11:52:28.455679,304,47,Flat,16.0,2827.96
79,2024-06-01 11:52:28.455679,291,47,Flat,16.0,2535.51
79,2024-07-01 11:52:28.455679,288,47,Flat,16.0,3034.09
79,2024-08-01 11:52:28.455679,289,47,Flat,16.0,3329.56
79,2024-09-01 11:52:28.455679,342,47,Flat,16.0,2777.29
79,2024-10-01 11:52:28.455679,350,47,Flat,16.0,2552.88
79,2024-11-01 11:52:28.455679,388,47,Flat,16.0,2807.16
79,2024-12-01 11:52:28.455679,336,47,Flat,16.0,3116.32
79,2025-01-01 11:52:28.455679,268,47,Flat,16.0,2854.3
79,2025-02-01 11:52:28.455679,241,47,Flat,16.0,2775.91
79,2025-03-01 11:52:28.455679,193,47,Flat,16.0,2943.83
79,2025-04-01 11:52:28.455679,370,47,Flat,16.0,2985.94
80,2024-05-01 11:52:28.455679,370,103,Flat,9.0,3782.32
80,2024-06-01 11:52:28.455679,267,103,Flat,9.0,4016.54
80,2024-07-01 11:52:28.455679,356,103,Flat,9.0,3960.55
80,2024-08-01 11:52:28.455679,372,103,Flat,9.0,3931.82
80,2024-09-01 11:52:28.455679,317,103,Flat,9.0,3856.59
80,2024-10-01 11:52:28.455679,278,103,Flat,9.0,4248.25
80,2024-11-01 11:52:28.455679,365,103,Flat,9.0,3931.12
80,2024-12-01 11:52:28.455679,297,103,Flat,9.0,3661.01
80,2025-01-01 11:52:28.455679,237,103,Flat,9.0,4112.86
80,2025-02-01 11:52:28.455679,315,103,Flat,9.0,4205.04
80,2025-03-01 11:52:28.455679,312,103,Flat,9.0,3900.8
80,2025-04-01 11:52:28.455679,291,103,Flat,9.0,3948.07
81,2024-05-01 11:52:28.455679,300,25,Flat,17.0,2370.19
81,2024-06-01 11:52:28.455679,289,25,Flat,17.0,2430.67
81,2024-07-01 11:52:28.455679,261,25,Flat,17.0,2721.37
81,2024-08-01 11:52:28.455679,350,25,Flat,17.0,2477.19
81,2024-09-01 11:52:28.455679,218,25,Flat,17.0,2667.92
81,2024-10-01 11:52:28.455679,285,25,Flat,17.0,2306.23
81,2024-11-01 11:52:28.455679,268,25,Flat,17.0,2423.26
81,2024-12-01 11:52:28.455679,239,25,Flat,17.0,2690.8
81,2025-01-01 11:52:28.455679,259,25,Flat,17.0,2338.88
81,2025-02-01 11:52:28.455679,315,25,Flat,17.0,2702.43
81,2025-03-01 11:52:28.455679,268,25,Flat,17.0,2374.32
81,2025-04-01 11:52:28.455679,308,25,Flat,17.0,2435.67
82,2024-05-01 11:52:28.455679,259,103,Flat,9.0,4394.03
82,2024-06-01 11:52:28.455679,283,103,Flat,9.0,3972.84
82,2024-07-01 11:52:28.455679,296,103,Flat,9.0,4089.07
82,2024-08-01 11:52:28.455679,358,103,Flat,9.0,4183.29
82,2024-09-01 11:52:28.455679,285,103,Flat,9.0,4105.3
82,2024-10-01 11:52:28.455679,359,103,Flat,9.0,4111.01
82,2024-11-01 11:52:28.455679,327,103,Flat,9.0,4048.69
82,2024-12-01 11:52:28.455679,357,103,Flat,9.0,3799.55
82,2025-01-01 11:52:28.455679,159,103,Flat,9.0,4129.66
82,2025-02-01 11:52:28.455679,330,103,Flat,9.0,3913.51
82,2025-03-01 11:52:28.455679,272,103,Flat,9.0,4215.15
82,2025-04-01 11:52:28.455679,313,103,Flat,9.0,4334.41
83,2024-05-01 11:52:28.455679,298,24,House,14.0,2118.89
83,2024-06-01 11:52:28.455679,329,24,House,14.0,2754.76
83,2024-07-01 11:52:28.455679,290,24,House,14.0,2397.79
83,2024-08-01 11:52:28.455679,310,24,House,14.0,2453.81
83,2024-09-01 11:52:28.455679,314,24,House,14.0,2297.52
83,2024-10-01 11:52:28.455679,324,24,House,14.0,2517.69
83,2024-11-01 11:52:28.455679,240,24,House,14.0,2493.36
83,2024-12-01 11:52:28.455679,287,24,House,14.0,2695.38
83,2025-01-01 11:52:28.455679,307,24,House,14.0,2331.72
83,2025-02-01 11:52:28.455679,240,24,House,14.0,2812.16
83,2025-03-01 11:52:28.455679,233,24,House,14.0,2612.94
83,2025-04-01 11:52:28.455679,324,24,House,14.0,2498.19
84,2024-05-01 11:52:28.455679,228,8,Flat,6.0,2123.84
84,2024-06-01 11:52:28.455679,292,8,Flat,6.0,2098.69
84,2024-07-01 11:52:28.455679,298,8,Flat,6.0,2111.73
84,2024-08-01 11:52:28.455679,335,8,Flat,6.0,2193.68
84,2024-09-01 11:52:28.455679,294,8,Flat,6.0,2118.2
84,2024-10-01 11:52:28.455679,226,8,Flat,6.0,2031.89
84,2024-11-01 11:52:28.455679,358,8,Flat,6.0,2194.89
84,2024-12-01 11:52:28.455679,299,8,Flat,6.0,1992.74
84,2025-01-01 11:52:28.455679,356,8,Flat,6.0,2224.49
84,2025-02-01 11:52:28.455679,432,8,Flat,6.0,2115.39
84,2025-03-01 11:52:28.455679,309,8,Flat,6.0,2299.35
84,2025-04-01 11:52:28.455679,263,8,Flat,6.0,2357.81
85,2024-05-01 11:52:28.455679,284,103,Flat,9.0,4257.74
85,2024-06-01 11:52:28.455679,280,103,Flat,9.0,4123.62
85,2024-07-01 11:52:28.455679,296,103,Flat,9.0,4146.97
85,2024-08-01 11:52:28.455679,275,103,Flat,9.0,3995.45
85,2024-09-01 11:52:28.455679,293,103,Flat,9.0,4195.53
85,2024-10-01 11:52:28.455679,188,103,Flat,9.0,4218.1
85,2024-11-01 11:52:28.455679,295,103,Flat,9.0,3746.53
85,2024-12-01 11:52:28.455679,195,103,Flat,9.0,4135.67
85,2025-01-01 11:52:28.455679,205,103,Flat,9.0,4333.63
85,2025-02-01 11:52:28.455679,250,103,Flat,9.0,3988.74
85,2025-03-01 11:52:28.455679,257,103,Flat,9.0,3945.09
85,2025-04-01 11:52:28.455679,263,103,Flat,9.0,3976.03
86,2024-05-01 11:52:28.455679,351,25,Flat,17.0,2199.02
86,2024-06-01 11:52:28.455679,206,25,Flat,17.0,2525.2
86,2024-07-01 11:52:28.455679,335,25,Flat,17.0,2505.99
86,2024-08-01 11:52:28.455679,316,25,Flat,17.0,2539.41
86,2024-09-01 11:52:28.455679,340,25,Flat,17.0,2583.2
86,2024-10-01 11:52:28.455679,236,25,Flat,17.0,2340.4
86,2024-11-01 11:52:28.455679,301,25,Flat,17.0,2554.64
86,2024-12-01 11:52:28.455679,359,25,Flat,17.0,2588.64
86,2025-01-01 11:52:28.455679,292,25,Flat,17.0,2402.32
86,2025-02-01 11:52:28.455679,320,25,Flat,17.0,2584.02
86,2025-03-01 11:52:28.455679,222,25,Flat,17.0,2516.14
86,2025-04-01 11:52:28.455679,292,25,Flat,17.0,2373.76
87,2024-05-01 11:52:28.455679,242,49,Flat,11.0,3036.56
87,2024-06-01 11:52:28.455679,250,49,Flat,11.0,2921.86
87,2024-07-01 11:52:28.455679,372,49,Flat,11.0,3119.41
87,2024-08-01 11:52:28.455679,353,49,Flat,11.0,2932.17
87,2024-09-01 11:52:28.455679,313,49,Flat,11.0,2722.05
87,2024-10-01 11:52:28.455679,244,49,Flat,11.0,3033.4
87,2024-11-01 11:52:28.455679,311,49,Flat,11.0,3025.88
87,2024-12-01 11:52:28.455679,251,49,Flat,11.0,2763.77
87,2025-01-01 11:52:28.455679,298,49,Flat,11.0,3130.11
87,2025-02-01 11:52:28.455679,252,49,Flat,11.0,3119.64
87,2025-03-01 11:52:28.455679,290,49,Flat,11.0,2806.0
87,2025-04-01 11:52:28.455679,319,49,Flat,11.0,2848.07
88,2024-05-01 11:52:28.455679,273,57,Flat,3.0,3111.6
88,2024-06-01 11:52:28.455679,381,57,Flat,3.0,2988.23
88,2024-07-01 11:52:28.455679,275,57,Flat,3.0,3268.08
88,2024-08-01 11:52:28.455679,300,57,Flat,3.0,3169.79
88,2024-09-01 11:52:28.455679,225,57,Flat,3.0,2921.29
88,2024-10-01 11:52:28.455679,401,57,Flat,3.0,2975.51
88,2024-11-01 11:52:28.455679,237,57,Flat,3.0,3377.54
88,2024-12-01 11:52:28.455679,233,57,Flat,3.0,3447.11
88,2025-01-01 11:52:28.455679,315,57,Flat,3.0,3247.75
88,2025-02-01 11:52:28.455679,288,57,Flat,3.0,3097.74
88,2025-03-01 11:52:28.455679,365,57,Flat,3.0,3052.01
88,2025-04-01 11:52:28.455679,347,57,Flat,3.0,3249.94
89,2024-05-01 11:52:28.455679,338,25,Flat,17.0,2515.18
89,2024-06-01 11:52:28.455679,278,25,Flat,17.0,2177.99
89,2024-07-01 11:52:28.455679,329,25,Flat,17.0,2706.37
89,2024-08-01 11:52:28.455679,315,25,Flat,17.0,2769.16
89,2024-09-01 11:52:28.455679,249,25,Flat,17.0,2647.45
89,2024-10-01 11:52:28.455679,277,25,Flat,17.0,2281.68
89,2024-11-01 11:52:28.455679,347,25,Flat,17.0,2372.63
89,2024-12-01 11:52:28.455679,217,25,Flat,17.0,2128.46
89,2025-01-01 11:52:28.455679,318,25,Flat,17.0,2819.21
89,2025-02-01 11:52:28.455679,268,25,Flat,17.0,2428.65
89,2025-03-01 11:52:28.455679,345,25,Flat,17.0,2966.66
89,2025-04-01 11:52:28.455679,222,25,Flat,17.0,2891.05
90,2024-05-01 11:52:28.455679,369,15,Block of Flats,8.0,2119.31
90,2024-06-01 11:52:28.455679,304,15,Block of Flats,8.0,2158.35
90,2024-07-01 11:52:28.455679,339,15,Block of Flats,8.0,2393.24
90,2024-08-01 11:52:28.455679,186,15,Block of Flats,8.0,1949.09
90,2024-09-01 11:52:28.455679,277,15,Block of Flats,8.0,2212.35
90,2024-10-01 11:52:28.455679,258,15,Block of Flats,8.0,2192.37
90,2024-11-01 11:52:28.455679,212,15,Block of Flats,8.0,2670.23
90,2024-12-01 11:52:28.455679,224,15,Block of Flats,8.0,2332.2
90,2025-01-01 11:52:28.455679,314,15,Block of Flats,8.0,2243.05
90,2025-02-01 11:52:28.455679,336,15,Block of Flats,8.0,2173.7
90,2025-03-01 11:52:28.455679,330,15,Block of Flats,8.0,2478.81
90,2025-04-01 11:52:28.455679,295,15,Block of Flats,8.0,2200.66
91,2024-05-01 11:52:28.455679,300,80,Flat,10.0,3589.94
91,2024-06-01 11:52:28.455679,282,80,Flat,10.0,3472.18
91,2024-07-01 11:52:28.455679,290,80,Flat,10.0,3296.49
91,2024-08-01 11:52:28.455679,315,80,Flat,10.0,3400.79
91,2024-09-01 11:52:28.455679,290,80,Flat,10.0,3499.61
91,2024-10-01 11:52:28.455679,318,80,Flat,10.0,3547.35
91,2024-11-01 11:52:28.455679,268,80,Flat,10.0,3556.12
91,2024-12-01 11:52:28.455679,350,80,Flat,10.0,3582.22
91,2025-01-01 11:52:28.455679,289,80,Flat,10.0,3502.26
91,2025-02-01 11:52:28.455679,284,80,Flat,10.0,3869.83
91,2025-03-01 11:52:28.455679,348,80,Flat,10.0,3789.6
91,2025-04-01 11:52:28.455679,278,80,Flat,10.0,3572.98
92,2024-05-01 11:52:28.455679,401,37,House,13.0,2790.85
92,2024-06-01 11:52:28.455679,349,37,House,13.0,2665.58
92,2024-07-01 11:52:28.455679,277,37,House,13.0,2171.3
92,2024-08-01 11:52:28.455679,258,37,House,13.0,2744.1
92,2024-09-01 11:52:28.455679,250,37,House,13.0,2801.12
92,2024-10-01 11:52:28.455679,248,37,House,13.0,2417.47
92,2024-11-01 11:52:28.455679,355,37,House,13.0,2839.88
92,2024-12-01 11:52:28.455679,246,37,House,13.0,2683.88
92,2025-01-01 11:52:28.455679,289,37,House,13.0,2807.59
92,2025-02-01 11:52:28.455679,200,37,House,13.0,2689.92
92,2025-03-01 11:52:28.455679,289,37,House,13.0,2990.19
92,2025-04-01 11:52:28.455679,336,37,House,13.0,2785.25
93,2024-05-01 11:52:28.455679,391,47,Flat,16.0,3140.48
93,2024-06-01 11:52:28.455679,329,47,Flat,16.0,3156.95
93,2024-07-01 11:52:28.455679,312,47,Flat,16.0,2716.09
93,2024-08-01 11:52:28.455679,229,47,Flat,16.0,2792.2
93,2024-09-01 11:52:28.455679,346,47,Flat,16.0,3030.32
93,2024-10-01 11:52:28.455679,269,47,Flat,16.0,2866.89
93,2024-11-01 11:52:28.455679,232,47,Flat,16.0,2892.28
93,2024-12-01 11:52:28.455679,340,47,Flat,16.0,3197.31
93,2025-01-01 11:52:28.455679,284,47,Flat,16.0,2877.93
93,2025-02-01 11:52:28.455679,298,47,Flat,16.0,2746.21
93,2025-03-01 11:52:28.455679,206,47,Flat,16.0,2773.24
93,2025-04-01 11:52:28.455679,288,47,Flat,16.0,3376.47
94,2024-05-01 11:52:28.455679,348,25,Flat,17.0,2464.36
94,2024-06-01 11:52:28.455679,239,25,Flat,17.0,2227.15
94,2024-07-01 11:52:28.455679,362,25,Flat,17.0,2146.11
94,2024-08-01 11:52:28.455679,258,25,Flat,17.0,2375.07
94,2024-09-01 11:52:28.455679,376,25,Flat,17.0,2460.7
94,2024-10-01 11:52:28.455679,284,25,Flat,17.0,2689.83
94,2024-11-01 11:52:28.455679,241,25,Flat,17.0,2670.47
94,2024-12-01 11:52:28.455679,207,25,Flat,17.0,2498.73
94,2025-01-01 11:52:28.455679,341,25,Flat,17.0,2409.17
94,2025-02-01 11:52:28.455679,204,25,Flat,17.0,2567.92
94,2025-03-01 11:52:28.455679,316,25,Flat,17.0,2150.25
94,2025-04-01 11:52:28.455679,320,25,Flat,17.0,2896.22
95,2024-05-01 11:52:28.455679,273,37,House,13.0,2870.82
95,2024-06-01 11:52:28.455679,317,37,House,13.0,2913.4
95,2024-07-01 11:52:28.455679,285,37,House,13.0,2525.17
95,2024-08-01 11:52:28.455679,310,37,House,13.0,2996.53
95,2024-09-01 11:52:28.455679,263,37,House,13.0,2648.0
95,2024-10-01 11:52:28.455679,260,37,House,13.0,2549.49
95,2024-11-01 11:52:28.455679,315,37,House,13.0,2732.17
95,2024-12-01 11:52:28.455679,333,37,House,13.0,2727.49
95,2025-01-01 11:52:28.455679,326,37,House,13.0,2524.29
95,2025-02-01 11:52:28.455679,257,37,House,13.0,2561.01
95,2025-03-01 11:52:28.455679,254,37,House,13.0,2545.35
95,2025-04-01 11:52:28.455679,302,37,House,13.0,2547.26
96,2024-05-01 11:52:28.455679,310,15,Flat,8.0,2222.38
96,2024-06-01 11:52:28.455679,335,15,Flat,8.0,2022.2
96,2024-07-01 11:52:28.455679,352,15,Flat,8.0,2161.73
96,2024-08-01 11:52:28.455679,336,15,Flat,8.0,2509.03
96,2024-09-01 11:52:28.455679,287,15,Flat,8.0,2464.66
96,2024-10-01 11:52:28.455679,422,15,Flat,8.0,2090.02
96,2024-11-01 11:52:28.455679,303,15,Flat,8.0,2491.64
96,2024-12-01 11:52:28.455679,373,15,Flat,8.0,1906.71
96,2025-01-01 11:52:28.455679,306,15,Flat,8.0,2785.83
96,2025-02-01 11:52:28.455679,274,15,Flat,8.0,2560.06
96,2025-03-01 11:52:28.455679,354,15,Flat,8.0,2188.05
96,2025-04-01 11:52:28.455679,300,15,Flat,8.0,2376.49
97,2024-05-01 11:52:28.455679,310,78,Flat,5.0,3279.82
97,2024-06-01 11:52:28.455679,295,78,Flat,5.0,3572.09
97,2024-07-01 11:52:28.455679,344,78,Flat,5.0,3523.27
97,2024-08-01 11:52:28.455679,286,78,Flat,5.0,3393.05
97,2024-09-01 11:52:28.455679,314,78,Flat,5.0,3466.29
97,2024-10-01 11:52:28.455679,405,78,Flat,5.0,3446.6
97,2024-11-01 11:52:28.455679,232,78,Flat,5.0,3333.65
97,2024-12-01 11:52:28.455679,300,78,Flat,5.0,3388.37
97,2025-01-01 11:52:28.455679,268,78,Flat,5.0,3271.63
97,2025-02-01 11:52:28.455679,293,78,Flat,5.0,3731.47
97,2025-03-01 11:52:28.455679,330,78,Flat,5.0,3373.58
97,2025-04-01 11:52:28.455679,254,78,Flat,5.0,3315.6
98,2024-05-01 11:52:28.455679,272,23,House,15.0,2628.3
98,2024-06-01 11:52:28.455679,343,23,House,15.0,2533.92
98,2024-07-01 11:52:28.455679,313,23,House,15.0,2620.9
98,2024-08-01 11:52:28.455679,419,23,House,15.0,2643.22
98,2024-09-01 11:52:28.455679,244,23,House,15.0,2847.49
98,2024-10-01 11:52:28.455679,350,23,House,15.0,2428.79
98,2024-11-01 11:52:28.455679,297,23,House,15.0,2168.48
98,2024-12-01 11:52:28.455679,270,23,House,15.0,2514.21
98,2025-01-01 11:52:28.455679,360,23,House,15.0,2326.2
98,2025-02-01 11:52:28.455679,378,23,House,15.0,2268.5
98,2025-03-01 11:52:28.455679,282,23,House,15.0,2479.99
98,2025-04-01 11:52:28.455679,296,23,House,15.0,2633.15
99,2024-05-01 11:52:28.455679,325,24,House,14.0,2312.8
99,2024-06-01 11:52:28.455679,319,24,House,14.0,2734.88
99,2024-07-01 11:52:28.455679,286,24,House,14.0,2282.08
99,2024-08-01 11:52:28.455679,285,24,House,14.0,2431.22
99,2024-09-01 11:52:28.455679,337,24,House,14.0,2557.26
99,2024-10-01 11:52:28.455679,269,24,House,14.0,2402.42
99,2024-11-01 11:52:28.455679,308,24,House,14.0,2124.8
99,2024-12-01 11:52:28.455679,303,24,House,14.0,2665.48
99,2025-01-01 11:52:28.455679,356,24,House,14.0,2355.31
99,2025-02-01 11:52:28.455679,289,24,House,14.0,2628.98
99,2025-03-01 11:52:28.455679,327,24,House,14.0,2227.17
99,2025-04-01 11:52:28.455679,243,24,House,14.0,2261.31
100,2024-05-01 11:52:28.455679,279,80,House,10.0,3772.49
100,2024-06-01 11:52:28.455679,336,80,House,10.0,3668.1
100,2024-07-01 11:52:28.455679,291,80,House,10.0,3512.28
100,2024-08-01 11:52:28.455679,269,80,House,10.0,3671.01
100,2024-09-01 11:52:28.455679,353,80,House,10.0,3409.19
100,2024-10-01 11:52:28.455679,408,80,House,10.0,3622.05
100,2024-11-01 11:52:28.455679,379,80,House,10.0,3625.71
100,2024-12-01 11:52:28.455679,298,80,House,10.0,3525.24
100,2025-01-01 11:52:28.455679,308,80,House,10.0,3432.94
100,2025-02-01 11:52:28.455679,285,80,House,10.0,3614.05
100,2025-03-01 11:52:28.455679,320,80,House,10.0,3589.0
100,2025-04-01 11:52:28.455679,272,80,House,10.0,3506.84
101,2024-05-01 11:52:28.455679,291,49,Flat,11.0,2773.24
101,2024-06-01 11:52:28.455679,318,49,Flat,11.0,2982.5
101,2024-07-01 11:52:28.455679,225,49,Flat,11.0,2887.34
101,2024-08-01 11:52:28.455679,357,49,Flat,11.0,2773.07
101,2024-09-01 11:52:28.455679,284,49,Flat,11.0,2988.71
101,2024-10-01 11:52:28.455679,244,49,Flat,11.0,3301.66
101,2024-11-01 11:52:28.455679,382,49,Flat,11.0,2906.63
101,2024-12-01 11:52:28.455679,262,49,Flat,11.0,3279.56
101,2025-01-01 11:52:28.455679,356,49,Flat,11.0,3402.87
101,2025-02-01 11:52:28.455679,252,49,Flat,11.0,2789.32
101,2025-03-01 11:52:28.455679,202,49,Flat,11.0,2981.81
101,2025-04-01 11:52:28.455679,312,49,Flat,11.0,3400.75
102,2024-05-01 11:52:28.455679,314,25,Flat,17.0,2475.78
102,2024-06-01 11:52:28.455679,401,25,Flat,17.0,2507.36
102,2024-07-01 11:52:28.455679,293,25,Flat,17.0,2166.0
102,2024-08-01 11:52:28.455679,305,25,Flat,17.0,2393.67
102,2024-09-01 11:52:28.455679,336,25,Flat,17.0,2611.12
102,2024-10-01 11:52:28.455679,285,25,Flat,17.0,2985.86
102,2024-11-01 11:52:28.455679,294,25,Flat,17.0,2460.8
102,2024-12-01 11:52:28.455679,322,25,Flat,17.0,2167.47
102,2025-01-01 11:52:28.455679,281,25,Flat,17.0,2218.95
102,2025-02-01 11:52:28.455679,358,25,Flat,17.0,2492.84
102,2025-03-01 11:52:28.455679,324,25,Flat,17.0,2735.44
102,2025-04-01 11:52:28.455679,365,25,Flat,17.0,2627.47
103,2024-05-01 11:52:28.455679,269,23,House,15.0,2552.05
103,2024-06-01 11:52:28.455679,309,23,House,15.0,2721.83
103,2024-07-01 11:52:28.455679,336,23,House,15.0,2315.95
103,2024-08-01 11:52:28.455679,313,23,House,15.0,2463.82
103,2024-09-01 11:52:28.455679,270,23,House,15.0,2355.92
103,2024-10-01 11:52:28.455679,302,23,House,15.0,2405.71
103,2024-11-01 11:52:28.455679,277,23,House,15.0,2258.75
103,2024-12-01 11:52:28.455679,339,23,House,15.0,2391.2
103,2025-01-01 11:52:28.455679,246,23,House,15.0,2454.46
103,2025-02-01 11:52:28.455679,390,23,House,15.0,2385.71
103,2025-03-01 11:52:28.455679,335,23,House,15.0,2427.79
103,2025-04-01 11:52:28.455679,249,23,House,15.0,2541.01
104,2024-05-01 11:52:28.455679,366,51,Flat,4.0,3267.74
104,2024-06-01 11:52:28.455679,387,51,Flat,4.0,3282.23
104,2024-07-01 11:52:28.455679,322,51,Flat,4.0,3172.28
104,2024-08-01 11:52:28.455679,382,51,Flat,4.0,2768.0
104,2024-09-01 11:52:28.455679,323,51,Flat,4.0,2947.92
104,2024-10-01 11:52:28.455679,280,51,Flat,4.0,2965.14
104,2024-11-01 11:52:28.455679,326,51,Flat,4.0,2888.57
104,2024-12-01 11:52:28.455679,312,51,Flat,4.0,3088.47
104,2025-01-01 11:52:28.455679,267,51,Flat,4.0,2701.13
104,2025-02-01 11:52:28.455679,323,51,Flat,4.0,3358.71
104,2025-03-01 11:52:28.455679,276,51,Flat,4.0,3259.04
104,2025-04-01 11:52:28.455679,300,51,Flat,4.0,3115.64
105,2024-05-01 11:52:28.455679,274,78,Flat,5.0,3547.58
105,2024-06-01 11:52:28.455679,363,78,Flat,5.0,3805.77
105,2024-07-01 11:52:28.455679,234,78,Flat,5.0,3697.88
105,2024-08-01 11:52:28.455679,288,78,Flat,5.0,3781.33
105,2024-09-01 11:52:28.455679,265,78,Flat,5.0,3548.19
105,2024-10-01 11:52:28.455679,323,78,Flat,5.0,3917.86
105,2024-11-01 11:52:28.455679,339,78,Flat,5.0,3793.38
105,2024-12-01 11:52:28.455679,233,78,Flat,5.0,3661.91
105,2025-01-01 11:52:28.455679,280,78,Flat,5.0,3811.19
105,2025-02-01 11:52:28.455679,359,78,Flat,5.0,3476.17
105,2025-03-01 11:52:28.455679,303,78,Flat,5.0,3326.5
105,2025-04-01 11:52:28.455679,283,78,Flat,5.0,3624.31
106,2024-05-01 11:52:28.455679,284,80,House,10.0,3588.58
106,2024-06-01 11:52:28.455679,239,80,House,10.0,3560.46
106,2024-07-01 11:52:28.455679,258,80,House,10.0,3843.26
106,2024-08-01 11:52:28.455679,206,80,House,10.0,3633.43
106,2024-09-01 11:52:28.455679,292,80,House,10.0,3652.71
106,2024-10-01 11:52:28.455679,345,80,House,10.0,3534.59
106,2024-11-01 11:52:28.455679,315,80,House,10.0,3776.22
106,2024-12-01 11:52:28.455679,310,80,House,10.0,3740.38
106,2025-01-01 11:52:28.455679,223,80,House,10.0,3774.73
106,2025-02-01 11:52:28.455679,272,80,House,10.0,3500.55
106,2025-03-01 11:52:28.455679,202,80,House,10.0,3860.82
106,2025-04-01 11:52:28.455679,339,80,House,10.0,3967.75
107,2024-05-01 11:52:28.455679,263,47,Flat,16.0,3108.41
107,2024-06-01 11:52:28.455679,262,47,Flat,16.0,2778.14
107,2024-07-01 11:52:28.455679,178,47,Flat,16.0,2779.56
107,2024-08-01 11:52:28.455679,289,47,Flat,16.0,2864.92
107,2024-09-01 11:52:28.455679,335,47,Flat,16.0,2827.12
107,2024-10-01 11:52:28.455679,252,47,Flat,16.0,2925.78
107,2024-11-01 11:52:28.455679,269,47,Flat,16.0,3066.49
107,2024-12-01 11:52:28.455679,338,47,Flat,16.0,2997.99
107,2025-01-01 11:52:28.455679,224,47,Flat,16.0,2980.46
107,2025-02-01 11:52:28.455679,229,47,Flat,16.0,2891.76
107,2025-03-01 11:52:28.455679,308,47,Flat,16.0,2925.23
107,2025-04-01 11:52:28.455679,254,47,Flat,16.0,3099.32
108,2024-05-01 11:52:28.455679,317,49,Flat,11.0,2577.61
108,2024-06-01 11:52:28.455679,358,49,Flat,11.0,2977.72
108,2024-07-01 11:52:28.455679,294,49,Flat,11.0,3037.6
108,2024-08-01 11:52:28.455679,301,49,Flat,11.0,3136.72
108,2024-09-01 11:52:28.455679,250,49,Flat,11.0,2777.99
108,2024-10-01 11:52:28.455679,289,49,Flat,11.0,2767.42
108,2024-11-01 11:52:28.455679,259,49,Flat,11.0,3096.79
108,2024-12-01 11:52:28.455679,250,49,Flat,11.0,2599.11
108,2025-01-01 11:52:28.455679,368,49,Flat,11.0,3246.44
108,2025-02-01 11:52:28.455679,334,49,Flat,11.0,3025.32
108,2025-03-01 11:52:28.455679,331,49,Flat,11.0,3291.74
108,2025-04-01 11:52:28.455679,308,49,Flat,11.0,2762.59
109,2024-05-01 11:52:28.455679,227,47,Flat,16.0,2852.73
109,2024-06-01 11:52:28.455679,275,47,Flat,16.0,2458.43
109,2024-07-01 11:52:28.455679,240,47,Flat,16.0,2780.86
109,2024-08-01 11:52:28.455679,381,47,Flat,16.0,2903.23
109,2024-09-01 11:52:28.455679,295,47,Flat,16.0,2547.46
109,2024-10-01 11:52:28.455679,275,47,Flat,16.0,2861.07
109,2024-11-01 11:52:28.455679,291,47,Flat,16.0,2542.53
109,2024-12-01 11:52:28.455679,211,47,Flat,16.0,2888.51
109,2025-01-01 11:52:28.455679,254,47,Flat,16.0,3169.42
109,2025-02-01 11:52:28.455679,295,47,Flat,16.0,2933.0
109,2025-03-01 11:52:28.455679,301,47,Flat,16.0,3271.64
109,2025-04-01 11:52:28.455679,329,47,Flat,16.0,3097.26
110,2024-05-01 11:52:28.455679,374,47,Flat,16.0,3209.63
110,2024-06-01 11:52:28.455679,360,47,Flat,16.0,2787.01
110,2024-07-01 11:52:28.455679,372,47,Flat,16.0,2782.17
110,2024-08-01 11:52:28.455679,314,47,Flat,16.0,3009.12
110,2024-09-01 11:52:28.455679,361,47,Flat,16.0,2624.46
110,2024-10-01 11:52:28.455679,286,47,Flat,16.0,3034.23
110,2024-11-01 11:52:28.455679,315,47,Flat,16.0,2875.22
110,2024-12-01 11:52:28.455679,322,47,Flat,16.0,3206.0
110,2025-01-01 11:52:28.455679,310,47,Flat,16.0,3075.9
110,2025-02-01 11:52:28.455679,191,47,Flat,16.0,3159.34
110,2025-03-01 11:52:28.455679,304,47,Flat,16.0,2789.16
110,2025-04-01 11:52:28.455679,264,47,Flat,16.0,3149.64
111,2024-05-01 11:52:28.455679,363,15,Flat,8.0,2588.94
111,2024-06-01 11:52:28.455679,275,15,Flat,8.0,2292.26
