payment_id,tenantid,propertyid,payment_date,amount_gbp,payment_method,propertytype,property_age_years,arrears_flag,arrears_amount,benefit_contribution,tenant_contribution
5575,84,173,2021-01-08,692,Housing Benefit,Flat,51,True,1456.32,0.39,0.61
5576,84,173,2021-02-01,505,Bank Transfer,Flat,51,True,1456.32,0.08,0.92
5577,84,173,2021-03-06,914,Housing Benefit,Flat,51,True,1456.32,0.39,0.61
5578,84,173,2021-04-04,1409,Cash,Flat,51,True,1456.32,0.59,0.41000000000000003
5579,84,173,2021-05-06,1028,Bank Transfer,Flat,51,True,1456.32,0.55,0.44999999999999996
5580,84,173,2021-06-07,946,Bank Transfer,Flat,51,True,1456.32,0.26,0.74
5581,84,173,2021-07-02,785,Bank Transfer,Flat,51,True,1456.32,0.02,0.98
5582,84,173,2021-08-08,540,Direct Debit,Flat,51,True,1456.32,0.22,0.78
5583,84,173,2021-09-03,1152,Direct Debit,Flat,51,True,1456.32,0.5,0.5
5584,84,173,2021-10-08,962,Housing Benefit,Flat,51,True,1456.32,0.42,0.5800000000000001
5585,84,173,2021-11-10,579,Direct Debit,Flat,51,True,1456.32,0.28,0.72
5586,84,173,2021-12-03,798,Bank Transfer,Flat,51,True,1456.32,0.03,0.97
5587,84,173,2022-01-08,909,Direct Debit,Flat,51,True,1456.32,0.26,0.74
5588,84,173,2022-02-06,556,Direct Debit,Flat,51,True,1456.32,0.28,0.72
5589,84,173,2022-03-10,1477,Bank Transfer,Flat,51,True,1456.32,0.56,0.43999999999999995
5590,84,173,2022-04-03,1127,Direct Debit,Flat,51,True,1456.32,0.38,0.62
5591,84,173,2022-05-04,830,Direct Debit,Flat,51,True,1456.32,0.19,0.81
5592,84,173,2022-06-04,995,Direct Debit,Flat,51,True,1456.32,0.32,0.6799999999999999
5593,84,173,2022-07-02,1183,Bank Transfer,Flat,51,True,1456.32,0.04,0.96
5594,84,173,2022-08-04,765,Housing Benefit,Flat,51,True,1456.32,0.58,0.42000000000000004
5595,84,173,2022-09-08,861,Cash,Flat,51,True,1456.32,0.22,0.78
5596,84,173,2022-10-10,597,Direct Debit,Flat,51,True,1456.32,0.29,0.71
5597,84,173,2022-11-08,1224,Bank Transfer,Flat,51,True,1456.32,0.21,0.79
5598,84,173,2022-12-05,1393,Direct Debit,Flat,51,True,1456.32,0.41,0.5900000000000001
5599,84,173,2023-01-03,1463,Direct Debit,Flat,51,True,1456.32,0.4,0.6
5600,84,173,2023-02-10,1112,Direct Debit,Flat,51,True,1456.32,0.43,0.5700000000000001
5601,84,173,2023-03-09,639,Direct Debit,Flat,51,True,1456.32,0.16,0.84
5602,84,173,2023-04-02,1027,Direct Debit,Flat,51,True,1456.32,0.19,0.81
5603,84,173,2023-05-05,703,Direct Debit,Flat,51,True,1456.32,0.08,0.92
5604,84,173,2023-06-07,1215,Direct Debit,Flat,51,True,1456.32,0.39,0.61
5605,84,173,2023-07-08,881,Bank Transfer,Flat,51,True,1456.32,0.02,0.98
5606,84,173,2023-08-07,1036,Direct Debit,Flat,51,True,1456.32,0.36,0.64
5607,84,173,2023-09-03,847,Cash,Flat,51,True,1456.32,0.52,0.48
5608,84,173,2023-10-08,991,Bank Transfer,Flat,51,True,1456.32,0.53,0.47
5609,84,173,2023-11-02,938,Direct Debit,Flat,51,True,1456.32,0.27,0.73
5610,84,173,2023-12-09,779,Housing Benefit,Flat,51,True,1456.32,0.28,0.72
5611,84,173,2024-01-08,638,Housing Benefit,Flat,51,True,1456.32,0.05,0.95
5612,84,173,2024-02-02,537,Bank Transfer,Flat,51,True,1456.32,0.4,0.6
5613,84,173,2024-03-03,1330,Bank Transfer,Flat,51,True,1456.32,0.49,0.51
5614,84,173,2024-04-02,1317,Housing Benefit,Flat,51,True,1456.32,0.15,0.85
5615,84,173,2024-05-09,1245,Direct Debit,Flat,51,True,1456.32,0.25,0.75
5616,84,173,2024-06-03,597,Direct Debit,Flat,51,True,1456.32,0.5,0.5
5617,84,173,2024-07-07,609,Bank Transfer,Flat,51,True,1456.32,0.53,0.47
5618,84,173,2024-08-09,843,Housing Benefit,Flat,51,True,1456.32,0.15,0.85
5619,84,173,2024-09-04,638,Bank Transfer,Flat,51,True,1456.32,0.33,0.6699999999999999
5620,84,173,2024-10-06,609,Housing Benefit,Flat,51,True,1456.32,0.12,0.88
5621,84,173,2024-11-01,558,Direct Debit,Flat,51,True,1456.32,0.06,0.94
5622,84,173,2024-12-06,1425,Cash,Flat,51,True,1456.32,0.55,0.44999999999999996
5623,84,173,2025-01-01,876,Bank Transfer,Flat,51,True,1456.32,0.49,0.51
5624,84,173,2025-02-03,507,Direct Debit,Flat,51,True,1456.32,0.46,0.54
5625,84,173,2025-03-07,1207,Direct Debit,Flat,51,True,1456.32,0.03,0.97
5626,84,173,2025-04-05,830,Housing Benefit,Flat,51,True,1456.32,0.51,0.49
5627,85,322,2020-08-03,643,Bank Transfer,Flat,47,False,0.0,0.35,0.65
5628,85,322,2020-09-07,1094,Direct Debit,Flat,47,False,0.0,0.27,0.73
5629,85,322,2020-10-08,1232,Direct Debit,Flat,47,False,0.0,0.44,0.56
5630,85,322,2020-11-07,1280,Housing Benefit,Flat,47,False,0.0,0.07,0.9299999999999999
5631,85,322,2020-12-04,968,Direct Debit,Flat,47,False,0.0,0.61,0.39
5632,85,322,2021-01-02,1343,Direct Debit,Flat,47,False,0.0,0.47,0.53
5633,85,322,2021-02-10,1454,Housing Benefit,Flat,47,False,0.0,0.15,0.85
5634,85,322,2021-03-02,1209,Bank Transfer,Flat,47,False,0.0,0.15,0.85
5635,85,322,2021-04-01,882,Housing Benefit,Flat,47,False,0.0,0.15,0.85
5636,85,322,2021-05-06,874,Housing Benefit,Flat,47,False,0.0,0.05,0.95
5637,85,322,2021-06-10,1304,Housing Benefit,Flat,47,False,0.0,0.47,0.53
5638,85,322,2021-07-03,1008,Housing Benefit,Flat,47,False,0.0,0.67,0.32999999999999996
5639,85,322,2021-08-06,1341,Direct Debit,Flat,47,False,0.0,0.01,0.99
5640,85,322,2021-09-05,603,Direct Debit,Flat,47,False,0.0,0.04,0.96
5641,85,322,2021-10-02,828,Direct Debit,Flat,47,False,0.0,0.46,0.54
5642,85,322,2021-11-09,1291,Bank Transfer,Flat,47,False,0.0,0.66,0.33999999999999997
5643,85,322,2021-12-08,734,Bank Transfer,Flat,47,False,0.0,0.26,0.74
5644,85,322,2022-01-03,1342,Housing Benefit,Flat,47,False,0.0,0.28,0.72
5645,85,322,2022-02-02,829,Bank Transfer,Flat,47,False,0.0,0.48,0.52
5646,85,322,2022-03-02,1478,Bank Transfer,Flat,47,False,0.0,0.22,0.78
5647,85,322,2022-04-09,1058,Bank Transfer,Flat,47,False,0.0,0.02,0.98
5648,85,322,2022-05-10,636,Direct Debit,Flat,47,False,0.0,0.59,0.41000000000000003
5649,85,322,2022-06-05,1250,Housing Benefit,Flat,47,False,0.0,0.5,0.5
5650,85,322,2022-07-03,802,Housing Benefit,Flat,47,False,0.0,0.46,0.54
5651,85,322,2022-08-03,1053,Housing Benefit,Flat,47,False,0.0,0.59,0.41000000000000003
5652,85,322,2022-09-10,539,Direct Debit,Flat,47,False,0.0,0.54,0.45999999999999996
5653,85,322,2022-10-06,1302,Housing Benefit,Flat,47,False,0.0,0.16,0.84
5654,85,322,2022-11-05,1048,Direct Debit,Flat,47,False,0.0,0.28,0.72
5655,85,322,2022-12-03,742,Bank Transfer,Flat,47,False,0.0,0.1,0.9
5656,85,322,2023-01-02,1339,Bank Transfer,Flat,47,False,0.0,0.1,0.9
5657,85,322,2023-02-01,1300,Direct Debit,Flat,47,False,0.0,0.54,0.45999999999999996
5658,85,322,2023-03-04,1295,Direct Debit,Flat,47,False,0.0,0.69,0.31000000000000005
5659,85,322,2023-04-05,986,Housing Benefit,Flat,47,False,0.0,0.77,0.22999999999999998
5660,85,322,2023-05-10,512,Housing Benefit,Flat,47,False,0.0,0.5,0.5
5661,85,322,2023-06-05,870,Housing Benefit,Flat,47,False,0.0,0.15,0.85
5662,85,322,2023-07-01,1257,Bank Transfer,Flat,47,False,0.0,0.08,0.92
5663,85,322,2023-08-04,831,Bank Transfer,Flat,47,False,0.0,0.65,0.35
5664,85,322,2023-09-04,1026,Direct Debit,Flat,47,False,0.0,0.46,0.54
5665,85,322,2023-10-04,501,Housing Benefit,Flat,47,False,0.0,0.49,0.51
5666,85,322,2023-11-02,512,Bank Transfer,Flat,47,False,0.0,0.63,0.37
5667,85,322,2023-12-02,893,Bank Transfer,Flat,47,False,0.0,0.56,0.43999999999999995
5668,85,322,2024-01-01,587,Direct Debit,Flat,47,False,0.0,0.67,0.32999999999999996
5669,85,322,2024-02-09,700,Direct Debit,Flat,47,False,0.0,0.04,0.96
5670,85,322,2024-03-07,587,Direct Debit,Flat,47,False,0.0,0.6,0.4
5671,85,322,2024-04-09,549,Bank Transfer,Flat,47,False,0.0,0.68,0.31999999999999995
5672,85,322,2024-05-04,1396,Direct Debit,Flat,47,False,0.0,0.23,0.77
5673,85,322,2024-06-10,1416,Direct Debit,Flat,47,False,0.0,0.51,0.49
5674,85,322,2024-07-04,1140,Direct Debit,Flat,47,False,0.0,0.25,0.75
5675,85,322,2024-08-03,1358,Direct Debit,Flat,47,False,0.0,0.77,0.22999999999999998
5676,85,322,2024-09-09,1146,Housing Benefit,Flat,47,False,0.0,0.03,0.97
5677,85,322,2024-10-08,712,Housing Benefit,Flat,47,False,0.0,0.46,0.54
5678,85,322,2024-11-07,1448,Housing Benefit,Flat,47,False,0.0,0.13,0.87
5679,85,322,2024-12-09,1326,Direct Debit,Flat,47,False,0.0,0.57,0.43000000000000005
5680,85,322,2025-01-01,870,Direct Debit,Flat,47,False,0.0,0.14,0.86
5681,85,322,2025-02-02,574,Bank Transfer,Flat,47,False,0.0,0.19,0.81
5682,85,322,2025-03-09,1257,Direct Debit,Flat,47,False,0.0,0.4,0.6
5683,85,322,2025-04-08,994,Bank Transfer,Flat,47,False,0.0,0.73,0.27
5684,86,91,2024-01-07,993,Direct Debit,Flat,80,False,0.0,0.17,0.83
5685,86,91,2024-02-02,1099,Direct Debit,Flat,80,False,0.0,0.12,0.88
5686,86,91,2024-03-10,707,Direct Debit,Flat,80,False,0.0,0.61,0.39
5687,86,91,2024-04-06,1475,Bank Transfer,Flat,80,False,0.0,0.4,0.6
5688,86,91,2024-05-02,878,Direct Debit,Flat,80,False,0.0,0.73,0.27
5689,86,91,2024-06-09,1386,Housing Benefit,Flat,80,False,0.0,0.12,0.88
5690,86,91,2024-07-03,967,Housing Benefit,Flat,80,False,0.0,0.52,0.48
5691,86,91,2024-08-09,955,Direct Debit,Flat,80,False,0.0,0.19,0.81
5692,86,91,2024-09-04,852,Direct Debit,Flat,80,False,0.0,0.13,0.87
5693,86,91,2024-10-01,1465,Bank Transfer,Flat,80,False,0.0,0.55,0.44999999999999996
5694,86,91,2024-11-02,1366,Direct Debit,Flat,80,False,0.0,0.47,0.53
5695,86,91,2024-12-03,806,Housing Benefit,Flat,80,False,0.0,0.6,0.4
5696,86,91,2025-01-05,1340,Cash,Flat,80,False,0.0,0.25,0.75
5697,86,91,2025-02-01,633,Direct Debit,Flat,80,False,0.0,0.36,0.64
5698,86,91,2025-03-02,1137,Direct Debit,Flat,80,False,0.0,0.32,0.6799999999999999
5699,86,91,2025-04-01,758,Direct Debit,Flat,80,False,0.0,0.79,0.20999999999999996
5700,87,181,2017-09-10,526,Direct Debit,Block of Flats,80,False,0.0,0.23,0.77
5701,87,181,2017-10-09,882,Direct Debit,Block of Flats,80,False,0.0,0.24,0.76
5702,87,181,2017-11-09,892,Housing Benefit,Block of Flats,80,False,0.0,0.28,0.72
5703,87,181,2017-12-05,981,Housing Benefit,Block of Flats,80,False,0.0,0.45,0.55
5704,87,181,2018-01-09,636,Housing Benefit,Block of Flats,80,False,0.0,0.2,0.8
5705,87,181,2018-02-04,974,Bank Transfer,Block of Flats,80,False,0.0,0.73,0.27
5706,87,181,2018-03-04,697,Direct Debit,Block of Flats,80,False,0.0,0.21,0.79
5707,87,181,2018-04-06,1249,Direct Debit,Block of Flats,80,False,0.0,0.72,0.28
5708,87,181,2018-05-10,1477,Direct Debit,Block of Flats,80,False,0.0,0.08,0.92
5709,87,181,2018-06-06,1061,Direct Debit,Block of Flats,80,False,0.0,0.53,0.47
5710,87,181,2018-07-01,1147,Direct Debit,Block of Flats,80,False,0.0,0.73,0.27
5711,87,181,2018-08-01,879,Direct Debit,Block of Flats,80,False,0.0,0.13,0.87
5712,87,181,2018-09-06,754,Bank Transfer,Block of Flats,80,False,0.0,0.77,0.22999999999999998
5713,87,181,2018-10-10,665,Cash,Block of Flats,80,False,0.0,0.36,0.64
5714,87,181,2018-11-09,1201,Direct Debit,Block of Flats,80,False,0.0,0.76,0.24
5715,87,181,2018-12-09,502,Bank Transfer,Block of Flats,80,False,0.0,0.54,0.45999999999999996
5716,87,181,2019-01-09,1051,Bank Transfer,Block of Flats,80,False,0.0,0.24,0.76
5717,87,181,2019-02-05,930,Direct Debit,Block of Flats,80,False,0.0,0.15,0.85
5718,87,181,2019-03-06,843,Direct Debit,Block of Flats,80,False,0.0,0.24,0.76
5719,87,181,2019-04-05,825,Cash,Block of Flats,80,False,0.0,0.07,0.9299999999999999
5720,87,181,2019-05-05,1457,Housing Benefit,Block of Flats,80,False,0.0,0.12,0.88
5721,87,181,2019-06-05,1292,Cash,Block of Flats,80,False,0.0,0.08,0.92
5722,87,181,2019-07-09,1427,Direct Debit,Block of Flats,80,False,0.0,0.34,0.6599999999999999
5723,87,181,2019-08-01,1430,Direct Debit,Block of Flats,80,False,0.0,0.64,0.36
5724,87,181,2019-09-03,1491,Direct Debit,Block of Flats,80,False,0.0,0.11,0.89
5725,87,181,2019-10-01,1005,Cash,Block of Flats,80,False,0.0,0.1,0.9
5726,87,181,2019-11-08,942,Direct Debit,Block of Flats,80,False,0.0,0.51,0.49
5727,87,181,2019-12-05,1107,Direct Debit,Block of Flats,80,False,0.0,0.16,0.84
5728,87,181,2020-01-10,588,Housing Benefit,Block of Flats,80,False,0.0,0.08,0.92
5729,87,181,2020-02-03,588,Direct Debit,Block of Flats,80,False,0.0,0.13,0.87
5730,87,181,2020-03-10,1373,Direct Debit,Block of Flats,80,False,0.0,0.74,0.26
5731,87,181,2020-04-10,794,Housing Benefit,Block of Flats,80,False,0.0,0.66,0.33999999999999997
5732,87,181,2020-05-05,606,Direct Debit,Block of Flats,80,False,0.0,0.28,0.72
5733,87,181,2020-06-04,1355,Direct Debit,Block of Flats,80,False,0.0,0.52,0.48
5734,87,181,2020-07-10,1001,Direct Debit,Block of Flats,80,False,0.0,0.43,0.5700000000000001
5735,87,181,2020-08-06,721,Housing Benefit,Block of Flats,80,False,0.0,0.54,0.45999999999999996
5736,87,181,2020-09-02,1420,Direct Debit,Block of Flats,80,False,0.0,0.55,0.44999999999999996
5737,87,181,2020-10-10,682,Direct Debit,Block of Flats,80,False,0.0,0.5,0.5
5738,87,181,2020-11-04,613,Housing Benefit,Block of Flats,80,False,0.0,0.21,0.79
5739,87,181,2020-12-06,1071,Direct Debit,Block of Flats,80,False,0.0,0.03,0.97
5740,87,181,2021-01-01,719,Direct Debit,Block of Flats,80,False,0.0,0.36,0.64
5741,87,181,2021-02-02,791,Housing Benefit,Block of Flats,80,False,0.0,0.71,0.29000000000000004
5742,87,181,2021-03-06,1274,Direct Debit,Block of Flats,80,False,0.0,0.46,0.54
5743,87,181,2021-04-02,1078,Direct Debit,Block of Flats,80,False,0.0,0.67,0.32999999999999996
5744,87,181,2021-05-06,1036,Housing Benefit,Block of Flats,80,False,0.0,0.79,0.20999999999999996
5745,87,181,2021-06-07,592,Housing Benefit,Block of Flats,80,False,0.0,0.13,0.87
5746,87,181,2021-07-06,1471,Housing Benefit,Block of Flats,80,False,0.0,0.55,0.44999999999999996
5747,87,181,2021-08-07,1156,Direct Debit,Block of Flats,80,False,0.0,0.54,0.45999999999999996
5748,87,181,2021-09-02,1367,Direct Debit,Block of Flats,80,False,0.0,0.78,0.21999999999999997
5749,87,181,2021-10-07,1441,Bank Transfer,Block of Flats,80,False,0.0,0.79,0.20999999999999996
5750,87,181,2021-11-02,624,Direct Debit,Block of Flats,80,False,0.0,0.55,0.44999999999999996
5751,87,181,2021-12-06,1247,Direct Debit,Block of Flats,80,False,0.0,0.19,0.81
5752,87,181,2022-01-08,1445,Housing Benefit,Block of Flats,80,False,0.0,0.64,0.36
5753,87,181,2022-02-05,747,Direct Debit,Block of Flats,80,False,0.0,0.09,0.91
5754,87,181,2022-03-10,1013,Housing Benefit,Block of Flats,80,False,0.0,0.62,0.38
5755,87,181,2022-04-04,715,Direct Debit,Block of Flats,80,False,0.0,0.73,0.27
5756,87,181,2022-05-05,503,Direct Debit,Block of Flats,80,False,0.0,0.31,0.69
5757,87,181,2022-06-08,1411,Bank Transfer,Block of Flats,80,False,0.0,0.5,0.5
5758,87,181,2022-07-05,822,Direct Debit,Block of Flats,80,False,0.0,0.34,0.6599999999999999
5759,87,181,2022-08-06,574,Housing Benefit,Block of Flats,80,False,0.0,0.35,0.65
5760,87,181,2022-09-09,1467,Direct Debit,Block of Flats,80,False,0.0,0.25,0.75
5761,87,181,2022-10-07,1459,Direct Debit,Block of Flats,80,False,0.0,0.61,0.39
5762,87,181,2022-11-10,1382,Direct Debit,Block of Flats,80,False,0.0,0.75,0.25
5763,87,181,2022-12-03,1086,Direct Debit,Block of Flats,80,False,0.0,0.75,0.25
5764,87,181,2023-01-04,1477,Cash,Block of Flats,80,False,0.0,0.14,0.86
5765,87,181,2023-02-07,1057,Bank Transfer,Block of Flats,80,False,0.0,0.7,0.30000000000000004
5766,87,181,2023-03-06,897,Housing Benefit,Block of Flats,80,False,0.0,0.59,0.41000000000000003
5767,87,181,2023-04-06,876,Bank Transfer,Block of Flats,80,False,0.0,0.2,0.8
5768,87,181,2023-05-03,661,Housing Benefit,Block of Flats,80,False,0.0,0.05,0.95
5769,87,181,2023-06-10,917,Direct Debit,Block of Flats,80,False,0.0,0.21,0.79
5770,87,181,2023-07-06,1038,Direct Debit,Block of Flats,80,False,0.0,0.73,0.27
5771,87,181,2023-08-05,501,Housing Benefit,Block of Flats,80,False,0.0,0.51,0.49
5772,87,181,2023-09-03,1012,Direct Debit,Block of Flats,80,False,0.0,0.58,0.42000000000000004
5773,87,181,2023-10-10,1478,Direct Debit,Block of Flats,80,False,0.0,0.21,0.79
5774,87,181,2023-11-01,1246,Bank Transfer,Block of Flats,80,False,0.0,0.58,0.42000000000000004
5775,87,181,2023-12-09,866,Direct Debit,Block of Flats,80,False,0.0,0.02,0.98
5776,87,181,2024-01-04,1075,Direct Debit,Block of Flats,80,False,0.0,0.3,0.7
5777,87,181,2024-02-07,1028,Direct Debit,Block of Flats,80,False,0.0,0.5,0.5
5778,87,181,2024-03-01,850,Housing Benefit,Block of Flats,80,False,0.0,0.12,0.88
5779,87,181,2024-04-06,802,Direct Debit,Block of Flats,80,False,0.0,0.66,0.33999999999999997
5780,87,181,2024-05-09,700,Housing Benefit,Block of Flats,80,False,0.0,0.19,0.81
5781,87,181,2024-06-09,1498,Direct Debit,Block of Flats,80,False,0.0,0.52,0.48
5782,87,181,2024-07-10,1382,Housing Benefit,Block of Flats,80,False,0.0,0.32,0.6799999999999999
5783,87,181,2024-08-01,1044,Direct Debit,Block of Flats,80,False,0.0,0.48,0.52
5784,87,181,2024-09-02,769,Cash,Block of Flats,80,False,0.0,0.09,0.91
5785,87,181,2024-10-06,715,Direct Debit,Block of Flats,80,False,0.0,0.01,0.99
5786,87,181,2024-11-08,859,Housing Benefit,Block of Flats,80,False,0.0,0.73,0.27
5787,87,181,2024-12-03,1151,Housing Benefit,Block of Flats,80,False,0.0,0.22,0.78
5788,87,181,2025-01-05,921,Direct Debit,Block of Flats,80,False,0.0,0.66,0.33999999999999997
5789,87,181,2025-02-06,1288,Direct Debit,Block of Flats,80,False,0.0,0.8,0.19999999999999996
5790,87,181,2025-03-03,673,Housing Benefit,Block of Flats,80,False,0.0,0.17,0.83
5791,87,181,2025-04-04,1284,Housing Benefit,Block of Flats,80,False,0.0,0.21,0.79
5792,88,415,2022-08-05,1416,Direct Debit,Flat,29,False,0.0,0.53,0.47
5793,88,415,2022-09-01,686,Direct Debit,Flat,29,False,0.0,0.77,0.22999999999999998
5794,88,415,2022-10-01,793,Direct Debit,Flat,29,False,0.0,0.73,0.27
5795,88,415,2022-11-02,943,Direct Debit,Flat,29,False,0.0,0.4,0.6
5796,88,415,2022-12-05,737,Direct Debit,Flat,29,False,0.0,0.64,0.36
5797,88,415,2023-01-05,1114,Bank Transfer,Flat,29,False,0.0,0.11,0.89
5798,88,415,2023-02-06,1077,Direct Debit,Flat,29,False,0.0,0.78,0.21999999999999997
5799,88,415,2023-03-02,998,Direct Debit,Flat,29,False,0.0,0.77,0.22999999999999998
5800,88,415,2023-04-01,899,Housing Benefit,Flat,29,False,0.0,0.13,0.87
5801,88,415,2023-05-09,550,Bank Transfer,Flat,29,False,0.0,0.24,0.76
5802,88,415,2023-06-01,1203,Direct Debit,Flat,29,False,0.0,0.08,0.92
5803,88,415,2023-07-09,1006,Direct Debit,Flat,29,False,0.0,0.22,0.78
5804,88,415,2023-08-05,885,Direct Debit,Flat,29,False,0.0,0.65,0.35
5805,88,415,2023-09-07,1388,Direct Debit,Flat,29,False,0.0,0.3,0.7
5806,88,415,2023-10-04,508,Direct Debit,Flat,29,False,0.0,0.07,0.9299999999999999
5807,88,415,2023-11-08,689,Direct Debit,Flat,29,False,0.0,0.27,0.73
5808,88,415,2023-12-05,775,Direct Debit,Flat,29,False,0.0,0.79,0.20999999999999996
5809,88,415,2024-01-01,1037,Bank Transfer,Flat,29,False,0.0,0.5,0.5
5810,88,415,2024-02-06,1390,Direct Debit,Flat,29,False,0.0,0.33,0.6699999999999999
5811,88,415,2024-03-04,521,Direct Debit,Flat,29,False,0.0,0.13,0.87
5812,88,415,2024-04-08,1151,Cash,Flat,29,False,0.0,0.79,0.20999999999999996
5813,88,415,2024-05-07,593,Housing Benefit,Flat,29,False,0.0,0.66,0.33999999999999997
5814,88,415,2024-06-04,1437,Direct Debit,Flat,29,False,0.0,0.23,0.77
5815,88,415,2024-07-09,866,Direct Debit,Flat,29,False,0.0,0.06,0.94
5816,88,415,2024-08-07,1021,Cash,Flat,29,False,0.0,0.05,0.95
5817,88,415,2024-09-07,656,Direct Debit,Flat,29,False,0.0,0.1,0.9
5818,88,415,2024-10-03,1315,Housing Benefit,Flat,29,False,0.0,0.46,0.54
5819,88,415,2024-11-10,862,Bank Transfer,Flat,29,False,0.0,0.74,0.26
5820,88,415,2024-12-01,1042,Direct Debit,Flat,29,False,0.0,0.4,0.6
5821,88,415,2025-01-09,886,Housing Benefit,Flat,29,False,0.0,0.67,0.32999999999999996
5822,88,415,2025-02-09,767,Cash,Flat,29,False,0.0,0.36,0.64
5823,88,415,2025-03-05,1038,Housing Benefit,Flat,29,False,0.0,0.57,0.43000000000000005
5824,88,415,2025-04-10,1396,Direct Debit,Flat,29,False,0.0,0.59,0.41000000000000003
5825,89,313,2023-01-06,940,Bank Transfer,Flat,74,False,0.0,0.14,0.86
5826,89,313,2023-02-09,1068,Housing Benefit,Flat,74,False,0.0,0.29,0.71
5827,89,313,2023-03-01,1248,Housing Benefit,Flat,74,False,0.0,0.51,0.49
5828,89,313,2023-04-04,663,Housing Benefit,Flat,74,False,0.0,0.06,0.94
5829,89,313,2023-05-02,1100,Direct Debit,Flat,74,False,0.0,0.29,0.71
5830,89,313,2023-06-02,1111,Direct Debit,Flat,74,False,0.0,0.43,0.5700000000000001
5831,89,313,2023-07-06,1499,Direct Debit,Flat,74,False,0.0,0.8,0.19999999999999996
5832,89,313,2023-08-02,1488,Direct Debit,Flat,74,False,0.0,0.38,0.62
5833,89,313,2023-09-07,962,Direct Debit,Flat,74,False,0.0,0.65,0.35
5834,89,313,2023-10-05,1354,Direct Debit,Flat,74,False,0.0,0.35,0.65
5835,89,313,2023-11-03,1383,Direct Debit,Flat,74,False,0.0,0.64,0.36
5836,89,313,2023-12-06,667,Bank Transfer,Flat,74,False,0.0,0.48,0.52
5837,89,313,2024-01-04,671,Bank Transfer,Flat,74,False,0.0,0.71,0.29000000000000004
5838,89,313,2024-02-04,697,Housing Benefit,Flat,74,False,0.0,0.33,0.6699999999999999
5839,89,313,2024-03-05,1149,Direct Debit,Flat,74,False,0.0,0.48,0.52
5840,89,313,2024-04-01,1022,Direct Debit,Flat,74,False,0.0,0.5,0.5
5841,89,313,2024-05-02,1127,Direct Debit,Flat,74,False,0.0,0.33,0.6699999999999999
5842,89,313,2024-06-04,1493,Housing Benefit,Flat,74,False,0.0,0.12,0.88
5843,89,313,2024-07-04,1032,Bank Transfer,Flat,74,False,0.0,0.07,0.9299999999999999
5844,89,313,2024-08-01,1270,Direct Debit,Flat,74,False,0.0,0.01,0.99
5845,89,313,2024-09-07,1218,Housing Benefit,Flat,74,False,0.0,0.7,0.30000000000000004
5846,89,313,2024-10-06,652,Housing Benefit,Flat,74,False,0.0,0.19,0.81
5847,89,313,2024-11-01,1017,Housing Benefit,Flat,74,False,0.0,0.17,0.83
5848,89,313,2024-12-06,1117,Direct Debit,Flat,74,False,0.0,0.59,0.41000000000000003
5849,89,313,2025-01-09,959,Housing Benefit,Flat,74,False,0.0,0.26,0.74
5850,89,313,2025-02-07,1461,Housing Benefit,Flat,74,False,0.0,0.4,0.6
5851,89,313,2025-03-04,1329,Direct Debit,Flat,74,False,0.0,0.13,0.87
5852,89,313,2025-04-01,911,Direct Debit,Flat,74,False,0.0,0.77,0.22999999999999998
5853,90,279,2020-02-07,742,Direct Debit,Block of Flats,47,False,0.0,0.68,0.31999999999999995
5854,90,279,2020-03-07,767,Direct Debit,Block of Flats,47,False,0.0,0.69,0.31000000000000005
5855,90,279,2020-04-01,1220,Direct Debit,Block of Flats,47,False,0.0,0.33,0.6699999999999999
5856,90,279,2020-05-05,701,Direct Debit,Block of Flats,47,False,0.0,0.61,0.39
5857,90,279,2020-06-05,546,Direct Debit,Block of Flats,47,False,0.0,0.12,0.88
5858,90,279,2020-07-04,612,Direct Debit,Block of Flats,47,False,0.0,0.01,0.99
5859,90,279,2020-08-08,1140,Direct Debit,Block of Flats,47,False,0.0,0.02,0.98
5860,90,279,2020-09-07,911,Housing Benefit,Block of Flats,47,False,0.0,0.47,0.53
5861,90,279,2020-10-01,989,Bank Transfer,Block of Flats,47,False,0.0,0.36,0.64
5862,90,279,2020-11-09,1452,Direct Debit,Block of Flats,47,False,0.0,0.41,0.5900000000000001
5863,90,279,2020-12-10,1438,Direct Debit,Block of Flats,47,False,0.0,0.01,0.99
5864,90,279,2021-01-01,938,Bank Transfer,Block of Flats,47,False,0.0,0.34,0.6599999999999999
5865,90,279,2021-02-06,1453,Housing Benefit,Block of Flats,47,False,0.0,0.57,0.43000000000000005
5866,90,279,2021-03-06,766,Direct Debit,Block of Flats,47,False,0.0,0.35,0.65
5867,90,279,2021-04-09,1083,Housing Benefit,Block of Flats,47,False,0.0,0.59,0.41000000000000003
5868,90,279,2021-05-01,577,Direct Debit,Block of Flats,47,False,0.0,0.19,0.81
5869,90,279,2021-06-08,1378,Housing Benefit,Block of Flats,47,False,0.0,0.65,0.35
5870,90,279,2021-07-09,1028,Cash,Block of Flats,47,False,0.0,0.47,0.53
5871,90,279,2021-08-09,571,Direct Debit,Block of Flats,47,False,0.0,0.17,0.83
5872,90,279,2021-09-06,1416,Bank Transfer,Block of Flats,47,False,0.0,0.19,0.81
5873,90,279,2021-10-01,709,Direct Debit,Block of Flats,47,False,0.0,0.5,0.5
5874,90,279,2021-11-06,638,Housing Benefit,Block of Flats,47,False,0.0,0.66,0.33999999999999997
