propertyid,reading_date,humidity,temperature,incident_source,is_iot_alert,unresolved_flag,response_days,repeat_incident_flag,high_priority_flag,sample_type,block_augmented,tenantid_x,propertytype,estateid,tenantid_y,children_under_5,tenantid,blockid
152,2025-04-08 09:55:30.359483,71.0,13.1,IoT Alert,True,False,7,False,False,real_world,False,,,,,,,
14,2025-04-08 14:55:30.359483,72.3,15.5,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
350,2025-04-08 14:55:30.359483,73.2,14.2,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
492,2025-04-08 15:55:30.359483,72.8,15.6,IoT Alert,True,False,14,False,False,real_world,False,,,,,,,
294,2025-04-08 16:55:30.359483,72.8,12.4,IoT Alert,True,True,7,False,False,real_world,False,,,,,,,
417,2025-04-08 16:55:30.359483,73.2,14.4,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
428,2025-04-08 20:55:30.359483,74.9,13.6,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
383,2025-04-08 20:55:30.359483,70.9,14.6,IoT Alert,True,True,60,False,False,real_world,False,,,,,,,
488,2025-04-08 21:55:30.359483,73.0,12.5,IoT Alert,True,True,90,False,False,real_world,False,,,,,,,
200,2025-04-08 22:55:30.359483,73.4,12.8,IoT Alert,True,True,90,True,False,real_world,False,,,,,,,
240,2025-04-08 22:55:30.359483,83.8,13.8,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
340,2025-04-08 22:55:30.359483,70.2,15.7,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
440,2025-04-08 23:55:30.359483,72.0,13.7,IoT Alert,True,True,30,False,False,real_world,False,,,,,,,
162,2025-04-09 00:55:30.359483,70.5,11.8,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
451,2025-04-09 03:55:30.359483,70.1,13.9,IoT Alert,True,True,0,False,False,real_world,False,,,,,,,
441,2025-04-09 05:55:30.359483,70.5,15.0,IoT Alert,True,False,7,False,False,real_world,False,,,,,,,
477,2025-04-09 07:55:30.359483,70.9,15.3,IoT Alert,True,False,14,False,False,real_world,False,,,,,,,
136,2025-04-09 09:55:30.359483,70.7,12.1,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
3,2025-04-09 10:55:30.359483,72.8,14.1,IoT Alert,True,True,30,True,False,real_world,False,,,,,,,
238,2025-04-09 10:55:30.359483,70.2,15.9,IoT Alert,True,True,14,False,False,real_world,False,,,,,,,
425,2025-04-09 12:55:30.359483,70.4,13.9,IoT Alert,True,True,7,False,False,real_world,False,,,,,,,
364,2025-04-09 14:55:30.359483,73.5,13.7,IoT Alert,True,True,90,True,False,real_world,False,,,,,,,
458,2025-04-09 14:55:30.359483,70.3,13.7,IoT Alert,True,False,14,False,False,real_world,False,,,,,,,
149,2025-04-09 15:55:30.359483,79.0,14.6,IoT Alert,True,False,14,False,False,real_world,False,,,,,,,
473,2025-04-09 17:55:30.359483,71.1,14.5,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
304,2025-04-09 19:55:30.359483,71.7,15.4,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
89,2025-04-09 20:55:30.359483,75.4,10.9,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
264,2025-04-09 20:55:30.359483,72.4,15.4,IoT Alert,True,False,7,False,False,real_world,False,,,,,,,
317,2025-04-09 21:55:30.359483,77.4,14.0,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
144,2025-04-09 21:55:30.359483,76.0,15.8,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
51,2025-04-09 22:55:30.359483,76.6,14.7,IoT Alert,True,True,30,False,False,real_world,False,,,,,,,
140,2025-04-09 22:55:30.359483,78.6,11.2,IoT Alert,True,True,7,False,False,real_world,False,,,,,,,
93,2025-04-09 23:55:30.359483,71.2,15.5,IoT Alert,True,True,90,True,False,real_world,False,,,,,,,
463,2025-04-10 00:55:30.359483,71.6,15.5,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
342,2025-04-10 00:55:30.359483,70.2,15.6,IoT Alert,True,False,14,False,False,real_world,False,,,,,,,
479,2025-04-10 03:55:30.359483,72.6,15.9,IoT Alert,True,True,90,False,False,real_world,False,,,,,,,
351,2025-04-10 04:55:30.359483,72.0,15.8,IoT Alert,True,False,14,False,False,real_world,False,,,,,,,
305,2025-04-10 04:55:30.359483,77.3,15.5,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
487,2025-04-10 06:55:30.359483,71.2,15.8,IoT Alert,True,True,7,True,False,real_world,False,,,,,,,
370,2025-04-10 08:55:30.359483,70.2,12.5,IoT Alert,True,True,7,True,False,real_world,False,,,,,,,
343,2025-04-10 09:55:30.359483,71.4,13.4,IoT Alert,True,False,90,False,False,real_world,False,,,,,,,
177,2025-04-10 13:55:30.359483,72.1,11.6,IoT Alert,True,False,14,False,False,real_world,False,,,,,,,
322,2025-04-10 16:55:30.359483,72.4,15.5,IoT Alert,True,False,60,False,False,real_world,False,,,,,,,
470,2025-04-10 16:55:30.359483,71.9,14.3,IoT Alert,True,False,7,False,False,real_world,False,,,,,,,
295,2025-04-10 19:55:30.359483,72.1,15.6,IoT Alert,True,False,7,False,False,real_world,False,,,,,,,
8,2025-04-10 21:55:30.359483,70.2,14.1,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
474,2025-04-10 21:55:30.359483,72.1,15.4,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
202,2025-04-11 00:55:30.359483,70.1,10.0,IoT Alert,True,False,7,False,False,real_world,False,,,,,,,
174,2025-04-11 03:55:30.359483,72.6,15.5,IoT Alert,True,True,60,False,False,real_world,False,,,,,,,
436,2025-04-11 04:55:30.359483,73.3,15.1,IoT Alert,True,True,14,True,False,real_world,False,,,,,,,
229,2025-04-11 04:55:30.359483,70.7,15.4,IoT Alert,True,True,90,True,False,real_world,False,,,,,,,
358,2025-04-11 05:55:30.359483,75.9,12.1,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
465,2025-04-11 05:55:30.359483,81.6,13.2,IoT Alert,True,False,60,False,False,real_world,False,,,,,,,
118,2025-04-11 06:55:30.359483,76.5,15.3,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
475,2025-04-11 06:55:30.359483,70.6,15.5,IoT Alert,True,True,30,True,False,real_world,False,,,,,,,
488,2025-04-11 07:55:30.359483,73.8,11.2,IoT Alert,True,True,60,False,False,real_world,False,,,,,,,
286,2025-04-11 07:55:30.359483,72.1,15.3,IoT Alert,True,True,30,True,False,real_world,False,,,,,,,
232,2025-04-11 11:55:30.359483,71.5,14.5,IoT Alert,True,True,30,False,False,real_world,False,,,,,,,
442,2025-04-11 11:55:30.359483,76.1,15.5,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
67,2025-04-11 13:55:30.359483,74.9,15.9,IoT Alert,True,True,0,False,False,real_world,False,,,,,,,
37,2025-04-11 14:55:30.359483,75.1,13.1,IoT Alert,True,True,90,True,False,real_world,False,,,,,,,
190,2025-04-11 14:55:30.359483,71.3,13.8,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
238,2025-04-11 16:55:30.359483,72.9,15.1,IoT Alert,True,True,30,False,False,real_world,False,,,,,,,
110,2025-04-11 16:55:30.359483,87.5,14.8,IoT Alert,True,False,14,False,False,real_world,False,,,,,,,
429,2025-04-11 17:55:30.359483,70.2,15.4,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
49,2025-04-11 17:55:30.359483,72.7,12.4,IoT Alert,True,True,0,False,False,real_world,False,,,,,,,
344,2025-04-11 18:55:30.359483,77.6,13.7,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
381,2025-04-11 20:55:30.359483,70.9,13.7,IoT Alert,True,False,14,False,False,real_world,False,,,,,,,
240,2025-04-11 23:55:30.359483,74.9,15.2,IoT Alert,True,False,7,False,False,real_world,False,,,,,,,
81,2025-04-12 02:55:30.359483,71.2,11.6,IoT Alert,True,True,14,True,False,real_world,False,,,,,,,
264,2025-04-12 03:55:30.359483,70.9,15.3,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
260,2025-04-12 03:55:30.359483,70.9,15.2,IoT Alert,True,True,14,True,False,real_world,False,,,,,,,
307,2025-04-12 05:55:30.359483,74.8,12.5,IoT Alert,True,True,7,True,False,real_world,False,,,,,,,
58,2025-04-12 06:55:30.359483,71.3,15.3,IoT Alert,True,True,30,False,False,real_world,False,,,,,,,
357,2025-04-12 07:55:30.359483,71.7,13.0,IoT Alert,True,False,7,False,False,real_world,False,,,,,,,
6,2025-04-12 11:55:30.359483,71.3,13.0,IoT Alert,True,True,14,False,False,real_world,False,,,,,,,
227,2025-04-12 14:55:30.359483,78.9,14.6,IoT Alert,True,True,0,False,False,real_world,False,,,,,,,
267,2025-04-12 15:55:30.359483,70.2,15.8,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
197,2025-04-12 18:55:30.359483,71.0,13.1,IoT Alert,True,True,7,True,False,real_world,False,,,,,,,
33,2025-04-12 20:55:30.359483,72.7,15.5,IoT Alert,True,True,14,True,False,real_world,False,,,,,,,
24,2025-04-12 20:55:30.359483,74.9,15.1,IoT Alert,True,True,30,True,False,real_world,False,,,,,,,
430,2025-04-12 20:55:30.359483,78.9,15.3,IoT Alert,True,True,7,True,False,real_world,False,,,,,,,
439,2025-04-12 23:55:30.359483,75.0,15.2,IoT Alert,True,True,30,True,False,real_world,False,,,,,,,
213,2025-04-12 23:55:30.359483,72.5,14.0,IoT Alert,True,True,60,False,False,real_world,False,,,,,,,
354,2025-04-13 01:55:30.359483,71.1,13.8,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
142,2025-04-13 02:55:30.359483,70.2,15.0,IoT Alert,True,True,0,False,False,real_world,False,,,,,,,
392,2025-04-13 02:55:30.359483,74.9,13.3,IoT Alert,True,True,14,False,False,real_world,False,,,,,,,
289,2025-04-13 03:55:30.359483,73.5,14.3,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
472,2025-04-13 04:55:30.359483,71.0,12.8,IoT Alert,True,True,7,True,False,real_world,False,,,,,,,
116,2025-04-13 05:55:30.359483,74.3,14.3,IoT Alert,True,False,90,False,False,real_world,False,,,,,,,
280,2025-04-13 05:55:30.359483,72.8,12.2,IoT Alert,True,True,0,False,False,real_world,False,,,,,,,
357,2025-04-13 06:55:30.359483,71.8,15.6,IoT Alert,True,True,14,True,False,real_world,False,,,,,,,
348,2025-04-13 07:55:30.359483,78.9,13.7,IoT Alert,True,True,30,True,False,real_world,False,,,,,,,
209,2025-04-13 09:55:30.359483,73.1,15.9,IoT Alert,True,True,30,False,False,real_world,False,,,,,,,
265,2025-04-13 09:55:30.359483,76.7,14.4,IoT Alert,True,True,14,True,False,real_world,False,,,,,,,
464,2025-04-13 10:55:30.359483,80.5,15.5,IoT Alert,True,True,0,False,False,real_world,False,,,,,,,
226,2025-04-13 13:55:30.359483,70.6,13.5,IoT Alert,True,True,7,False,False,real_world,False,,,,,,,
490,2025-04-13 15:55:30.359483,74.7,11.3,IoT Alert,True,True,14,True,False,real_world,False,,,,,,,
195,2025-04-13 15:55:30.359483,73.7,13.7,IoT Alert,True,True,0,True,False,real_world,False,,,,,,,
66,2025-04-13 16:55:30.359483,71.0,13.9,IoT Alert,True,True,7,True,False,real_world,False,,,,,,,
407,2025-04-13 16:55:30.359483,70.1,14.5,IoT Alert,True,True,0,True,False,real_world,False,,,,,,,
61,2025-04-13 17:55:30.359483,70.3,11.8,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
241,2025-04-13 17:55:30.359483,70.3,15.8,IoT Alert,True,False,7,False,False,real_world,False,,,,,,,
460,2025-04-13 19:55:30.359483,71.9,12.8,IoT Alert,True,True,0,True,False,real_world,False,,,,,,,
43,2025-04-13 21:55:30.359483,70.7,14.8,IoT Alert,True,False,14,False,False,real_world,False,,,,,,,
3,2025-04-13 23:55:30.359483,76.2,15.7,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
7,2025-04-14 00:55:30.359483,70.9,15.0,IoT Alert,True,True,60,False,False,real_world,False,,,,,,,
56,2025-04-14 01:55:30.359483,73.3,15.1,IoT Alert,True,False,7,False,False,real_world,False,,,,,,,
52,2025-04-14 01:55:30.359483,70.4,14.8,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
156,2025-04-14 03:55:30.359483,72.5,14.4,IoT Alert,True,True,0,False,False,real_world,False,,,,,,,
244,2025-04-14 04:55:30.359483,74.3,15.7,IoT Alert,True,True,30,False,False,real_world,False,,,,,,,
482,2025-04-14 06:55:30.359483,74.7,12.0,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
200,2025-04-14 08:55:30.359483,71.3,15.6,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
446,2025-04-14 09:55:30.359483,71.6,15.2,IoT Alert,True,True,90,True,False,real_world,False,,,,,,,
463,2025-04-14 10:55:30.359483,71.8,13.8,IoT Alert,True,True,0,True,False,real_world,False,,,,,,,
258,2025-04-14 12:55:30.359483,71.2,13.5,IoT Alert,True,True,14,True,False,real_world,False,,,,,,,
229,2025-04-14 15:55:30.359483,77.0,14.8,IoT Alert,True,True,30,True,False,real_world,False,,,,,,,
163,2025-04-14 15:55:30.359483,72.4,13.9,IoT Alert,True,False,60,False,False,real_world,False,,,,,,,
16,2025-04-14 18:55:30.359483,72.1,12.0,IoT Alert,True,True,30,True,False,real_world,False,,,,,,,
415,2025-04-14 18:55:30.359483,81.3,15.0,IoT Alert,True,True,60,True,False,real_world,False,,,,,,,
457,2025-04-14 19:55:30.359483,74.5,15.5,IoT Alert,True,False,7,False,False,real_world,False,,,,,,,
448,2025-04-14 20:55:30.359483,70.9,13.4,IoT Alert,True,True,60,False,False,real_world,False,,,,,,,
252,2025-04-14 20:55:30.359483,70.6,14.7,IoT Alert,True,True,0,True,False,real_world,False,,,,,,,
390,2025-04-14 22:55:30.359483,70.6,14.4,IoT Alert,True,False,60,False,False,real_world,False,,,,,,,
307,2025-04-15 00:55:30.359483,70.1,14.6,IoT Alert,True,False,14,False,False,real_world,False,,,,,,,
443,2025-04-15 01:55:30.359483,71.0,10.2,IoT Alert,True,False,60,False,False,real_world,False,,,,,,,
186,2025-04-15 02:55:30.359483,76.8,15.3,IoT Alert,True,False,14,False,False,real_world,False,,,,,,,
253,2025-04-15 05:55:30.359483,71.4,13.7,IoT Alert,True,True,30,False,False,real_world,False,,,,,,,
406,2025-04-15 07:55:30.359483,74.6,15.7,IoT Alert,True,True,14,True,False,real_world,False,,,,,,,
92,2025-04-15 09:55:30.359483,73.6,15.5,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
23,2025-04-15 09:55:30.359483,72.3,13.6,IoT Alert,True,True,0,True,False,real_world,False,,,,,,,
318,2025-04-15 12:55:30.359483,71.6,15.5,IoT Alert,True,True,0,True,False,real_world,False,,,,,,,
455,2025-04-15 12:55:30.359483,74.1,14.8,IoT Alert,True,True,7,True,False,real_world,False,,,,,,,
384,2025-04-15 14:55:30.359483,70.4,10.1,IoT Alert,True,True,0,False,False,real_world,False,,,,,,,
179,2025-04-15 17:55:30.359483,76.0,14.4,IoT Alert,True,True,60,True,False,real_world,False,,,,,,,
167,2025-04-15 18:55:30.359483,70.2,14.6,IoT Alert,True,True,7,True,False,real_world,False,,,,,,,
301,2025-04-15 18:55:30.359483,81.4,13.7,IoT Alert,True,True,90,False,False,real_world,False,,,,,,,
141,2025-04-15 19:55:30.359483,73.3,15.9,IoT Alert,True,True,7,True,False,real_world,False,,,,,,,
486,2025-04-15 19:55:30.359483,90.2,13.1,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
372,2025-04-15 20:55:30.359483,77.3,14.1,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
190,2025-04-15 21:55:30.359483,70.5,15.0,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
315,2025-04-15 22:55:30.359483,75.6,14.5,IoT Alert,True,False,14,False,False,real_world,False,,,,,,,
304,2025-04-15 23:55:30.359483,77.2,13.1,IoT Alert,True,True,14,True,False,real_world,False,,,,,,,
201,2025-04-15 23:55:30.359483,72.9,14.4,IoT Alert,True,True,30,False,False,real_world,False,,,,,,,
107,2025-04-15 23:55:30.359483,73.2,12.7,IoT Alert,True,False,7,False,False,real_world,False,,,,,,,
292,2025-04-16 03:55:30.359483,72.9,15.7,IoT Alert,True,False,90,False,False,real_world,False,,,,,,,
186,2025-04-16 04:55:30.359483,71.8,13.6,IoT Alert,True,False,90,False,False,real_world,False,,,,,,,
317,2025-04-16 05:55:30.359483,70.3,14.3,IoT Alert,True,True,30,True,False,real_world,False,,,,,,,
181,2025-04-16 06:55:30.359483,78.8,14.6,IoT Alert,True,True,0,False,False,real_world,False,,,,,,,
378,2025-04-16 07:55:30.359483,70.1,13.7,IoT Alert,True,True,30,True,False,real_world,False,,,,,,,
432,2025-04-16 07:55:30.359483,71.3,15.3,IoT Alert,True,True,0,False,False,real_world,False,,,,,,,
487,2025-04-16 09:55:30.359483,71.2,12.7,IoT Alert,True,False,0,False,False,real_world,False,,,,,,,
187,2025-04-16 10:55:30.359483,74.4,13.7,IoT Alert,True,False,7,False,False,real_world,False,,,,,,,
333,2025-04-16 10:55:30.359483,73.9,12.1,IoT Alert,True,True,14,False,False,real_world,False,,,,,,,
245,2025-04-16 10:55:30.359483,72.2,15.9,IoT Alert,True,False,60,False,False,real_world,False,,,,,,,
300,2025-04-16 11:55:30.359483,72.8,15.6,IoT Alert,True,False,30,False,False,real_world,False,,,,,,,
240,2025-04-16 12:55:30.359483,71.7,14.1,IoT Alert,True,True,30,True,False,real_world,False,,,,,,,
298,2025-04-16 12:55:30.359483,78.3,13.1,IoT Alert,True,True,14,False,False,real_world,False,,,,,,,
292,2025-04-16 12:55:30.359483,72.2,14.2,IoT Alert,True,True,7,False,False,real_world,False,,,,,,,
428,2025-04-16 14:55:30.359483,75.6,14.3,IoT Alert,True,True,7,True,False,real_world,False,,,,,,,
441,2025-04-16 14:55:30.359483,70.5,13.3,IoT Alert,True,True,90,False,False,real_world,False,,,,,,,
463,2025-04-16 21:55:30.359483,70.1,15.7,IoT Alert,True,True,0,True,False,real_world,False,,,,,,,
169,2025-04-16 22:55:30.359483,70.2,15.8,IoT Alert,True,True,60,False,False,real_world,False,,,,,,,
88,2025-04-16 22:55:30.359483,74.3,15.1,IoT Alert,True,True,14,True,False,real_world,False,,,,,,,
358,2025-04-16 23:55:30.359483,71.6,14.4,IoT Alert,True,False,14,False,False,real_world,False,,,,,,,
84,2025-04-17 00:55:30.359483,79.4,13.0,IoT Alert,True,True,30,False,False,real_world,False,,,,,,,
105,2025-04-17 07:55:30.359483,79.1,13.4,IoT Alert,True,False,14,False,False,real_world,False,,,,,,,
61,2025-04-17 08:55:30.359483,71.7,13.5,IoT Alert,True,True,60,True,False,real_world,False,,,,,,,
192,2025-04-17 08:55:30.359483,72.1,13.6,IoT Alert,True,False,90,False,False,real_world,False,,,,,,,
8,2025-04-17 09:55:30.359483,73.3,15.5,IoT Alert,True,True,14,True,False,real_world,False,,,,,,,
201,2025-04-17 09:55:30.359483,70.2,15.9,IoT Alert,True,True,7,True,False,real_world,False,,,,,,,
127,2025-04-17 09:55:30.359483,72.6,15.9,IoT Alert,True,False,14,False,False,real_world,False,,,,,,,
233,2025-04-17 09:55:30.359483,70.9,11.6,IoT Alert,True,False,90,False,False,real_world,False,,,,,,,
236,2025-04-17 10:55:30.359483,73.1,13.6,IoT Alert,True,False,7,False,False,real_world,False,,,,,,,
337,2020-01-07 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,32.0,House,,32.0,True,,
77,2020-01-12 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,25.0,Flat,6.0,25.0,False,,
301,2020-01-16 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,387.0,Block of Flats,,387.0,False,,
329,2020-01-19 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,445.0,Flat,,445.0,False,,
358,2020-01-19 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,156.0,Flat,,156.0,True,,
240,2020-01-22 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,266.0,Block of Flats,,266.0,False,,
78,2020-01-25 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,46.0,Flat,10.0,46.0,False,,
392,2020-03-03 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,70.0,Flat,,70.0,False,,
485,2020-03-06 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,343.0,House,,343.0,True,,
476,2020-03-07 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,31.0,Block of Flats,,31.0,False,,
447,2020-03-13 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,370.0,Flat,,370.0,True,,
230,2020-03-27 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,108.0,Flat,,108.0,False,,
263,2020-04-08 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,62.0,House,,62.0,False,,
182,2020-04-10 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,178.0,Flat,1.0,178.0,True,,
240,2020-04-21 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,266.0,Block of Flats,,266.0,False,,
246,2020-04-22 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,203.0,Flat,,203.0,False,,
382,2020-04-29 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,91.0,Flat,,91.0,True,,
239,2020-05-03 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,69.0,Flat,,69.0,True,,
388,2020-05-06 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,442.0,Flat,,442.0,False,,
61,2020-05-07 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,160.0,House,6.0,160.0,False,,
168,2020-05-21 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,250.0,Flat,9.0,250.0,False,,
298,2020-06-09 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,255.0,House,,255.0,False,,
69,2020-06-09 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,9.0,Flat,3.0,9.0,False,,
7,2020-06-11 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,234.0,Flat,1.0,234.0,False,,
385,2020-06-12 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,41.0,Flat,,41.0,False,,
455,2020-07-20 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,185.0,House,,185.0,False,,
381,2020-07-21 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,245.0,Flat,,245.0,True,,
119,2020-07-27 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,174.0,House,6.0,174.0,False,,
211,2020-08-08 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,189.0,House,5.0,189.0,False,,
480,2020-08-20 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,143.0,House,,143.0,False,,
307,2020-08-27 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,448.0,House,,448.0,False,,
305,2020-09-02 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,76.0,Flat,,76.0,False,,
101,2020-09-07 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,356.0,Flat,6.0,356.0,False,,
197,2020-09-17 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,224.0,Flat,3.0,224.0,True,,
260,2020-09-18 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,417.0,Flat,,417.0,False,,
469,2020-10-02 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,392.0,Flat,,392.0,False,,
343,2020-10-05 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,338.0,Block of Flats,,338.0,False,,
203,2020-10-20 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,272.0,Flat,1.0,272.0,False,,
488,2020-10-23 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,299.0,Flat,,299.0,False,,
245,2020-11-08 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,227.0,Block of Flats,,227.0,False,,
168,2020-11-08 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,250.0,Flat,9.0,250.0,False,,
136,2020-11-29 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,380.0,Flat,3.0,380.0,False,,
494,2020-12-01 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,191.0,Flat,,191.0,True,,
492,2020-12-07 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,22.0,House,,22.0,True,,
474,2020-12-09 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,434.0,House,,434.0,True,,
248,2020-12-17 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,117.0,House,,117.0,False,,
453,2020-12-18 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,322.0,Flat,,322.0,False,,
111,2020-12-27 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,161.0,Flat,4.0,161.0,False,,
421,2021-01-15 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,286.0,Flat,,286.0,True,,
199,2021-01-18 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,254.0,Flat,1.0,254.0,False,,
255,2021-02-04 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,351.0,Flat,,351.0,False,,
115,2021-02-21 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,175.0,Flat,5.0,175.0,False,,
295,2021-03-11 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,292.0,House,,292.0,True,,
465,2021-03-17 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,115.0,Block of Flats,,115.0,False,,
298,2021-03-20 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,255.0,House,,255.0,False,,
496,2021-03-24 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,17.0,House,,17.0,False,,
312,2021-03-29 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,303.0,Flat,,303.0,False,,
278,2021-03-30 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,73.0,Flat,,73.0,True,,
495,2021-04-07 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,61.0,Flat,,61.0,False,,
409,2021-04-10 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,20.0,Flat,,20.0,False,,
246,2021-04-25 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,203.0,Flat,,203.0,False,,
195,2021-04-25 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,12.0,House,1.0,12.0,False,,
233,2021-04-30 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,308.0,House,,308.0,False,,
466,2021-05-07 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,80.0,House,,80.0,True,,
97,2021-05-08 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,264.0,Flat,3.0,264.0,False,,
480,2021-05-11 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,143.0,House,,143.0,False,,
211,2021-05-29 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,189.0,House,5.0,189.0,False,,
95,2021-06-13 00:00:00.000000,,,Repair Report,False,True,0,False,False,balanced,False,144.0,House,8.0,144.0,False,,
126,2021-06-15 00:00:00.000000,,,Repair Report,False,False,0,False,False,balanced,False,280.0,Flat,1.0,280.0,False,,
