request_id,propertyid,tenantid,datereported,dateresolved,cost,status,description,category,property_age_years,propertytype,blockid,estateid,simulated_repair_type,simulated_cost,request_date,completion_date,patch_id
321,332,109,2024-08-15,2024-08-31,3651.41,Closed,Repair description for property 332,Structural,71,Flat,22.0,,Heating,262.39,2021-03-10,2021-03-27,1
322,332,109,2024-05-23,,,In Progress,Repair description for property 332,Electrical,71,Flat,22.0,,Damp,752.7,2021-02-11,2021-03-17,1
323,133,110,2025-02-14,2025-02-22,2263.07,Closed,Repair description for property 133,Appliance,15,Flat,2.0,1.0,Electrical,180.65,2021-04-27,2021-05-13,1
324,133,110,2024-05-14,2024-05-24,1695.56,Closed,Repair description for property 133,Plumbing,15,Flat,2.0,1.0,Electrical,157.11,2021-10-25,2021-12-24,1
325,133,110,2025-09-01,2025-01-16,4330.9,Closed,Repair description for property 133,Appliance,15,Flat,2.0,1.0,Electrical,170.26,2020-01-17,2020-03-23,1
326,133,110,2024-04-29,2024-04-05,2045.82,Closed,Repair description for property 133,Appliance,15,Flat,2.0,1.0,Electrical,100.92,2021-10-06,2021-12-11,1
327,133,110,2024-04-06,,,Open,Repair description for property 133,Plumbing,15,Flat,2.0,1.0,Plumbing,214.82,2020-05-27,2020-06-09,1
328,138,111,2024-10-20,2024-11-13,1722.45,Closed,Repair description for property 138,Electrical,78,Block of Flats,5.0,3.0,Electrical,62.02,2020-10-03,2020-11-28,1
329,138,111,2025-08-02,2025-02-27,3013.71,Closed,Repair description for property 138,Plumbing,78,Block of Flats,5.0,3.0,Heating,368.44,2020-08-19,2020-09-19,1
330,138,111,2024-12-10,2024-06-11,2833.93,Closed,Repair description for property 138,Appliance,78,Block of Flats,5.0,3.0,Damp,615.45,2022-04-05,2022-05-09,1
331,138,111,2024-05-23,2024-06-13,1216.91,Closed,Repair description for property 138,Appliance,78,Block of Flats,5.0,3.0,Structural,2543.24,2022-07-15,2022-08-23,1
332,424,112,2024-08-06,2024-02-07,4964.14,Closed,Repair description for property 424,Plumbing,71,Flat,22.0,,Damp,534.47,2020-12-31,2021-03-08,3
333,424,112,2025-04-01,2025-07-01,1909.65,Closed,Repair description for property 424,Plumbing,71,Flat,22.0,,Electrical,146.54,2020-08-15,2020-08-23,3
334,424,112,2024-06-12,2024-10-12,872.68,Closed,Repair description for property 424,Appliance,71,Flat,22.0,,Electrical,128.96,2021-10-12,2022-01-07,3
335,424,112,2024-12-30,2025-01-13,2501.16,Closed,Repair description for property 424,Other,71,Flat,22.0,,Structural,2328.97,2021-03-11,2021-05-28,3
336,336,113,2024-12-17,,,In Progress,Repair description for property 336,Appliance,47,Flat,18.0,,Plumbing,89.29,2021-02-02,2021-03-29,8
337,336,113,2025-02-22,2025-08-03,4978.93,Closed,Repair description for property 336,Structural,47,Flat,18.0,,Plumbing,165.21,2020-07-29,2020-08-25,8
338,336,113,2024-04-06,2024-03-07,1889.58,Closed,Repair description for property 336,Electrical,47,Flat,18.0,,Plumbing,162.92,2021-01-25,2021-03-19,8
339,336,113,2024-12-16,2025-07-01,1062.09,Closed,Repair description for property 336,Other,47,Flat,18.0,,Plumbing,204.76,2021-05-13,2021-06-21,8
340,26,114,2024-06-06,2024-06-22,2341.26,Closed,Repair description for property 26,Structural,78,Flat,5.0,3.0,Roofing,1346.14,2021-06-23,2021-08-27,6
341,26,114,2024-12-19,2025-11-01,4155.57,Closed,Repair description for property 26,Plumbing,78,Flat,5.0,3.0,Heating,165.76,2021-07-16,2021-08-02,6
342,26,114,2024-09-17,2024-09-22,2378.94,Closed,Repair description for property 26,Plumbing,78,Flat,5.0,3.0,Roofing,1471.04,2021-05-05,2021-06-04,6
343,465,115,2024-04-03,2024-03-27,514.55,Closed,Repair description for property 465,Appliance,73,Block of Flats,,,Roofing,704.27,2021-03-17,2021-05-09,4
344,465,115,2024-10-09,2024-09-30,2370.04,Closed,Repair description for property 465,Electrical,73,Block of Flats,,,Heating,154.64,2020-09-17,2020-09-30,4
345,465,115,2025-01-23,2025-10-02,4422.55,Closed,Repair description for property 465,Structural,73,Block of Flats,,,Roofing,1247.64,2022-02-11,2022-03-04,4
346,282,116,2024-11-20,2024-12-17,4561.98,Closed,Repair description for property 282,Appliance,71,Flat,22.0,,Roofing,1090.45,2020-12-15,2021-01-03,4
347,248,117,2024-09-23,2024-10-18,2046.18,Closed,Repair description for property 248,Structural,47,House,19.0,,Heating,249.46,2020-12-17,2021-02-08,1
348,248,117,2024-05-15,2024-06-06,1052.81,Closed,Repair description for property 248,Other,47,House,19.0,,Roofing,966.44,2021-06-03,2021-06-22,1
349,248,117,2024-10-12,2024-12-17,1435.93,Closed,Repair description for property 248,Structural,47,House,19.0,,Roofing,1163.04,2020-11-15,2021-01-11,1
350,248,117,2024-05-14,2024-09-06,2635.47,Closed,Repair description for property 248,Appliance,47,House,19.0,,Roofing,574.15,2020-05-17,2020-06-11,1
351,248,117,2024-10-09,2024-08-10,2981.24,Closed,Repair description for property 248,Structural,47,House,19.0,,Plumbing,249.3,2021-07-03,2021-09-27,1
352,238,118,2024-03-21,,,Open,Repair description for property 238,Electrical,47,Flat,18.0,,Plumbing,218.39,2021-09-14,2021-10-15,6
353,238,118,2025-02-25,,,Open,Repair description for property 238,Plumbing,47,Flat,18.0,,Plumbing,143.68,2022-09-18,2022-12-08,6
354,238,118,2024-04-18,2024-04-24,2403.55,Closed,Repair description for property 238,Plumbing,47,Flat,18.0,,Plumbing,117.44,2021-01-02,2021-02-26,6
355,238,118,2024-09-14,2024-09-16,728.03,Closed,Repair description for property 238,Appliance,47,Flat,18.0,,Plumbing,109.27,2020-08-07,2020-08-30,6
356,238,118,2024-07-24,2024-04-08,1547.66,Closed,Repair description for property 238,Plumbing,47,Flat,18.0,,Plumbing,96.98,2020-12-02,2021-01-03,6
357,118,119,2024-05-16,2024-10-06,1958.37,Closed,Repair description for property 118,Appliance,80,Flat,10.0,5.0,Structural,576.63,2020-08-10,2020-10-11,6
358,118,119,2024-08-29,2024-09-15,1619.01,Closed,Repair description for property 118,Plumbing,80,Flat,10.0,5.0,Electrical,88.65,2021-10-09,2021-12-22,6
359,43,120,2024-09-11,,,In Progress,Repair description for property 43,Electrical,47,Block of Flats,16.0,9.0,Windows,477.57,2022-02-06,2022-02-16,2
360,43,120,2024-07-18,2024-03-08,3490.74,Closed,Repair description for property 43,Structural,47,Block of Flats,16.0,9.0,Heating,360.48,2020-12-25,2021-03-07,2
361,43,120,2024-03-13,2024-11-04,2205.3,Closed,Repair description for property 43,Structural,47,Block of Flats,16.0,9.0,Roofing,1172.6,2022-07-09,2022-09-01,2
362,43,120,2024-11-27,2024-09-12,4284.09,Closed,Repair description for property 43,Structural,47,Block of Flats,16.0,9.0,Windows,645.62,2020-11-24,2021-01-15,2
363,43,120,2024-07-24,2024-11-08,4387.66,Closed,Repair description for property 43,Electrical,47,Block of Flats,16.0,9.0,Structural,1563.73,2022-08-19,2022-09-08,2
364,221,121,2024-08-19,2024-12-09,4977.42,Closed,Repair description for property 221,Electrical,98,Flat,7.0,4.0,Damp,444.04,2021-04-07,2021-05-09,3
365,221,121,2024-07-15,2024-07-22,77.79,Closed,Repair description for property 221,Structural,98,Flat,7.0,4.0,Structural,1427.6,2022-08-03,2022-08-17,3
366,221,121,2024-11-09,2024-09-23,4583.25,Closed,Repair description for property 221,Other,98,Flat,7.0,4.0,Damp,989.5,2022-08-20,2022-10-09,3
367,221,121,2025-02-20,2025-02-22,3253.73,Closed,Repair description for property 221,Appliance,98,Flat,7.0,4.0,Heating,112.03,2021-07-14,2021-08-11,3
368,177,122,2025-04-02,,,In Progress,Repair description for property 177,Structural,23,Flat,15.0,9.0,General,135.37,2022-03-14,2022-05-06,3
369,177,122,2024-12-04,2024-01-05,4125.46,Closed,Repair description for property 177,Appliance,23,Flat,15.0,9.0,General,103.65,2021-01-16,2021-02-09,3
370,177,122,2024-04-21,2024-07-05,910.17,Closed,Repair description for property 177,Other,23,Flat,15.0,9.0,Windows,463.17,2022-04-15,2022-07-03,3
371,177,122,2025-04-01,2025-05-01,3083.96,Closed,Repair description for property 177,Electrical,23,Flat,15.0,9.0,Plumbing,197.8,2021-08-12,2021-09-03,3
372,321,123,2024-12-21,2025-01-17,4236.73,Closed,Repair description for property 321,Plumbing,47,Flat,19.0,,Heating,246.0,2021-09-08,2021-10-08,8
373,321,123,2024-07-14,2024-07-16,1605.47,Closed,Repair description for property 321,Other,47,Flat,19.0,,Plumbing,225.95,2020-06-17,2020-08-19,8
374,154,124,2024-11-19,2024-12-13,132.54,Closed,Repair description for property 154,Structural,23,House,15.0,9.0,Heating,370.21,2020-08-04,2020-08-08,3
375,154,124,2024-02-29,2024-03-19,3624.57,Closed,Repair description for property 154,Structural,23,House,15.0,9.0,Plumbing,140.13,2021-01-12,2021-03-30,3
376,154,124,2024-07-06,2024-06-29,2045.71,Closed,Repair description for property 154,Plumbing,23,House,15.0,9.0,General,70.45,2020-04-28,2020-06-26,3
377,232,125,2024-11-20,,,Open,Repair description for property 232,Structural,74,Flat,21.0,,Electrical,138.85,2020-07-08,2020-10-03,4
378,228,126,2024-11-30,2024-09-12,3062.22,Closed,Repair description for property 228,Other,71,House,22.0,,Roofing,1394.84,2022-02-05,2022-02-13,6
379,418,127,2024-11-30,2024-12-27,4197.41,Closed,Repair description for property 418,Plumbing,74,Flat,21.0,,Roofing,552.79,2021-01-04,2021-03-27,2
380,418,127,2024-09-20,2024-02-10,632.69,Closed,Repair description for property 418,Appliance,74,Flat,21.0,,Structural,2057.42,2022-02-16,2022-02-28,2
381,418,127,2024-12-05,,,Open,Repair description for property 418,Other,74,Flat,21.0,,Damp,686.83,2020-05-28,2020-06-28,2
382,418,127,2024-04-07,2024-03-08,498.28,Closed,Repair description for property 418,Plumbing,74,Flat,21.0,,Roofing,1179.74,2021-11-06,2022-01-23,2
383,204,128,2024-09-17,2024-09-18,3845.28,Closed,Repair description for property 204,Plumbing,103,Flat,9.0,5.0,Heating,139.47,2021-10-13,2021-11-16,1
384,204,128,2024-07-11,2024-11-22,452.31,Closed,Repair description for property 204,Electrical,103,Flat,9.0,5.0,Damp,758.45,2022-05-08,2022-07-29,1
385,127,129,2024-03-15,2024-04-13,4329.7,Closed,Repair description for property 127,Electrical,51,Flat,4.0,2.0,Structural,2772.58,2021-05-02,2021-07-16,2
386,127,129,2024-09-21,2024-10-14,1471.03,Closed,Repair description for property 127,Structural,51,Flat,4.0,2.0,Roofing,515.62,2022-02-08,2022-04-25,2
387,127,129,2024-12-17,2024-12-31,1168.5,Closed,Repair description for property 127,Electrical,51,Flat,4.0,2.0,Structural,1093.86,2021-01-08,2021-02-26,2
388,330,130,2024-11-16,2024-11-26,1333.8,Closed,Repair description for property 330,Appliance,29,Flat,20.0,,Windows,782.84,2022-02-19,2022-05-09,8
389,330,130,2024-10-14,2024-10-26,2914.55,Closed,Repair description for property 330,Structural,29,Flat,20.0,,Windows,308.59,2021-11-23,2022-01-19,8
390,330,130,2024-04-04,2024-01-05,3173.58,Closed,Repair description for property 330,Electrical,29,Flat,20.0,,Windows,712.63,2020-06-08,2020-07-04,8
391,32,131,2024-03-05,2024-05-21,2865.12,Closed,Repair description for property 32,Appliance,103,House,9.0,5.0,Electrical,123.84,2020-12-16,2021-01-03,1
392,114,132,2024-02-04,,,In Progress,Repair description for property 114,Electrical,8,Flat,6.0,4.0,General,77.37,2022-06-30,2022-09-24,6
393,114,132,2024-04-09,2024-09-21,2780.48,Closed,Repair description for property 114,Structural,8,Flat,6.0,4.0,General,96.9,2020-10-14,2020-11-21,6
394,114,132,2025-11-01,2025-01-18,1328.16,Closed,Repair description for property 114,Appliance,8,Flat,6.0,4.0,General,81.68,2020-10-14,2021-01-03,6
395,471,133,2025-10-02,,,Open,Repair description for property 471,Appliance,73,House,,,Damp,587.59,2022-06-10,2022-09-05,5
396,471,133,2024-12-17,2024-12-28,1892.8,Closed,Repair description for property 471,Appliance,73,House,,,Heating,207.77,2020-08-13,2020-11-09,5
397,471,133,2024-03-26,2024-03-28,1645.74,Closed,Repair description for property 471,Plumbing,73,House,,,Damp,654.01,2021-06-06,2021-07-26,5
398,272,134,2025-02-22,2025-10-03,1706.83,Closed,Repair description for property 272,Plumbing,47,Flat,19.0,,Structural,908.81,2021-06-05,2021-06-13,8
399,272,134,2024-11-23,,,In Progress,Repair description for property 272,Electrical,47,Flat,19.0,,Heating,217.32,2022-02-21,2022-04-03,8
400,272,134,2024-02-07,2024-07-27,157.66,Closed,Repair description for property 272,Other,47,Flat,19.0,,Windows,781.65,2020-09-29,2020-10-05,8
401,141,135,2024-04-29,2024-05-13,3668.23,Closed,Repair description for property 141,Appliance,24,House,14.0,9.0,Plumbing,109.05,2022-07-24,2022-10-01,8
402,141,135,2024-10-25,2024-06-11,3024.66,Closed,Repair description for property 141,Appliance,24,House,14.0,9.0,Plumbing,184.78,2021-02-05,2021-03-21,8
403,141,135,2024-03-16,2024-03-18,4855.29,Closed,Repair description for property 141,Electrical,24,House,14.0,9.0,General,75.77,2020-07-01,2020-09-03,8
404,141,135,2024-12-06,2024-06-26,3881.66,Closed,Repair description for property 141,Other,24,House,14.0,9.0,Heating,332.04,2022-08-26,2022-09-24,8
405,58,136,2024-04-29,2024-05-16,873.6,Closed,Repair description for property 58,Structural,49,Flat,11.0,6.0,Structural,2783.22,2021-10-26,2021-11-23,1
406,58,136,2024-04-27,,,Open,Repair description for property 58,Other,49,Flat,11.0,6.0,Structural,2031.43,2021-05-02,2021-05-13,1
407,58,136,2024-12-17,2024-12-28,3953.42,Closed,Repair description for property 58,Plumbing,49,Flat,11.0,6.0,Structural,2684.25,2022-04-06,2022-06-10,1
408,58,136,2025-11-01,2025-05-02,750.23,Closed,Repair description for property 58,Structural,49,Flat,11.0,6.0,Structural,2309.93,2022-04-25,2022-05-14,1
409,193,137,2024-08-08,2024-09-08,3310.11,Closed,Repair description for property 193,Electrical,25,Flat,17.0,10.0,Heating,122.05,2020-05-03,2020-05-12,1
410,193,137,2024-11-30,2024-03-12,963.74,Closed,Repair description for property 193,Electrical,25,Flat,17.0,10.0,Plumbing,92.25,2022-09-11,2022-10-08,1
411,193,137,2024-07-18,2024-07-26,812.98,Closed,Repair description for property 193,Other,25,Flat,17.0,10.0,Heating,255.93,2021-09-17,2021-10-21,1
412,193,137,2024-08-19,2024-08-25,1756.32,Closed,Repair description for property 193,Appliance,25,Flat,17.0,10.0,Plumbing,124.03,2022-02-28,2022-04-13,1
413,25,138,2024-12-03,2024-03-19,4568.52,Closed,Repair description for property 25,Appliance,24,Flat,14.0,9.0,General,131.18,2021-02-17,2021-04-26,4
414,25,138,2024-04-07,,,Open,Repair description for property 25,Appliance,24,Flat,14.0,9.0,General,87.4,2022-09-06,2022-11-27,4
415,25,138,2024-12-23,2025-01-22,710.96,Closed,Repair description for property 25,Structural,24,Flat,14.0,9.0,Heating,174.61,2021-12-25,2022-01-09,4
416,25,138,2024-05-10,,,In Progress,Repair description for property 25,Other,24,Flat,14.0,9.0,Windows,570.29,2020-06-20,2020-08-10,4
417,25,138,2024-09-08,2024-08-21,2467.13,Closed,Repair description for property 25,Other,24,Flat,14.0,9.0,Heating,312.03,2020-10-14,2020-10-27,4
418,18,139,2024-05-11,,,Open,Repair description for property 18,Electrical,15,House,8.0,4.0,Electrical,75.06,2021-03-10,2021-06-01,8
419,266,140,2024-08-25,2024-09-21,57.88,Closed,Repair description for property 266,Other,71,Flat,22.0,,Roofing,501.14,2021-11-16,2022-01-04,2
420,266,140,2024-07-08,,,Open,Repair description for property 266,Electrical,71,Flat,22.0,,Roofing,344.01,2020-04-22,2020-07-01,2
421,266,140,2024-06-16,2024-06-23,1544.59,Closed,Repair description for property 266,Plumbing,71,Flat,22.0,,Structural,2341.01,2022-06-06,2022-08-01,2
422,67,141,2024-08-14,2024-08-28,796.2,Closed,Repair description for property 67,Structural,103,House,9.0,5.0,Roofing,1096.57,2022-07-05,2022-09-19,4
423,67,141,2024-12-08,2024-08-28,222.39,Closed,Repair description for property 67,Appliance,103,House,9.0,5.0,Structural,1686.58,2022-09-21,2022-11-11,4
424,67,141,2024-11-27,2024-12-19,2610.88,Closed,Repair description for property 67,Plumbing,103,House,9.0,5.0,Electrical,176.63,2020-05-01,2020-06-07,4
425,209,142,2025-01-15,2025-08-02,551.96,Closed,Repair description for property 209,Appliance,51,Flat,4.0,2.0,Structural,2514.18,2021-06-27,2021-07-14,6
426,209,142,2025-02-20,2025-02-25,2894.68,Closed,Repair description for property 209,Appliance,51,Flat,4.0,2.0,Roofing,1002.43,2020-08-09,2020-10-06,6
427,209,142,2024-12-03,2024-03-28,3286.4,Closed,Repair description for property 209,Appliance,51,Flat,4.0,2.0,Structural,2670.68,2021-09-22,2021-12-18,6
428,209,142,2024-07-25,,,In Progress,Repair description for property 209,Appliance,51,Flat,4.0,2.0,Structural,1014.6,2020-02-08,2020-03-08,6
429,480,143,2024-08-04,2024-04-05,4021.97,Closed,Repair description for property 480,Appliance,73,House,,,Electrical,66.79,2021-05-11,2021-06-13,4
430,480,143,2024-06-14,2024-06-30,3574.52,Closed,Repair description for property 480,Other,73,House,,,Heating,180.92,2022-02-18,2022-04-19,4
431,480,143,2024-08-24,2024-08-30,4904.64,Closed,Repair description for property 480,Other,73,House,,,Damp,198.52,2020-08-20,2020-11-17,4
432,95,144,2024-03-18,2024-03-19,1718.72,Closed,Repair description for property 95,Other,37,House,13.0,8.0,Plumbing,160.92,2022-07-31,2022-09-24,6
433,95,144,2024-10-17,2024-11-13,3091.87,Closed,Repair description for property 95,Appliance,37,House,13.0,8.0,Windows,761.96,2021-06-13,2021-06-23,6
434,95,144,2024-07-19,2024-07-29,247.23,Closed,Repair description for property 95,Appliance,37,House,13.0,8.0,General,44.33,2020-05-28,2020-07-14,6
435,95,144,2024-06-07,2024-04-08,3016.67,Closed,Repair description for property 95,Structural,37,House,13.0,8.0,Heating,136.63,2021-01-31,2021-02-23,6
436,254,145,2024-07-24,2024-03-08,3845.83,Closed,Repair description for property 254,Plumbing,47,Flat,19.0,,Roofing,842.64,2021-10-22,2022-01-15,5
437,254,145,2024-05-25,2024-04-06,1816.58,Closed,Repair description for property 254,Plumbing,47,Flat,19.0,,Structural,2834.69,2021-09-29,2021-10-20,5
438,254,145,2024-07-13,2024-03-08,226.29,Closed,Repair description for property 254,Plumbing,47,Flat,19.0,,Windows,389.69,2022-06-22,2022-07-05,5
439,267,146,2025-08-02,2025-02-21,1280.7,Closed,Repair description for property 267,Plumbing,29,Flat,20.0,,Heating,252.17,2020-10-28,2020-11-30,4
440,267,146,2024-05-29,2024-06-22,765.99,Closed,Repair description for property 267,Appliance,29,Flat,20.0,,General,44.57,2020-12-25,2021-01-18,4
441,267,146,2024-07-21,,,In Progress,Repair description for property 267,Appliance,29,Flat,20.0,,Heating,144.5,2020-08-25,2020-09-05,4
442,24,147,2024-10-25,,,In Progress,Repair description for property 24,Plumbing,25,Flat,17.0,10.0,Plumbing,247.46,2021-10-08,2021-10-25,8
443,24,147,2025-01-18,2025-01-20,776.41,Closed,Repair description for property 24,Plumbing,25,Flat,17.0,10.0,Plumbing,243.37,2021-10-24,2021-12-31,8
444,24,147,2024-08-15,2024-08-09,439.89,Closed,Repair description for property 24,Structural,25,Flat,17.0,10.0,Plumbing,60.94,2020-08-23,2020-10-09,8
445,24,147,2024-07-25,2024-07-31,4754.28,Closed,Repair description for property 24,Structural,25,Flat,17.0,10.0,Windows,771.09,2022-01-05,2022-01-30,8
446,24,147,2024-03-29,,,Open,Repair description for property 24,Appliance,25,Flat,17.0,10.0,Heating,291.74,2020-07-21,2020-10-02,8
447,223,148,2024-11-20,2024-11-30,3097.13,Closed,Repair description for property 223,Other,24,Flat,14.0,9.0,Windows,720.75,2020-09-12,2020-10-03,6
448,262,149,2024-08-03,,,In Progress,Repair description for property 262,Other,74,Flat,21.0,,Roofing,845.69,2021-08-20,2021-11-12,6
449,262,149,2024-06-29,2024-07-29,2212.88,Closed,Repair description for property 262,Electrical,74,Flat,21.0,,Roofing,918.72,2021-10-23,2022-01-14,6
450,427,150,2024-06-15,2024-05-07,2023.42,Closed,Repair description for property 427,Electrical,73,Flat,,,Electrical,123.33,2020-08-22,2020-11-13,1
451,427,150,2024-03-16,2024-03-17,2065.55,Closed,Repair description for property 427,Plumbing,73,Flat,,,Damp,716.83,2020-12-10,2020-12-22,1
452,427,150,2024-07-29,2024-07-08,1371.91,Closed,Repair description for property 427,Other,73,Flat,,,Structural,849.13,2021-06-17,2021-07-24,1
453,6,151,2025-08-01,2025-09-01,3559.59,Closed,Repair description for property 6,Electrical,57,Flat,3.0,1.0,Structural,574.93,2022-05-09,2022-06-20,8
454,6,151,2025-01-25,2025-02-18,3574.57,Closed,Repair description for property 6,Appliance,57,Flat,3.0,1.0,Heating,192.38,2022-03-07,2022-03-24,8
455,6,151,2024-01-05,2024-05-21,1677.32,Closed,Repair description for property 6,Appliance,57,Flat,3.0,1.0,Heating,311.4,2022-02-19,2022-04-08,8
456,117,152,2024-05-17,2024-05-28,1632.23,Closed,Repair description for property 117,Appliance,98,Flat,7.0,4.0,Electrical,80.28,2021-04-10,2021-05-08,1
457,117,152,2024-11-12,2025-04-01,2519.92,Closed,Repair description for property 117,Other,98,Flat,7.0,4.0,Damp,722.42,2022-02-08,2022-03-21,1
458,117,152,2024-06-03,2024-03-19,1315.68,Closed,Repair description for property 117,Plumbing,98,Flat,7.0,4.0,Roofing,1463.89,2021-06-24,2021-08-10,1
459,117,152,2024-03-25,,,Open,Repair description for property 117,Appliance,98,Flat,7.0,4.0,Damp,229.82,2020-07-31,2020-08-18,1
460,46,153,2024-03-09,2024-09-27,4925.1,Closed,Repair description for property 46,Structural,49,Flat,11.0,6.0,Structural,801.4,2021-04-07,2021-06-24,4
461,46,153,2024-09-24,2024-05-10,2284.92,Closed,Repair description for property 46,Appliance,49,Flat,11.0,6.0,Structural,2756.13,2021-03-11,2021-05-21,4
462,46,153,2025-11-02,2025-02-03,875.33,Closed,Repair description for property 46,Structural,49,Flat,11.0,6.0,Structural,666.11,2020-10-09,2020-10-22,4
463,46,153,2024-05-13,2024-07-06,165.87,Closed,Repair description for property 46,Structural,49,Flat,11.0,6.0,Structural,1834.92,2021-07-15,2021-10-05,4
464,46,153,2024-05-18,,,Open,Repair description for property 46,Appliance,49,Flat,11.0,6.0,Structural,855.34,2021-08-29,2021-09-11,4
465,17,154,2024-12-21,2025-01-18,661.3,Closed,Repair description for property 17,Appliance,24,Flat,14.0,9.0,Windows,702.87,2021-04-07,2021-05-08,4
466,17,154,2024-07-11,2024-11-11,2875.19,Closed,Repair description for property 17,Electrical,24,Flat,14.0,9.0,Heating,383.38,2021-02-10,2021-02-12,4
467,17,154,2024-07-12,,,In Progress,Repair description for property 17,Other,24,Flat,14.0,9.0,Heating,304.97,2020-03-28,2020-04-13,4
468,17,154,2024-01-08,2024-08-08,2119.99,Closed,Repair description for property 17,Other,24,Flat,14.0,9.0,Windows,498.3,2020-02-13,2020-02-22,4
469,17,154,2024-07-10,2024-10-19,3169.86,Closed,Repair description for property 17,Structural,24,Flat,14.0,9.0,Windows,570.71,2021-04-05,2021-06-17,4
470,463,155,2024-05-28,2024-05-06,4302.33,Closed,Repair description for property 463,Appliance,73,Flat,,,Roofing,1342.69,2020-10-04,2020-11-11,6
471,463,155,2024-04-07,2024-03-08,2274.81,Closed,Repair description for property 463,Electrical,73,Flat,,,Structural,1926.52,2021-11-13,2022-01-27,6
472,463,155,2024-06-08,2024-08-24,4157.84,Closed,Repair description for property 463,Appliance,73,Flat,,,Damp,175.83,2021-02-24,2021-04-19,6
473,463,155,2024-03-28,2024-04-27,536.7,Closed,Repair description for property 463,Other,73,Flat,,,Heating,379.28,2021-12-01,2022-01-26,6
474,463,155,2024-03-29,2024-12-04,2080.95,Closed,Repair description for property 463,Plumbing,73,Flat,,,Damp,736.1,2020-12-18,2021-03-14,6
475,358,156,2024-04-11,2024-11-24,2541.64,Closed,Repair description for property 358,Plumbing,74,Flat,21.0,,Damp,725.04,2021-11-26,2022-02-21,8
476,358,156,2024-04-26,2024-10-05,4730.17,Closed,Repair description for property 358,Structural,74,Flat,21.0,,Roofing,558.81,2021-05-29,2021-07-13,8
477,358,156,2024-04-20,2024-09-05,3146.2,Closed,Repair description for property 358,Plumbing,74,Flat,21.0,,Heating,297.67,2021-12-03,2022-01-06,8
478,358,156,2024-08-21,2024-10-09,4423.39,Closed,Repair description for property 358,Appliance,74,Flat,21.0,,Damp,484.78,2021-09-21,2021-09-30,8
479,358,156,2024-05-20,2024-05-27,4259.03,Closed,Repair description for property 358,Electrical,74,Flat,21.0,,Structural,2128.08,2020-01-19,2020-04-16,8
480,4,157,2024-08-22,,,Open,Repair description for property 4,Electrical,49,House,11.0,6.0,Structural,529.27,2020-01-23,2020-01-31,7
481,4,157,2024-06-30,,,Open,Repair description for property 4,Structural,49,House,11.0,6.0,Structural,1555.09,2021-02-16,2021-02-23,7
482,4,157,2024-12-21,2025-01-19,202.9,Closed,Repair description for property 4,Other,49,House,11.0,6.0,Structural,1237.6,2020-01-30,2020-03-06,7
483,4,157,2024-05-07,2024-07-27,3036.08,Closed,Repair description for property 4,Electrical,49,House,11.0,6.0,Structural,1715.0,2022-03-17,2022-04-04,7
484,219,158,2024-05-07,2024-09-07,4028.25,Closed,Repair description for property 219,Structural,25,Flat,17.0,10.0,Heating,393.15,2020-04-17,2020-04-20,8
485,219,158,2024-07-12,2024-12-31,4814.25,Closed,Repair description for property 219,Plumbing,25,Flat,17.0,10.0,Windows,444.14,2021-01-01,2021-01-29,8
486,406,159,2024-03-14,2024-11-04,2622.85,Closed,Repair description for property 406,Appliance,47,House,19.0,,Plumbing,225.44,2020-10-07,2020-12-16,4
487,61,160,2025-01-21,,,In Progress,Repair description for property 61,Other,49,House,11.0,6.0,Structural,1943.0,2020-05-07,2020-06-20,3
488,61,160,2024-12-27,,,Open,Repair description for property 61,Appliance,49,House,11.0,6.0,Structural,609.35,2020-08-16,2020-09-06,3
489,61,160,2024-06-25,,,Open,Repair description for property 61,Structural,49,House,11.0,6.0,Structural,807.51,2020-04-20,2020-05-18,3
490,61,160,2024-07-08,,,Open,Repair description for property 61,Structural,49,House,11.0,6.0,Structural,1896.61,2020-05-15,2020-07-08,3
491,111,161,2024-10-06,2024-06-25,2171.51,Closed,Repair description for property 111,Plumbing,15,Flat,8.0,4.0,Electrical,110.62,2020-12-27,2021-02-19,8
492,111,161,2025-04-01,2025-01-13,3801.81,Closed,Repair description for property 111,Other,15,Flat,8.0,4.0,Electrical,99.05,2020-07-04,2020-09-07,8
493,111,161,2024-12-31,,,In Progress,Repair description for property 111,Appliance,15,Flat,8.0,4.0,General,113.44,2021-10-17,2021-11-07,8
494,111,161,2024-03-27,2024-04-26,1253.19,Closed,Repair description for property 111,Appliance,15,Flat,8.0,4.0,Plumbing,213.49,2021-08-06,2021-08-19,8
495,319,162,2024-10-14,2024-04-11,3483.89,Closed,Repair description for property 319,Appliance,74,Block of Flats,21.0,,Roofing,1214.74,2020-05-08,2020-07-04,7
496,319,162,2024-02-29,2024-08-03,3797.05,Closed,Repair description for property 319,Structural,74,Block of Flats,21.0,,Electrical,169.67,2022-05-25,2022-07-13,7
497,429,163,2024-11-03,2024-06-04,2279.36,Closed,Repair description for property 429,Structural,73,Flat,,,Heating,230.67,2020-09-17,2020-11-10,1
498,429,163,2024-12-05,2024-05-14,3818.55,Closed,Repair description for property 429,Electrical,73,Flat,,,Roofing,1281.4,2021-05-29,2021-06-08,1
499,429,163,2024-04-06,2024-12-06,4406.84,Closed,Repair description for property 429,Other,73,Flat,,,Heating,136.06,2021-03-24,2021-05-16,1
