request_id,tenantid,propertyid,patch_id,request_type,description,request_date,status,resolution_date,property_age_years,propertytype,blockid,simulated_request_type
271,90,279,1,Structural,Repair description for property 279,2021-01-31,Open,,47,Block of Flats,18.0,Plumbing
272,90,279,1,Electrical,Repair description for property 279,2021-09-16,Closed,2025-03-01,47,Block of Flats,18.0,Plumbing
273,90,279,1,Other,Repair description for property 279,2020-04-14,Closed,2025-02-14,47,Block of Flats,18.0,Plumbing
274,91,382,6,Structural,Repair description for property 382,2020-07-10,Closed,2024-12-16,29,Flat,20.0,Plumbing
275,91,382,6,Appliance,Repair description for property 382,2020-01-17,Closed,2024-03-12,29,Flat,20.0,General
276,91,382,6,Plumbing,Repair description for property 382,2020-04-29,Closed,2024-06-20,29,Flat,20.0,Windows
277,91,382,6,Appliance,Repair description for property 382,2021-01-27,Open,,29,Flat,20.0,Plumbing
278,91,382,6,Structural,Repair description for property 382,2021-02-28,Closed,2024-07-23,29,Flat,20.0,Heating
279,92,473,3,Plumbing,Repair description for property 473,2020-05-08,Open,,73,Flat,,Heating
280,93,363,1,Other,Repair description for property 363,2020-05-09,Closed,2024-12-17,47,Flat,18.0,Plumbing
281,93,363,1,Plumbing,Repair description for property 363,2021-07-25,In Progress,,47,Flat,18.0,Plumbing
282,93,363,1,Structural,Repair description for property 363,2021-07-13,Closed,2024-12-08,47,Flat,18.0,Plumbing
283,94,325,6,Plumbing,Repair description for property 325,2020-01-29,Closed,2024-06-15,71,Block of Flats,22.0,Roofing
284,94,325,6,Electrical,Repair description for property 325,2020-04-06,Closed,2024-06-11,71,Block of Flats,22.0,Roofing
285,95,432,6,Appliance,Repair description for property 432,2020-01-10,Closed,2024-10-30,73,Flat,,Heating
286,95,432,6,Other,Repair description for property 432,2020-08-29,Closed,2024-10-26,73,Flat,,Electrical
287,96,348,4,Electrical,Repair description for property 348,2022-04-05,Closed,2025-03-13,71,Flat,22.0,Structural
288,96,348,4,Other,Repair description for property 348,2022-08-13,Closed,2024-03-14,71,Flat,22.0,Damp
289,97,87,6,Other,Repair description for property 87,2020-08-19,Closed,2024-04-30,49,Flat,11.0,Structural
290,97,87,6,Electrical,Repair description for property 87,2022-02-27,In Progress,,49,Flat,11.0,Structural
291,97,87,6,Appliance,Repair description for property 87,2020-10-10,Closed,2024-10-16,49,Flat,11.0,Structural
292,97,87,6,Electrical,Repair description for property 87,2021-12-15,Closed,2024-12-05,49,Flat,11.0,Structural
293,98,76,2,Appliance,Repair description for property 76,2022-01-28,Closed,2024-10-17,15,House,2.0,General
294,99,439,7,Structural,Repair description for property 439,2022-03-12,Closed,2024-09-12,73,House,,Heating
295,100,16,5,Appliance,Repair description for property 16,2022-02-14,Closed,2024-01-04,15,Flat,8.0,Electrical
296,100,16,5,Structural,Repair description for property 16,2022-08-12,Closed,2024-03-05,15,Flat,8.0,Electrical
297,100,16,5,Plumbing,Repair description for property 16,2021-12-26,Closed,2024-10-07,15,Flat,8.0,General
298,100,16,5,Structural,Repair description for property 16,2020-07-18,In Progress,,15,Flat,8.0,General
299,101,250,3,Appliance,Repair description for property 250,2022-08-02,In Progress,,74,House,21.0,Electrical
300,101,250,3,Appliance,Repair description for property 250,2020-03-19,In Progress,,74,House,21.0,Heating
301,101,250,3,Appliance,Repair description for property 250,2022-07-01,Closed,2024-03-12,74,House,21.0,Heating
302,101,250,3,Electrical,Repair description for property 250,2022-08-13,Closed,2024-08-30,74,House,21.0,Heating
303,102,434,8,Plumbing,Repair description for property 434,2022-05-04,Closed,2024-04-23,73,Block of Flats,,Roofing
304,103,20,3,Structural,Repair description for property 20,2022-05-05,Closed,2024-08-09,80,Flat,10.0,Electrical
305,104,323,4,Other,Repair description for property 323,2020-06-21,Closed,2025-11-02,74,Block of Flats,21.0,Structural
306,104,323,4,Electrical,Repair description for property 323,2021-04-11,In Progress,,74,Block of Flats,21.0,Damp
307,104,323,4,Structural,Repair description for property 323,2021-08-03,In Progress,,74,Block of Flats,21.0,Structural
308,104,323,4,Plumbing,Repair description for property 323,2021-02-19,Closed,2024-08-23,74,Block of Flats,21.0,Electrical
309,104,323,4,Other,Repair description for property 323,2022-07-28,Open,,74,Block of Flats,21.0,Damp
310,105,333,4,Electrical,Repair description for property 333,2021-03-24,Closed,2024-03-07,29,Flat,20.0,Heating
311,105,333,4,Plumbing,Repair description for property 333,2020-03-27,Open,,29,Flat,20.0,Windows
312,105,333,4,Appliance,Repair description for property 333,2020-04-10,In Progress,,29,Flat,20.0,General
313,105,333,4,Plumbing,Repair description for property 333,2020-01-08,In Progress,,29,Flat,20.0,Windows
314,106,57,8,Appliance,Repair description for property 57,2022-04-24,Closed,2025-12-02,98,Flat,7.0,Heating
315,107,302,1,Plumbing,Repair description for property 302,2020-07-18,Open,,47,Block of Flats,19.0,Roofing
316,108,230,5,Structural,Repair description for property 230,2021-05-19,Closed,2024-08-30,71,Flat,22.0,Structural
317,108,230,5,Appliance,Repair description for property 230,2020-03-27,Closed,2024-07-25,71,Flat,22.0,Damp
318,108,230,5,Appliance,Repair description for property 230,2020-02-12,Closed,2024-06-12,71,Flat,22.0,Damp
319,108,230,5,Other,Repair description for property 230,2021-01-19,Closed,2024-08-10,71,Flat,22.0,Electrical
320,108,230,5,Other,Repair description for property 230,2021-09-12,Closed,2024-06-11,71,Flat,22.0,Electrical
321,109,332,1,Structural,Repair description for property 332,2021-03-10,Closed,2024-08-31,71,Flat,22.0,Heating
322,109,332,1,Electrical,Repair description for property 332,2021-02-11,In Progress,,71,Flat,22.0,Damp
323,110,133,1,Appliance,Repair description for property 133,2021-04-27,Closed,2025-02-22,15,Flat,2.0,Electrical
324,110,133,1,Plumbing,Repair description for property 133,2021-10-25,Closed,2024-05-24,15,Flat,2.0,Electrical
325,110,133,1,Appliance,Repair description for property 133,2020-01-17,Closed,2025-01-16,15,Flat,2.0,Electrical
326,110,133,1,Appliance,Repair description for property 133,2021-10-06,Closed,2024-04-05,15,Flat,2.0,Electrical
327,110,133,1,Plumbing,Repair description for property 133,2020-05-27,Open,,15,Flat,2.0,Plumbing
328,111,138,1,Electrical,Repair description for property 138,2020-10-03,Closed,2024-11-13,78,Block of Flats,5.0,Electrical
329,111,138,1,Plumbing,Repair description for property 138,2020-08-19,Closed,2025-02-27,78,Block of Flats,5.0,Heating
330,111,138,1,Appliance,Repair description for property 138,2022-04-05,Closed,2024-06-11,78,Block of Flats,5.0,Damp
331,111,138,1,Appliance,Repair description for property 138,2022-07-15,Closed,2024-06-13,78,Block of Flats,5.0,Structural
332,112,424,3,Plumbing,Repair description for property 424,2020-12-31,Closed,2024-02-07,71,Flat,22.0,Damp
333,112,424,3,Plumbing,Repair description for property 424,2020-08-15,Closed,2025-07-01,71,Flat,22.0,Electrical
334,112,424,3,Appliance,Repair description for property 424,2021-10-12,Closed,2024-10-12,71,Flat,22.0,Electrical
335,112,424,3,Other,Repair description for property 424,2021-03-11,Closed,2025-01-13,71,Flat,22.0,Structural
336,113,336,8,Appliance,Repair description for property 336,2021-02-02,In Progress,,47,Flat,18.0,Plumbing
337,113,336,8,Structural,Repair description for property 336,2020-07-29,Closed,2025-08-03,47,Flat,18.0,Plumbing
338,113,336,8,Electrical,Repair description for property 336,2021-01-25,Closed,2024-03-07,47,Flat,18.0,Plumbing
339,113,336,8,Other,Repair description for property 336,2021-05-13,Closed,2025-07-01,47,Flat,18.0,Plumbing
340,114,26,6,Structural,Repair description for property 26,2021-06-23,Closed,2024-06-22,78,Flat,5.0,Roofing
341,114,26,6,Plumbing,Repair description for property 26,2021-07-16,Closed,2025-11-01,78,Flat,5.0,Heating
342,114,26,6,Plumbing,Repair description for property 26,2021-05-05,Closed,2024-09-22,78,Flat,5.0,Roofing
343,115,465,4,Appliance,Repair description for property 465,2021-03-17,Closed,2024-03-27,73,Block of Flats,,Roofing
344,115,465,4,Electrical,Repair description for property 465,2020-09-17,Closed,2024-09-30,73,Block of Flats,,Heating
345,115,465,4,Structural,Repair description for property 465,2022-02-11,Closed,2025-10-02,73,Block of Flats,,Roofing
346,116,282,4,Appliance,Repair description for property 282,2020-12-15,Closed,2024-12-17,71,Flat,22.0,Roofing
347,117,248,1,Structural,Repair description for property 248,2020-12-17,Closed,2024-10-18,47,House,19.0,Heating
348,117,248,1,Other,Repair description for property 248,2021-06-03,Closed,2024-06-06,47,House,19.0,Roofing
349,117,248,1,Structural,Repair description for property 248,2020-11-15,Closed,2024-12-17,47,House,19.0,Roofing
350,117,248,1,Appliance,Repair description for property 248,2020-05-17,Closed,2024-09-06,47,House,19.0,Roofing
351,117,248,1,Structural,Repair description for property 248,2021-07-03,Closed,2024-08-10,47,House,19.0,Plumbing
352,118,238,6,Electrical,Repair description for property 238,2021-09-14,Open,,47,Flat,18.0,Plumbing
353,118,238,6,Plumbing,Repair description for property 238,2022-09-18,Open,,47,Flat,18.0,Plumbing
354,118,238,6,Plumbing,Repair description for property 238,2021-01-02,Closed,2024-04-24,47,Flat,18.0,Plumbing
355,118,238,6,Appliance,Repair description for property 238,2020-08-07,Closed,2024-09-16,47,Flat,18.0,Plumbing
356,118,238,6,Plumbing,Repair description for property 238,2020-12-02,Closed,2024-04-08,47,Flat,18.0,Plumbing
357,119,118,6,Appliance,Repair description for property 118,2020-08-10,Closed,2024-10-06,80,Flat,10.0,Structural
358,119,118,6,Plumbing,Repair description for property 118,2021-10-09,Closed,2024-09-15,80,Flat,10.0,Electrical
359,120,43,2,Electrical,Repair description for property 43,2022-02-06,In Progress,,47,Block of Flats,16.0,Windows
360,120,43,2,Structural,Repair description for property 43,2020-12-25,Closed,2024-03-08,47,Block of Flats,16.0,Heating
361,120,43,2,Structural,Repair description for property 43,2022-07-09,Closed,2024-11-04,47,Block of Flats,16.0,Roofing
362,120,43,2,Structural,Repair description for property 43,2020-11-24,Closed,2024-09-12,47,Block of Flats,16.0,Windows
363,120,43,2,Electrical,Repair description for property 43,2022-08-19,Closed,2024-11-08,47,Block of Flats,16.0,Structural
364,121,221,3,Electrical,Repair description for property 221,2021-04-07,Closed,2024-12-09,98,Flat,7.0,Damp
365,121,221,3,Structural,Repair description for property 221,2022-08-03,Closed,2024-07-22,98,Flat,7.0,Structural
366,121,221,3,Other,Repair description for property 221,2022-08-20,Closed,2024-09-23,98,Flat,7.0,Damp
367,121,221,3,Appliance,Repair description for property 221,2021-07-14,Closed,2025-02-22,98,Flat,7.0,Heating
368,122,177,3,Structural,Repair description for property 177,2022-03-14,In Progress,,23,Flat,15.0,General
369,122,177,3,Appliance,Repair description for property 177,2021-01-16,Closed,2024-01-05,23,Flat,15.0,General
370,122,177,3,Other,Repair description for property 177,2022-04-15,Closed,2024-07-05,23,Flat,15.0,Windows
371,122,177,3,Electrical,Repair description for property 177,2021-08-12,Closed,2025-05-01,23,Flat,15.0,Plumbing
372,123,321,8,Plumbing,Repair description for property 321,2021-09-08,Closed,2025-01-17,47,Flat,19.0,Heating
373,123,321,8,Other,Repair description for property 321,2020-06-17,Closed,2024-07-16,47,Flat,19.0,Plumbing
374,124,154,3,Structural,Repair description for property 154,2020-08-04,Closed,2024-12-13,23,House,15.0,Heating
375,124,154,3,Structural,Repair description for property 154,2021-01-12,Closed,2024-03-19,23,House,15.0,Plumbing
376,124,154,3,Plumbing,Repair description for property 154,2020-04-28,Closed,2024-06-29,23,House,15.0,General
377,125,232,4,Structural,Repair description for property 232,2020-07-08,Open,,74,Flat,21.0,Electrical
378,126,228,6,Other,Repair description for property 228,2022-02-05,Closed,2024-09-12,71,House,22.0,Roofing
379,127,418,2,Plumbing,Repair description for property 418,2021-01-04,Closed,2024-12-27,74,Flat,21.0,Roofing
380,127,418,2,Appliance,Repair description for property 418,2022-02-16,Closed,2024-02-10,74,Flat,21.0,Structural
381,127,418,2,Other,Repair description for property 418,2020-05-28,Open,,74,Flat,21.0,Damp
382,127,418,2,Plumbing,Repair description for property 418,2021-11-06,Closed,2024-03-08,74,Flat,21.0,Roofing
383,128,204,1,Plumbing,Repair description for property 204,2021-10-13,Closed,2024-09-18,103,Flat,9.0,Heating
384,128,204,1,Electrical,Repair description for property 204,2022-05-08,Closed,2024-11-22,103,Flat,9.0,Damp
385,129,127,2,Electrical,Repair description for property 127,2021-05-02,Closed,2024-04-13,51,Flat,4.0,Structural
386,129,127,2,Structural,Repair description for property 127,2022-02-08,Closed,2024-10-14,51,Flat,4.0,Roofing
387,129,127,2,Electrical,Repair description for property 127,2021-01-08,Closed,2024-12-31,51,Flat,4.0,Structural
388,130,330,8,Appliance,Repair description for property 330,2022-02-19,Closed,2024-11-26,29,Flat,20.0,Windows
389,130,330,8,Structural,Repair description for property 330,2021-11-23,Closed,2024-10-26,29,Flat,20.0,Windows
390,130,330,8,Electrical,Repair description for property 330,2020-06-08,Closed,2024-01-05,29,Flat,20.0,Windows
391,131,32,1,Appliance,Repair description for property 32,2020-12-16,Closed,2024-05-21,103,House,9.0,Electrical
392,132,114,6,Electrical,Repair description for property 114,2022-06-30,In Progress,,8,Flat,6.0,General
393,132,114,6,Structural,Repair description for property 114,2020-10-14,Closed,2024-09-21,8,Flat,6.0,General
394,132,114,6,Appliance,Repair description for property 114,2020-10-14,Closed,2025-01-18,8,Flat,6.0,General
395,133,471,5,Appliance,Repair description for property 471,2022-06-10,Open,,73,House,,Damp
396,133,471,5,Appliance,Repair description for property 471,2020-08-13,Closed,2024-12-28,73,House,,Heating
397,133,471,5,Plumbing,Repair description for property 471,2021-06-06,Closed,2024-03-28,73,House,,Damp
398,134,272,8,Plumbing,Repair description for property 272,2021-06-05,Closed,2025-10-03,47,Flat,19.0,Structural
399,134,272,8,Electrical,Repair description for property 272,2022-02-21,In Progress,,47,Flat,19.0,Heating
400,134,272,8,Other,Repair description for property 272,2020-09-29,Closed,2024-07-27,47,Flat,19.0,Windows
401,135,141,8,Appliance,Repair description for property 141,2022-07-24,Closed,2024-05-13,24,House,14.0,Plumbing
402,135,141,8,Appliance,Repair description for property 141,2021-02-05,Closed,2024-06-11,24,House,14.0,Plumbing
403,135,141,8,Electrical,Repair description for property 141,2020-07-01,Closed,2024-03-18,24,House,14.0,General
404,135,141,8,Other,Repair description for property 141,2022-08-26,Closed,2024-06-26,24,House,14.0,Heating
405,136,58,1,Structural,Repair description for property 58,2021-10-26,Closed,2024-05-16,49,Flat,11.0,Structural
406,136,58,1,Other,Repair description for property 58,2021-05-02,Open,,49,Flat,11.0,Structural
407,136,58,1,Plumbing,Repair description for property 58,2022-04-06,Closed,2024-12-28,49,Flat,11.0,Structural
408,136,58,1,Structural,Repair description for property 58,2022-04-25,Closed,2025-05-02,49,Flat,11.0,Structural
409,137,193,1,Electrical,Repair description for property 193,2020-05-03,Closed,2024-09-08,25,Flat,17.0,Heating
410,137,193,1,Electrical,Repair description for property 193,2022-09-11,Closed,2024-03-12,25,Flat,17.0,Plumbing
411,137,193,1,Other,Repair description for property 193,2021-09-17,Closed,2024-07-26,25,Flat,17.0,Heating
412,137,193,1,Appliance,Repair description for property 193,2022-02-28,Closed,2024-08-25,25,Flat,17.0,Plumbing
413,138,25,4,Appliance,Repair description for property 25,2021-02-17,Closed,2024-03-19,24,Flat,14.0,General
414,138,25,4,Appliance,Repair description for property 25,2022-09-06,Open,,24,Flat,14.0,General
415,138,25,4,Structural,Repair description for property 25,2021-12-25,Closed,2025-01-22,24,Flat,14.0,Heating
416,138,25,4,Other,Repair description for property 25,2020-06-20,In Progress,,24,Flat,14.0,Windows
417,138,25,4,Other,Repair description for property 25,2020-10-14,Closed,2024-08-21,24,Flat,14.0,Heating
418,139,18,8,Electrical,Repair description for property 18,2021-03-10,Open,,15,House,8.0,Electrical
419,140,266,2,Other,Repair description for property 266,2021-11-16,Closed,2024-09-21,71,Flat,22.0,Roofing
420,140,266,2,Electrical,Repair description for property 266,2020-04-22,Open,,71,Flat,22.0,Roofing
421,140,266,2,Plumbing,Repair description for property 266,2022-06-06,Closed,2024-06-23,71,Flat,22.0,Structural
422,141,67,4,Structural,Repair description for property 67,2022-07-05,Closed,2024-08-28,103,House,9.0,Roofing
423,141,67,4,Appliance,Repair description for property 67,2022-09-21,Closed,2024-08-28,103,House,9.0,Structural
424,141,67,4,Plumbing,Repair description for property 67,2020-05-01,Closed,2024-12-19,103,House,9.0,Electrical
425,142,209,6,Appliance,Repair description for property 209,2021-06-27,Closed,2025-08-02,51,Flat,4.0,Structural
426,142,209,6,Appliance,Repair description for property 209,2020-08-09,Closed,2025-02-25,51,Flat,4.0,Roofing
427,142,209,6,Appliance,Repair description for property 209,2021-09-22,Closed,2024-03-28,51,Flat,4.0,Structural
428,142,209,6,Appliance,Repair description for property 209,2020-02-08,In Progress,,51,Flat,4.0,Structural
429,143,480,4,Appliance,Repair description for property 480,2021-05-11,Closed,2024-04-05,73,House,,Electrical
430,143,480,4,Other,Repair description for property 480,2022-02-18,Closed,2024-06-30,73,House,,Heating
431,143,480,4,Other,Repair description for property 480,2020-08-20,Closed,2024-08-30,73,House,,Damp
432,144,95,6,Other,Repair description for property 95,2022-07-31,Closed,2024-03-19,37,House,13.0,Plumbing
433,144,95,6,Appliance,Repair description for property 95,2021-06-13,Closed,2024-11-13,37,House,13.0,Windows
434,144,95,6,Appliance,Repair description for property 95,2020-05-28,Closed,2024-07-29,37,House,13.0,General
435,144,95,6,Structural,Repair description for property 95,2021-01-31,Closed,2024-04-08,37,House,13.0,Heating
436,145,254,5,Plumbing,Repair description for property 254,2021-10-22,Closed,2024-03-08,47,Flat,19.0,Roofing
437,145,254,5,Plumbing,Repair description for property 254,2021-09-29,Closed,2024-04-06,47,Flat,19.0,Structural
438,145,254,5,Plumbing,Repair description for property 254,2022-06-22,Closed,2024-03-08,47,Flat,19.0,Windows
439,146,267,4,Plumbing,Repair description for property 267,2020-10-28,Closed,2025-02-21,29,Flat,20.0,Heating
440,146,267,4,Appliance,Repair description for property 267,2020-12-25,Closed,2024-06-22,29,Flat,20.0,General
441,146,267,4,Appliance,Repair description for property 267,2020-08-25,In Progress,,29,Flat,20.0,Heating
442,147,24,8,Plumbing,Repair description for property 24,2021-10-08,In Progress,,25,Flat,17.0,Plumbing
443,147,24,8,Plumbing,Repair description for property 24,2021-10-24,Closed,2025-01-20,25,Flat,17.0,Plumbing
444,147,24,8,Structural,Repair description for property 24,2020-08-23,Closed,2024-08-09,25,Flat,17.0,Plumbing
445,147,24,8,Structural,Repair description for property 24,2022-01-05,Closed,2024-07-31,25,Flat,17.0,Windows
446,147,24,8,Appliance,Repair description for property 24,2020-07-21,Open,,25,Flat,17.0,Heating
447,148,223,6,Other,Repair description for property 223,2020-09-12,Closed,2024-11-30,24,Flat,14.0,Windows
448,149,262,6,Other,Repair description for property 262,2021-08-20,In Progress,,74,Flat,21.0,Roofing
449,149,262,6,Electrical,Repair description for property 262,2021-10-23,Closed,2024-07-29,74,Flat,21.0,Roofing
450,150,427,1,Electrical,Repair description for property 427,2020-08-22,Closed,2024-05-07,73,Flat,,Electrical
451,150,427,1,Plumbing,Repair description for property 427,2020-12-10,Closed,2024-03-17,73,Flat,,Damp
452,150,427,1,Other,Repair description for property 427,2021-06-17,Closed,2024-07-08,73,Flat,,Structural
453,151,6,8,Electrical,Repair description for property 6,2022-05-09,Closed,2025-09-01,57,Flat,3.0,Structural
454,151,6,8,Appliance,Repair description for property 6,2022-03-07,Closed,2025-02-18,57,Flat,3.0,Heating
455,151,6,8,Appliance,Repair description for property 6,2022-02-19,Closed,2024-05-21,57,Flat,3.0,Heating
456,152,117,1,Appliance,Repair description for property 117,2021-04-10,Closed,2024-05-28,98,Flat,7.0,Electrical
457,152,117,1,Other,Repair description for property 117,2022-02-08,Closed,2025-04-01,98,Flat,7.0,Damp
458,152,117,1,Plumbing,Repair description for property 117,2021-06-24,Closed,2024-03-19,98,Flat,7.0,Roofing
459,152,117,1,Appliance,Repair description for property 117,2020-07-31,Open,,98,Flat,7.0,Damp
460,153,46,4,Structural,Repair description for property 46,2021-04-07,Closed,2024-09-27,49,Flat,11.0,Structural
461,153,46,4,Appliance,Repair description for property 46,2021-03-11,Closed,2024-05-10,49,Flat,11.0,Structural
462,153,46,4,Structural,Repair description for property 46,2020-10-09,Closed,2025-02-03,49,Flat,11.0,Structural
463,153,46,4,Structural,Repair description for property 46,2021-07-15,Closed,2024-07-06,49,Flat,11.0,Structural
464,153,46,4,Appliance,Repair description for property 46,2021-08-29,Open,,49,Flat,11.0,Structural
465,154,17,4,Appliance,Repair description for property 17,2021-04-07,Closed,2025-01-18,24,Flat,14.0,Windows
466,154,17,4,Electrical,Repair description for property 17,2021-02-10,Closed,2024-11-11,24,Flat,14.0,Heating
467,154,17,4,Other,Repair description for property 17,2020-03-28,In Progress,,24,Flat,14.0,Heating
468,154,17,4,Other,Repair description for property 17,2020-02-13,Closed,2024-08-08,24,Flat,14.0,Windows
469,154,17,4,Structural,Repair description for property 17,2021-04-05,Closed,2024-10-19,24,Flat,14.0,Windows
470,155,463,6,Appliance,Repair description for property 463,2020-10-04,Closed,2024-05-06,73,Flat,,Roofing
471,155,463,6,Electrical,Repair description for property 463,2021-11-13,Closed,2024-03-08,73,Flat,,Structural
472,155,463,6,Appliance,Repair description for property 463,2021-02-24,Closed,2024-08-24,73,Flat,,Damp
473,155,463,6,Other,Repair description for property 463,2021-12-01,Closed,2024-04-27,73,Flat,,Heating
474,155,463,6,Plumbing,Repair description for property 463,2020-12-18,Closed,2024-12-04,73,Flat,,Damp
475,156,358,8,Plumbing,Repair description for property 358,2021-11-26,Closed,2024-11-24,74,Flat,21.0,Damp
476,156,358,8,Structural,Repair description for property 358,2021-05-29,Closed,2024-10-05,74,Flat,21.0,Roofing
477,156,358,8,Plumbing,Repair description for property 358,2021-12-03,Closed,2024-09-05,74,Flat,21.0,Heating
478,156,358,8,Appliance,Repair description for property 358,2021-09-21,Closed,2024-10-09,74,Flat,21.0,Damp
479,156,358,8,Electrical,Repair description for property 358,2020-01-19,Closed,2024-05-27,74,Flat,21.0,Structural
480,157,4,7,Electrical,Repair description for property 4,2020-01-23,Open,,49,House,11.0,Structural
481,157,4,7,Structural,Repair description for property 4,2021-02-16,Open,,49,House,11.0,Structural
482,157,4,7,Other,Repair description for property 4,2020-01-30,Closed,2025-01-19,49,House,11.0,Structural
483,157,4,7,Electrical,Repair description for property 4,2022-03-17,Closed,2024-07-27,49,House,11.0,Structural
484,158,219,8,Structural,Repair description for property 219,2020-04-17,Closed,2024-09-07,25,Flat,17.0,Heating
485,158,219,8,Plumbing,Repair description for property 219,2021-01-01,Closed,2024-12-31,25,Flat,17.0,Windows
486,159,406,4,Appliance,Repair description for property 406,2020-10-07,Closed,2024-11-04,47,House,19.0,Plumbing
487,160,61,3,Other,Repair description for property 61,2020-05-07,In Progress,,49,House,11.0,Structural
488,160,61,3,Appliance,Repair description for property 61,2020-08-16,Open,,49,House,11.0,Structural
489,160,61,3,Structural,Repair description for property 61,2020-04-20,Open,,49,House,11.0,Structural
490,160,61,3,Structural,Repair description for property 61,2020-05-15,Open,,49,House,11.0,Structural
491,161,111,8,Plumbing,Repair description for property 111,2020-12-27,Closed,2024-06-25,15,Flat,8.0,Electrical
492,161,111,8,Other,Repair description for property 111,2020-07-04,Closed,2025-01-13,15,Flat,8.0,Electrical
493,161,111,8,Appliance,Repair description for property 111,2021-10-17,In Progress,,15,Flat,8.0,General
494,161,111,8,Appliance,Repair description for property 111,2021-08-06,Closed,2024-04-26,15,Flat,8.0,Plumbing
495,162,319,7,Appliance,Repair description for property 319,2020-05-08,Closed,2024-04-11,74,Block of Flats,21.0,Roofing
496,162,319,7,Structural,Repair description for property 319,2022-05-25,Closed,2024-08-03,74,Block of Flats,21.0,Electrical
497,163,429,1,Structural,Repair description for property 429,2020-09-17,Closed,2024-06-04,73,Flat,,Heating
498,163,429,1,Electrical,Repair description for property 429,2021-05-29,Closed,2024-05-14,73,Flat,,Roofing
499,163,429,1,Other,Repair description for property 429,2021-03-24,Closed,2024-12-06,73,Flat,,Heating
500,164,30,4,Structural,Repair description for property 30,2022-06-18,Closed,2024-10-23,51,Block of Flats,4.0,Roofing
501,164,30,4,Electrical,Repair description for property 30,2020-04-13,In Progress,,51,Block of Flats,4.0,Heating
502,164,30,4,Appliance,Repair description for property 30,2021-04-27,Closed,2024-03-28,51,Block of Flats,4.0,Structural
503,165,438,8,Structural,Repair description for property 438,2020-08-11,Closed,2024-04-05,73,Flat,,Roofing
504,165,438,8,Other,Repair description for property 438,2022-04-11,Closed,2024-12-22,73,Flat,,Roofing
505,165,438,8,Structural,Repair description for property 438,2022-05-23,Closed,2024-06-27,73,Flat,,Roofing
506,166,472,8,Other,Repair description for property 472,2022-05-15,In Progress,,73,House,,Roofing
507,166,472,8,Electrical,Repair description for property 472,2021-05-05,Closed,2024-09-18,73,House,,Heating
508,167,27,6,Plumbing,Repair description for property 27,2021-04-17,Closed,2024-07-24,103,Flat,9.0,Structural
509,167,27,6,Structural,Repair description for property 27,2020-01-10,Closed,2024-11-09,103,Flat,9.0,Damp
510,167,27,6,Electrical,Repair description for property 27,2021-02-08,Open,,103,Flat,9.0,Roofing
511,167,27,6,Plumbing,Repair description for property 27,2022-06-14,Closed,2024-09-16,103,Flat,9.0,Electrical
512,167,27,6,Structural,Repair description for property 27,2020-10-28,Open,,103,Flat,9.0,Roofing
513,168,8,5,Structural,Repair description for property 8,2020-08-18,Closed,2024-08-17,24,House,14.0,Heating
514,169,454,6,Plumbing,Repair description for property 454,2021-12-31,Open,,73,Flat,,Heating
515,169,454,6,Electrical,Repair description for property 454,2022-07-11,Closed,2024-07-21,73,Flat,,Electrical
516,169,454,6,Electrical,Repair description for property 454,2020-03-06,Open,,73,Flat,,Damp
517,169,454,6,Plumbing,Repair description for property 454,2022-07-25,Open,,73,Flat,,Structural
518,169,454,6,Electrical,Repair description for property 454,2020-04-21,Closed,2024-04-30,73,Flat,,Electrical
519,170,109,6,Electrical,Repair description for property 109,2020-01-13,Closed,2024-12-23,47,Flat,16.0,Structural
520,171,38,1,Plumbing,Repair description for property 38,2021-01-27,Closed,2024-09-05,25,Flat,17.0,Heating
521,171,38,1,Electrical,Repair description for property 38,2021-05-14,Open,,25,Flat,17.0,Windows
522,171,38,1,Plumbing,Repair description for property 38,2022-07-20,Closed,2024-06-30,25,Flat,17.0,Plumbing
523,171,38,1,Other,Repair description for property 38,2021-08-20,Closed,2024-06-14,25,Flat,17.0,Heating
524,171,38,1,Appliance,Repair description for property 38,2020-08-21,Closed,2025-03-22,25,Flat,17.0,Heating
525,172,158,2,Plumbing,Repair description for property 158,2021-08-24,In Progress,,98,Flat,7.0,Heating
526,172,158,2,Appliance,Repair description for property 158,2020-11-09,In Progress,,98,Flat,7.0,Structural
527,173,490,5,Structural,Repair description for property 490,2021-07-19,Closed,2024-09-28,73,Flat,,Heating
528,173,490,5,Structural,Repair description for property 490,2020-01-12,Open,,73,Flat,,Damp
529,174,119,8,Plumbing,Repair description for property 119,2020-07-27,Closed,2024-03-26,49,House,11.0,Structural
530,174,119,8,Other,Repair description for property 119,2022-08-31,Closed,2024-06-12,49,House,11.0,Structural
531,174,119,8,Appliance,Repair description for property 119,2020-01-14,Closed,2024-07-07,49,House,11.0,Structural
532,175,115,7,Structural,Repair description for property 115,2021-09-24,In Progress,,103,Flat,9.0,Damp
533,175,115,7,Plumbing,Repair description for property 115,2021-02-21,Closed,2024-03-05,103,Flat,9.0,Structural
534,175,115,7,Other,Repair description for property 115,2021-03-12,Closed,2024-11-17,103,Flat,9.0,Electrical
535,176,176,6,Other,Repair description for property 176,2021-01-11,Closed,2025-04-02,8,House,6.0,General
536,176,176,6,Appliance,Repair description for property 176,2020-01-20,Closed,2024-03-25,8,House,6.0,General
537,176,176,6,Structural,Repair description for property 176,2021-08-09,Open,,8,House,6.0,General
