propertyid,reading_date,humidity,temperature,incident_source,is_iot_alert,unresolved_flag,response_days,repeat_incident_flag,high_priority_flag,tenantid_x,propertytype,estateid,tenantid_y,children_under_5
367,2025-03-24 09:55:30.359483,73.2,15.7,IoT Alert,True,False,90,True,False,431.0,Flat,,431.0,True
448,2025-03-24 10:55:30.359483,71.3,14.5,IoT Alert,True,False,14,False,False,260.0,Flat,,260.0,True
167,2025-03-24 13:55:30.359483,82.6,13.6,IoT Alert,True,False,0,False,False,444.0,House,1.0,444.0,True
162,2025-03-24 15:55:30.359483,70.3,15.5,IoT Alert,True,True,7,False,False,411.0,Block of Flats,9.0,411.0,False
381,2025-03-24 15:55:30.359483,71.0,15.4,IoT Alert,True,False,0,False,False,245.0,Flat,,245.0,True
255,2025-03-24 16:55:30.359483,73.1,15.0,IoT Alert,True,False,90,False,False,351.0,Flat,,351.0,False
127,2025-03-24 19:55:30.359483,72.0,13.6,IoT Alert,True,True,0,False,False,129.0,Flat,2.0,129.0,True
211,2025-03-24 22:55:30.359483,70.8,15.6,IoT Alert,True,False,14,False,False,189.0,House,5.0,189.0,False
258,2025-03-24 22:55:30.359483,74.5,13.2,IoT Alert,True,False,7,True,False,,House,,,
98,2025-03-24 22:55:30.359483,71.0,13.2,IoT Alert,True,False,14,False,False,268.0,House,9.0,268.0,False
477,2025-03-24 22:55:30.359483,70.3,9.8,IoT Alert,True,False,30,False,False,382.0,Flat,,382.0,False
302,2025-03-25 04:55:30.359483,74.4,14.8,IoT Alert,True,False,60,True,False,107.0,Block of Flats,,107.0,False
163,2025-03-25 05:55:30.359483,74.6,15.6,IoT Alert,True,False,7,False,False,376.0,Flat,2.0,376.0,False
458,2025-03-25 06:55:30.359483,70.5,14.9,IoT Alert,True,False,0,False,False,403.0,House,,403.0,False
370,2025-03-25 06:55:30.359483,77.2,15.5,IoT Alert,True,False,0,False,False,180.0,Flat,,180.0,True
115,2025-03-25 08:55:30.359483,71.6,10.3,IoT Alert,True,False,90,False,False,175.0,Flat,5.0,175.0,False
113,2025-03-25 10:55:30.359483,73.8,14.5,IoT Alert,True,False,60,False,False,295.0,Flat,1.0,295.0,False
143,2025-03-25 12:55:30.359483,72.1,9.5,IoT Alert,True,False,14,False,False,336.0,House,7.0,336.0,True
80,2025-03-25 13:55:30.359483,70.9,12.3,IoT Alert,True,False,30,True,False,65.0,Flat,5.0,65.0,False
133,2025-03-25 13:55:30.359483,86.8,12.6,IoT Alert,True,False,30,False,False,110.0,Flat,1.0,110.0,True
198,2025-03-25 19:55:30.359483,76.1,15.4,IoT Alert,True,False,0,False,False,306.0,Block of Flats,9.0,306.0,False
229,2025-03-25 20:55:30.359483,70.7,14.5,IoT Alert,True,False,90,False,False,207.0,Flat,,207.0,True
297,2025-03-25 21:55:30.359483,73.1,9.7,IoT Alert,True,False,14,False,False,252.0,House,,252.0,False
343,2025-03-25 21:55:30.359483,70.4,15.6,IoT Alert,True,False,7,False,False,338.0,Block of Flats,,338.0,False
464,2025-03-26 01:55:30.359483,88.2,12.7,IoT Alert,True,False,14,False,False,385.0,Flat,,385.0,False
103,2025-03-26 03:55:30.359483,70.8,13.6,IoT Alert,True,False,0,False,False,,House,9.0,,
334,2025-03-26 03:55:30.359483,73.8,15.0,IoT Alert,True,False,0,False,False,36.0,Flat,,36.0,False
40,2025-03-26 03:55:30.359483,70.7,15.4,IoT Alert,True,True,30,False,False,66.0,Flat,3.0,66.0,False
356,2025-03-26 14:55:30.359483,70.2,12.7,IoT Alert,True,False,0,False,False,291.0,Flat,,291.0,True
246,2025-03-26 15:55:30.359483,72.1,11.8,IoT Alert,True,True,30,False,False,203.0,Flat,,203.0,False
450,2025-03-26 17:55:30.359483,74.4,12.7,IoT Alert,True,False,7,False,False,243.0,Flat,,243.0,False
473,2025-03-26 18:55:30.359483,74.8,14.1,IoT Alert,True,False,7,True,False,92.0,Flat,,92.0,False
189,2025-03-26 20:55:30.359483,77.9,13.5,IoT Alert,True,True,7,False,False,,Flat,6.0,,
407,2025-03-26 22:55:30.359483,70.3,13.6,IoT Alert,True,False,7,False,False,13.0,House,,13.0,False
372,2025-03-26 22:55:30.359483,70.4,15.7,IoT Alert,True,True,30,False,False,15.0,Flat,,15.0,False
199,2025-03-26 22:55:30.359483,78.9,13.5,IoT Alert,True,True,7,False,False,254.0,Flat,1.0,254.0,False
258,2025-03-27 00:55:30.359483,71.8,15.5,IoT Alert,True,False,14,False,False,,House,,,
195,2025-03-27 00:55:30.359483,71.5,12.3,IoT Alert,True,False,14,True,False,12.0,House,1.0,12.0,False
178,2025-03-27 05:55:30.359483,74.4,14.7,IoT Alert,True,True,30,False,False,240.0,Block of Flats,9.0,240.0,True
375,2025-03-27 09:55:30.359483,74.7,12.4,IoT Alert,True,False,90,True,False,3.0,Flat,,3.0,False
244,2025-03-27 10:55:30.359483,74.0,14.5,IoT Alert,True,False,30,True,False,,House,,,
393,2025-03-27 11:55:30.359483,74.8,15.3,IoT Alert,True,False,7,False,False,258.0,House,,258.0,False
302,2025-03-27 13:55:30.359483,73.0,10.7,IoT Alert,True,False,0,False,False,107.0,Block of Flats,,107.0,False
399,2025-03-27 14:55:30.359483,70.3,14.9,IoT Alert,True,True,7,False,False,337.0,Flat,,337.0,False
92,2025-03-27 14:55:30.359483,72.0,12.6,IoT Alert,True,True,14,False,False,432.0,House,8.0,432.0,False
24,2025-03-27 16:55:30.359483,72.7,15.4,IoT Alert,True,False,0,False,False,147.0,Flat,10.0,147.0,False
276,2025-03-27 18:55:30.359483,77.6,15.2,IoT Alert,True,False,14,True,False,184.0,House,,184.0,False
223,2025-03-27 18:55:30.359483,72.8,15.6,IoT Alert,True,False,14,False,False,148.0,Flat,9.0,148.0,False
425,2025-03-27 19:55:30.359483,71.5,14.8,IoT Alert,True,False,7,False,False,372.0,Flat,,372.0,True
275,2025-03-27 21:55:30.359483,70.8,13.6,IoT Alert,True,False,30,False,False,222.0,Flat,,222.0,False
436,2025-03-27 23:55:30.359483,70.1,15.4,IoT Alert,True,False,0,False,False,,Block of Flats,,,
120,2025-03-27 23:55:30.359483,72.2,15.5,IoT Alert,True,False,0,False,False,212.0,House,4.0,212.0,False
70,2025-03-28 00:55:30.359483,73.6,15.7,IoT Alert,True,False,30,False,False,78.0,House,8.0,78.0,True
38,2025-03-28 00:55:30.359483,78.0,14.0,IoT Alert,True,True,14,False,False,171.0,Flat,10.0,171.0,False
188,2025-03-28 01:55:30.359483,70.5,14.5,IoT Alert,True,True,30,False,False,,House,7.0,,
265,2025-03-28 03:55:30.359483,72.2,15.6,IoT Alert,True,True,14,False,False,437.0,Flat,,437.0,True
224,2025-03-28 03:55:30.359483,74.9,15.4,IoT Alert,True,True,7,False,False,282.0,Flat,10.0,282.0,False
261,2025-03-28 07:55:30.359483,75.1,15.8,IoT Alert,True,False,60,False,False,374.0,Flat,,374.0,False
139,2025-03-28 07:55:30.359483,75.0,13.8,IoT Alert,True,False,30,False,False,378.0,House,9.0,378.0,True
384,2025-03-28 07:55:30.359483,70.3,14.6,IoT Alert,True,False,30,False,False,330.0,Flat,,330.0,True
35,2025-03-28 08:55:30.359483,77.6,14.9,IoT Alert,True,False,7,False,False,428.0,Block of Flats,4.0,428.0,False
45,2025-03-28 10:55:30.359483,72.6,14.4,IoT Alert,True,True,14,False,False,323.0,House,4.0,323.0,False
152,2025-03-28 11:55:30.359483,70.4,14.0,IoT Alert,True,True,7,False,False,,Block of Flats,7.0,,
13,2025-03-28 15:55:30.359483,70.7,9.5,IoT Alert,True,True,0,False,False,332.0,Flat,10.0,332.0,False
401,2025-03-28 16:55:30.359483,78.9,15.0,IoT Alert,True,False,90,False,False,193.0,Flat,,193.0,False
95,2025-03-28 17:55:30.359483,72.9,15.3,IoT Alert,True,False,0,True,False,144.0,House,8.0,144.0,False
283,2025-03-28 17:55:30.359483,74.7,13.4,IoT Alert,True,False,90,False,False,350.0,Flat,,350.0,False
409,2025-03-28 17:55:30.359483,72.2,15.9,IoT Alert,True,False,14,True,False,20.0,Flat,,20.0,False
334,2025-03-28 18:55:30.359483,78.2,14.6,IoT Alert,True,False,0,False,False,36.0,Flat,,36.0,False
69,2025-03-28 19:55:30.359483,72.6,12.8,IoT Alert,True,False,14,False,False,9.0,Flat,3.0,9.0,False
49,2025-03-28 20:55:30.359483,72.7,14.6,IoT Alert,True,False,60,False,False,,Flat,9.0,,
142,2025-03-29 00:55:30.359483,71.4,15.9,IoT Alert,True,False,30,False,False,186.0,Block of Flats,9.0,186.0,False
450,2025-03-29 01:55:30.359483,72.3,14.9,IoT Alert,True,False,60,False,False,243.0,Flat,,243.0,False
224,2025-03-29 04:55:30.359483,74.6,15.4,IoT Alert,True,True,30,False,False,282.0,Flat,10.0,282.0,False
392,2025-03-29 04:55:30.359483,75.1,15.2,IoT Alert,True,False,30,False,False,70.0,Flat,,70.0,False
493,2025-03-29 05:55:30.359483,70.7,14.8,IoT Alert,True,False,60,False,False,446.0,Flat,,446.0,False
123,2025-03-29 05:55:30.359483,75.5,15.8,IoT Alert,True,True,7,False,False,270.0,Flat,9.0,270.0,False
19,2025-03-29 05:55:30.359483,71.9,12.7,IoT Alert,True,True,14,True,False,58.0,Flat,4.0,58.0,True
303,2025-03-29 09:55:30.359483,74.8,14.3,IoT Alert,True,True,7,False,False,281.0,House,,281.0,False
335,2025-03-29 12:55:30.359483,71.4,15.9,IoT Alert,True,True,90,True,False,30.0,House,,30.0,True
389,2025-03-29 12:55:30.359483,72.0,15.2,IoT Alert,True,False,90,False,False,16.0,Flat,,16.0,False
59,2025-03-29 16:55:30.359483,75.0,14.8,IoT Alert,True,False,0,True,False,,Block of Flats,9.0,,
348,2025-03-29 19:55:30.359483,72.8,14.8,IoT Alert,True,False,30,True,False,96.0,Flat,,96.0,False
461,2025-03-29 20:55:30.359483,72.4,15.8,IoT Alert,True,True,90,True,False,324.0,House,,324.0,False
442,2025-03-29 20:55:30.359483,70.7,14.8,IoT Alert,True,False,0,True,False,422.0,House,,422.0,False
318,2025-03-29 21:55:30.359483,70.5,15.9,IoT Alert,True,False,14,False,False,75.0,Flat,,75.0,False
401,2025-03-29 22:55:30.359483,72.3,15.5,IoT Alert,True,True,90,False,False,193.0,Flat,,193.0,False
78,2025-03-29 23:55:30.359483,77.9,15.9,IoT Alert,True,False,0,False,False,46.0,Flat,10.0,46.0,False
417,2025-03-30 01:55:30.359483,73.9,15.3,IoT Alert,True,False,30,True,False,256.0,Flat,,256.0,False
195,2025-03-30 01:55:30.359483,73.1,14.3,IoT Alert,True,False,7,True,False,12.0,House,1.0,12.0,False
36,2025-03-30 03:55:30.359483,71.1,13.4,IoT Alert,True,False,90,False,False,333.0,Flat,8.0,333.0,True
306,2025-03-30 04:55:30.359483,74.0,13.7,IoT Alert,True,True,90,True,False,274.0,Flat,,274.0,False
78,2025-03-30 05:55:30.359483,72.1,10.0,IoT Alert,True,False,90,True,False,46.0,Flat,10.0,46.0,False
60,2025-03-30 06:55:30.359483,70.2,14.5,IoT Alert,True,False,14,False,False,230.0,Flat,9.0,230.0,False
221,2025-03-30 06:55:30.359483,78.1,11.1,IoT Alert,True,False,60,False,False,121.0,Flat,4.0,121.0,False
490,2025-03-30 07:55:30.359483,73.5,15.5,IoT Alert,True,False,60,False,False,173.0,Flat,,173.0,False
160,2025-03-30 08:55:30.359483,73.7,12.0,IoT Alert,True,False,7,False,False,331.0,House,1.0,331.0,True
165,2025-03-30 08:55:30.359483,73.9,15.5,IoT Alert,True,True,60,True,False,304.0,House,9.0,304.0,False
54,2025-03-30 08:55:30.359483,71.2,11.5,IoT Alert,True,True,0,False,False,419.0,Flat,9.0,419.0,False
357,2025-03-30 09:55:30.359483,71.1,15.9,IoT Alert,True,False,14,False,False,24.0,Flat,,24.0,False
97,2025-03-30 10:55:30.359483,71.3,14.9,IoT Alert,True,True,7,False,False,264.0,Flat,3.0,264.0,False
417,2025-03-30 12:55:30.359483,72.3,13.7,IoT Alert,True,False,0,False,False,256.0,Flat,,256.0,False
396,2025-03-30 13:55:30.359483,75.0,13.3,IoT Alert,True,False,0,False,False,278.0,Block of Flats,,278.0,False
436,2025-03-30 13:55:30.359483,72.5,13.8,IoT Alert,True,False,30,True,False,,Block of Flats,,,
375,2025-03-30 16:55:30.359483,73.0,15.0,IoT Alert,True,False,7,False,False,3.0,Flat,,3.0,False
432,2025-03-30 18:55:30.359483,79.4,13.0,IoT Alert,True,False,30,False,False,95.0,Flat,,95.0,False
236,2025-03-30 18:55:30.359483,79.6,15.3,IoT Alert,True,False,0,False,False,,Flat,,,
81,2025-03-30 18:55:30.359483,70.8,15.9,IoT Alert,True,False,7,False,False,426.0,Flat,10.0,426.0,False
76,2025-03-30 20:55:30.359483,71.8,12.8,IoT Alert,True,False,14,False,False,98.0,House,1.0,98.0,False
139,2025-03-30 20:55:30.359483,70.7,15.3,IoT Alert,True,False,30,True,False,378.0,House,9.0,378.0,True
259,2025-03-30 21:55:30.359483,72.3,15.5,IoT Alert,True,False,7,False,False,307.0,Block of Flats,,307.0,False
254,2025-03-30 21:55:30.359483,76.3,13.3,IoT Alert,True,False,30,False,False,145.0,Flat,,145.0,False
326,2025-03-31 00:55:30.359483,70.1,14.0,IoT Alert,True,True,60,False,False,320.0,Flat,,320.0,False
452,2025-03-31 01:55:30.359483,74.7,15.8,IoT Alert,True,True,30,False,False,67.0,House,,67.0,True
310,2025-03-31 03:55:30.359483,79.6,15.3,IoT Alert,True,True,7,False,False,416.0,Flat,,416.0,False
277,2025-03-31 05:55:30.359483,71.1,13.6,IoT Alert,True,True,0,False,False,,Flat,,,
283,2025-03-31 07:55:30.359483,71.1,12.7,IoT Alert,True,True,60,False,False,350.0,Flat,,350.0,False
5,2025-03-31 09:55:30.359483,74.7,15.8,IoT Alert,True,False,0,True,False,353.0,House,9.0,353.0,False
101,2025-03-31 12:55:30.359483,73.7,14.2,IoT Alert,True,True,60,False,False,356.0,Flat,6.0,356.0,False
500,2025-03-31 14:55:30.359483,73.7,15.1,IoT Alert,True,False,14,False,False,,Flat,,,
300,2025-03-31 14:55:30.359483,70.9,12.9,IoT Alert,True,False,90,True,False,214.0,Flat,,214.0,False
114,2025-03-31 16:55:30.359483,79.2,13.6,IoT Alert,True,True,30,True,False,132.0,Flat,4.0,132.0,False
351,2025-03-31 17:55:30.359483,73.7,13.7,IoT Alert,True,False,90,False,False,408.0,House,,408.0,True
398,2025-03-31 17:55:30.359483,70.3,15.4,IoT Alert,True,False,7,True,False,314.0,House,,314.0,False
152,2025-03-31 18:55:30.359483,72.1,15.7,IoT Alert,True,True,30,True,False,,Block of Flats,7.0,,
433,2025-03-31 22:55:30.359483,73.2,14.1,IoT Alert,True,False,14,False,False,298.0,Flat,,298.0,True
439,2025-03-31 22:55:30.359483,71.1,11.3,IoT Alert,True,False,14,True,False,99.0,House,,99.0,True
328,2025-03-31 22:55:30.359483,74.6,14.1,IoT Alert,True,False,30,False,False,368.0,House,,368.0,False
276,2025-03-31 23:55:30.359483,70.8,15.1,IoT Alert,True,False,60,False,False,184.0,House,,184.0,False
124,2025-04-01 02:55:30.359483,71.3,11.5,IoT Alert,True,False,90,False,False,262.0,Flat,8.0,262.0,False
264,2025-04-01 03:55:30.359483,74.3,11.7,IoT Alert,True,False,30,False,False,429.0,Flat,,429.0,False
485,2025-04-01 06:55:30.359483,74.0,13.0,IoT Alert,True,True,14,False,False,343.0,House,,343.0,True
256,2025-04-01 06:55:30.359483,73.1,11.8,IoT Alert,True,False,14,False,False,215.0,Block of Flats,,215.0,False
69,2025-04-01 09:55:30.359483,72.6,15.0,IoT Alert,True,False,30,False,False,9.0,Flat,3.0,9.0,False
201,2025-04-01 10:55:30.359483,71.3,15.9,IoT Alert,True,False,7,False,False,369.0,Flat,5.0,369.0,False
138,2025-04-01 10:55:30.359483,72.3,15.7,IoT Alert,True,False,0,False,False,111.0,Block of Flats,3.0,111.0,False
170,2025-04-01 10:55:30.359483,75.9,13.3,IoT Alert,True,False,7,True,False,,House,2.0,,
471,2025-04-01 13:55:30.359483,73.5,11.1,IoT Alert,True,False,7,False,False,133.0,House,,133.0,False
130,2025-04-01 13:55:30.359483,73.5,11.7,IoT Alert,True,False,7,False,False,285.0,Flat,9.0,285.0,False
93,2025-04-01 15:55:30.359483,76.8,15.1,IoT Alert,True,False,7,False,False,198.0,Flat,9.0,198.0,False
417,2025-04-01 16:55:30.359483,70.1,15.2,IoT Alert,True,False,0,True,False,256.0,Flat,,256.0,False
8,2025-04-01 16:55:30.359483,73.1,15.1,IoT Alert,True,False,0,False,False,168.0,House,9.0,168.0,True
147,2025-04-01 17:55:30.359483,73.6,14.5,IoT Alert,True,False,90,False,False,257.0,House,1.0,257.0,False
314,2025-04-01 19:55:30.359483,72.5,15.7,IoT Alert,True,False,14,False,False,,Block of Flats,,,
368,2025-04-01 20:55:30.359483,70.5,15.4,IoT Alert,True,True,7,False,False,200.0,Flat,,200.0,False
74,2025-04-01 20:55:30.359483,72.6,15.6,IoT Alert,True,False,30,False,False,2.0,Flat,3.0,2.0,False
5,2025-04-01 21:55:30.359483,74.3,12.1,IoT Alert,True,False,7,False,False,353.0,House,9.0,353.0,False
426,2025-04-01 23:55:30.359483,71.8,12.2,IoT Alert,True,False,90,False,False,377.0,House,,377.0,False
301,2025-04-02 07:55:30.359483,70.6,14.3,IoT Alert,True,False,30,False,False,387.0,Block of Flats,,387.0,False
55,2025-04-02 10:55:30.359483,78.4,14.7,IoT Alert,True,False,0,True,False,,House,9.0,,
204,2025-04-02 11:55:30.359483,75.4,15.0,IoT Alert,True,False,14,False,False,128.0,Flat,5.0,128.0,False
50,2025-04-02 11:55:30.359483,72.2,14.9,IoT Alert,True,True,60,False,False,424.0,Flat,2.0,424.0,False
245,2025-04-02 12:55:30.359483,72.0,13.6,IoT Alert,True,False,90,False,False,227.0,Block of Flats,,227.0,False
224,2025-04-02 13:55:30.359483,71.8,14.7,IoT Alert,True,True,14,False,False,282.0,Flat,10.0,282.0,False
124,2025-04-02 15:55:30.359483,76.6,15.7,IoT Alert,True,False,30,False,False,262.0,Flat,8.0,262.0,False
404,2025-04-02 18:55:30.359483,72.7,14.1,IoT Alert,True,False,0,True,False,393.0,Flat,,393.0,False
470,2025-04-02 18:55:30.359483,70.3,9.8,IoT Alert,True,False,90,True,False,251.0,Flat,,251.0,False
364,2025-04-02 20:55:30.359483,70.7,14.7,IoT Alert,True,False,7,False,False,,Flat,,,
398,2025-04-02 20:55:30.359483,72.2,10.4,IoT Alert,True,False,90,False,False,314.0,House,,314.0,False
59,2025-04-03 02:55:30.359483,70.4,14.5,IoT Alert,True,False,30,False,False,,Block of Flats,9.0,,
100,2025-04-03 02:55:30.359483,70.2,13.8,IoT Alert,True,True,30,False,False,,House,5.0,,
92,2025-04-03 04:55:30.359483,76.5,14.9,IoT Alert,True,False,14,False,False,432.0,House,8.0,432.0,False
347,2025-04-03 05:55:30.359483,73.8,12.8,IoT Alert,True,False,7,False,False,236.0,Block of Flats,,236.0,False
38,2025-04-03 06:55:30.359483,71.3,15.0,IoT Alert,True,False,0,False,False,171.0,Flat,10.0,171.0,False
488,2025-04-03 07:55:30.359483,70.8,15.2,IoT Alert,True,False,7,True,False,299.0,Flat,,299.0,False
170,2025-04-03 10:55:30.359483,74.6,13.4,IoT Alert,True,False,0,True,False,,House,2.0,,
266,2025-04-03 10:55:30.359483,71.2,15.9,IoT Alert,True,True,30,False,False,140.0,Flat,,140.0,False
135,2025-04-03 11:55:30.359483,72.0,14.5,IoT Alert,True,False,7,False,False,447.0,House,9.0,447.0,False
37,2025-04-03 12:55:30.359483,72.8,15.9,IoT Alert,True,True,0,False,False,223.0,Flat,5.0,223.0,True
98,2025-04-03 14:55:30.359483,75.5,15.6,IoT Alert,True,False,90,False,False,268.0,House,9.0,268.0,False
336,2025-04-03 15:55:30.359483,72.6,14.8,IoT Alert,True,False,60,False,False,113.0,Flat,,113.0,False
282,2025-04-03 17:55:30.359483,75.1,13.3,IoT Alert,True,False,90,False,False,116.0,Flat,,116.0,False
442,2025-04-03 20:55:30.359483,74.7,15.2,IoT Alert,True,False,90,False,False,422.0,House,,422.0,False
197,2025-04-04 01:55:30.359483,71.4,15.5,IoT Alert,True,True,0,False,False,224.0,Flat,3.0,224.0,True
226,2025-04-04 01:55:30.359483,75.1,15.8,IoT Alert,True,True,7,False,False,218.0,Flat,,218.0,False
396,2025-04-04 03:55:30.359483,72.4,15.5,IoT Alert,True,False,30,True,False,278.0,Block of Flats,,278.0,False
112,2025-04-04 04:55:30.359483,73.1,15.6,IoT Alert,True,False,30,False,False,231.0,Flat,5.0,231.0,False
454,2025-04-04 04:55:30.359483,70.2,13.1,IoT Alert,True,True,0,True,False,169.0,Flat,,169.0,True
375,2025-04-04 04:55:30.359483,74.9,15.8,IoT Alert,True,True,60,False,False,3.0,Flat,,3.0,False
215,2025-04-04 04:55:30.359483,73.8,14.2,IoT Alert,True,False,7,False,False,,Flat,5.0,,
190,2025-04-04 06:55:30.359483,70.5,15.3,IoT Alert,True,True,7,False,False,,Flat,9.0,,
336,2025-04-04 07:55:30.359483,75.4,14.9,IoT Alert,True,False,14,False,False,113.0,Flat,,113.0,False
451,2025-04-04 09:55:30.359483,71.0,13.6,IoT Alert,True,False,14,True,False,10.0,Flat,,10.0,False
461,2025-04-04 10:55:30.359483,71.3,15.0,IoT Alert,True,True,14,False,False,324.0,House,,324.0,False
77,2025-04-04 10:55:30.359483,71.1,12.9,IoT Alert,True,True,0,False,False,25.0,Flat,6.0,25.0,False
118,2025-04-04 14:55:30.359483,70.4,14.7,IoT Alert,True,False,60,True,False,119.0,Flat,5.0,119.0,False
148,2025-04-04 16:55:30.359483,71.8,15.3,IoT Alert,True,False,7,False,False,259.0,House,2.0,259.0,False
25,2025-04-04 17:55:30.359483,70.3,13.3,IoT Alert,True,False,0,False,False,138.0,Flat,9.0,138.0,False
443,2025-04-04 20:55:30.359483,71.6,15.4,IoT Alert,True,False,60,False,False,267.0,Flat,,267.0,False
315,2025-04-04 20:55:30.359483,70.5,14.3,IoT Alert,True,False,90,True,False,249.0,Flat,,249.0,False
230,2025-04-04 21:55:30.359483,72.0,12.2,IoT Alert,True,False,60,False,False,108.0,Flat,,108.0,False
27,2025-04-04 21:55:30.359483,71.8,12.8,IoT Alert,True,False,60,True,False,167.0,Flat,5.0,167.0,False
27,2025-04-05 03:55:30.359483,70.3,15.2,IoT Alert,True,False,30,False,False,167.0,Flat,5.0,167.0,False
55,2025-04-05 04:55:30.359483,78.8,14.9,IoT Alert,True,True,14,False,False,,House,9.0,,
172,2025-04-05 07:55:30.359483,72.4,12.0,IoT Alert,True,False,0,False,False,360.0,House,1.0,360.0,False
423,2025-04-05 10:55:30.359483,84.7,14.5,IoT Alert,True,False,14,False,False,301.0,Flat,,301.0,True
388,2025-04-05 11:55:30.359483,71.1,15.2,IoT Alert,True,False,7,False,False,442.0,Flat,,442.0,False
45,2025-04-05 13:55:30.359483,70.4,14.9,IoT Alert,True,False,7,False,False,323.0,House,4.0,323.0,False
94,2025-04-05 14:55:30.359483,73.1,14.7,IoT Alert,True,True,30,False,False,42.0,Flat,10.0,42.0,False
265,2025-04-05 15:55:30.359483,76.3,14.9,IoT Alert,True,False,14,False,False,437.0,Flat,,437.0,True
104,2025-04-05 15:55:30.359483,70.9,15.7,IoT Alert,True,True,0,False,False,246.0,Flat,2.0,246.0,False
72,2025-04-05 16:55:30.359483,82.0,11.6,IoT Alert,True,False,7,True,False,,House,4.0,,
474,2025-04-05 16:55:30.359483,71.4,15.5,IoT Alert,True,True,30,False,False,434.0,House,,434.0,True
283,2025-04-05 17:55:30.359483,75.6,15.2,IoT Alert,True,True,0,True,False,350.0,Flat,,350.0,False
445,2025-04-05 17:55:30.359483,74.6,13.6,IoT Alert,True,True,60,False,False,288.0,House,,288.0,False
29,2025-04-05 18:55:30.359483,72.5,15.9,IoT Alert,True,False,14,False,False,334.0,Flat,4.0,334.0,False
3,2025-04-05 18:55:30.359483,70.8,15.3,IoT Alert,True,False,14,True,False,35.0,Flat,5.0,35.0,False
34,2025-04-05 18:55:30.359483,70.2,15.0,IoT Alert,True,False,14,True,False,45.0,Flat,9.0,45.0,True
408,2025-04-05 23:55:30.359483,73.0,14.1,IoT Alert,True,False,60,True,False,269.0,Flat,,269.0,False
261,2025-04-06 00:55:30.359483,71.5,15.7,IoT Alert,True,False,7,False,False,374.0,Flat,,374.0,False
44,2025-04-06 02:55:30.359483,71.7,15.9,IoT Alert,True,True,30,False,False,412.0,Flat,7.0,412.0,False
144,2025-04-06 03:55:30.359483,72.2,15.0,IoT Alert,True,False,14,False,False,265.0,Flat,5.0,265.0,False
467,2025-04-06 03:55:30.359483,72.2,15.5,IoT Alert,True,True,7,False,False,,Flat,,,
194,2025-04-06 04:55:30.359483,70.3,13.1,IoT Alert,True,False,60,False,False,55.0,Flat,2.0,55.0,False
476,2025-04-06 06:55:30.359483,76.3,14.3,IoT Alert,True,True,30,False,False,31.0,Block of Flats,,31.0,False
269,2025-04-06 06:55:30.359483,72.2,15.5,IoT Alert,True,False,30,False,False,77.0,Flat,,77.0,False
269,2025-04-06 07:55:30.359483,79.4,15.3,IoT Alert,True,True,60,False,False,77.0,Flat,,77.0,False
471,2025-04-06 09:55:30.359483,75.0,15.7,IoT Alert,True,False,60,False,False,133.0,House,,133.0,False
34,2025-04-06 10:55:30.359483,76.2,15.2,IoT Alert,True,False,30,False,False,45.0,Flat,9.0,45.0,True
375,2025-04-06 12:55:30.359483,71.6,15.7,IoT Alert,True,False,60,False,False,3.0,Flat,,3.0,False
34,2025-04-06 13:55:30.359483,71.5,13.7,IoT Alert,True,True,30,False,False,45.0,Flat,9.0,45.0,True
280,2025-04-06 13:55:30.359483,78.4,14.5,IoT Alert,True,False,30,False,False,395.0,House,,395.0,False
328,2025-04-06 14:55:30.359483,70.8,15.4,IoT Alert,True,False,30,False,False,368.0,House,,368.0,False
92,2025-04-06 14:55:30.359483,74.9,15.7,IoT Alert,True,False,30,False,False,432.0,House,8.0,432.0,False
411,2025-04-06 16:55:30.359483,74.3,13.0,IoT Alert,True,False,0,False,False,54.0,Flat,,54.0,False
214,2025-04-06 18:55:30.359483,73.0,14.9,IoT Alert,True,False,60,False,False,359.0,House,10.0,359.0,False
62,2025-04-06 18:55:30.359483,72.2,13.5,IoT Alert,True,False,60,False,False,364.0,Flat,10.0,364.0,False
426,2025-04-06 19:55:30.359483,71.0,11.6,IoT Alert,True,False,0,False,False,377.0,House,,377.0,False
397,2025-04-06 21:55:30.359483,75.2,14.7,IoT Alert,True,False,60,False,False,293.0,Flat,,293.0,False
236,2025-04-07 01:55:30.359483,72.7,10.8,IoT Alert,True,False,0,False,False,,Flat,,,
358,2025-04-07 01:55:30.359483,70.7,15.7,IoT Alert,True,True,7,False,False,156.0,Flat,,156.0,True
178,2025-04-07 03:55:30.359483,70.4,14.7,IoT Alert,True,True,30,False,False,240.0,Block of Flats,9.0,240.0,True
212,2025-04-07 03:55:30.359483,70.7,12.5,IoT Alert,True,False,0,False,False,28.0,Flat,7.0,28.0,False
189,2025-04-07 03:55:30.359483,73.1,15.9,IoT Alert,True,False,60,False,False,,Flat,6.0,,
264,2025-04-07 04:55:30.359483,71.0,12.9,IoT Alert,True,False,60,False,False,429.0,Flat,,429.0,False
481,2025-04-07 06:55:30.359483,71.4,14.9,IoT Alert,True,False,14,False,False,449.0,Block of Flats,,449.0,False
106,2025-04-07 06:55:30.359483,71.8,15.4,IoT Alert,True,True,0,False,False,418.0,House,5.0,418.0,False
50,2025-04-07 06:55:30.359483,82.1,13.1,IoT Alert,True,True,7,False,False,424.0,Flat,2.0,424.0,False
